plate,mjd,fiber_id,fuv_flux_obs,fuv_flux_syn,dn4000_synth,extinction
1030,52914,240,1.0388,2.0588,1.2440,0.1460
1030,52914,279,1.4577,3.4374,1.2220,0.1680
1031,53172,462,1.7618,2.3683,1.3100,0.3050
1031,53172,537,2.2071,3.4400,1.1630,0.1040
1032,53175,354,1.7535,1.3500,1.2720,0.2750
1032,53175,399,1.2750,2.1318,1.2660,0.2110
1032,53175,404,0.3761,4.0713,1.2570,0.0340
1032,53175,620,0.8325,1.0287,1.2950,0.3190
1033,52822,4,1.1644,3.1162,1.2250,0.0880
1033,52822,30,1.0417,1.4872,1.3740,0.2510
1033,52822,157,1.0209,3.4962,1.2370,0.1690
1033,52822,344,1.4502,1.9177,1.3010,0.0720
1033,52822,358,2.0103,3.1869,1.2620,0.1620
1033,52822,585,0.4370,3.0844,1.2030,0.1000
1033,52822,613,1.4111,1.8898,1.2970,-0.1260
1033,52822,626,2.3100,4.3956,1.1940,0.2100
1034,52525,343,1.6622,2.0402,1.2490,0.3350
1034,52525,496,0.8083,3.6658,1.2260,0.1870
1034,52525,559,2.9746,1.8593,1.2790,0.1930
1036,52582,605,1.7376,3.5438,1.2550,0.1750
1037,52826,34,1.4056,2.8414,1.2870,0.2220
1037,52826,68,0.5631,2.5308,1.2750,0.2520
1037,52826,90,1.9577,4.4395,1.1840,0.2220
1037,52826,442,1.1902,4.2009,1.2210,0.3800
1037,52826,559,0.6444,1.8609,1.2730,0.1730
1037,52826,584,0.5963,3.2541,1.3270,0.2430
1037,52826,600,1.4132,2.0825,1.3000,0.3120
1037,52826,623,1.9267,2.2082,1.2780,0.4210
1037,52826,628,1.4006,1.9189,1.2710,0.1780
1039,52707,166,0.4347,3.0835,1.2040,0.4730
1042,52725,203,1.1789,3.1805,1.2410,0.2280
1046,52460,109,1.6385,3.9230,1.2990,0.1410
1048,52736,532,0.7444,1.3907,1.5080,0.1080
1051,52468,476,0.6645,3.5475,1.1560,0.5650
1052,52466,115,2.9159,4.6793,1.1310,0.5420
1052,52466,432,1.2548,2.9811,1.2070,0.1940
1055,52761,438,0.5573,1.7198,1.3350,0.5050
1056,52764,153,2.6424,7.5537,1.1270,0.1970
1060,52636,284,0.8166,2.1476,1.1880,0.1280
1064,52577,273,0.6218,3.4617,1.2420,0.1930
1066,52589,95,1.1550,4.7900,1.1850,0.2700
1068,52614,144,1.4499,2.9851,1.2100,0.2110
1068,52614,373,1.6292,1.7684,1.1800,0.0120
1072,52643,224,1.2972,2.8361,1.2290,0.1210
1072,52643,502,0.5649,3.0876,1.1800,0.3100
1072,52643,616,0.4629,1.8059,1.2770,0.5720
1074,52937,107,0.5391,1.0920,1.4860,0.5000
1074,52937,156,0.3278,1.1849,1.4910,0.3850
1074,52937,282,1.1663,3.8977,1.2300,0.0720
1074,52937,375,2.0197,4.1052,1.1600,0.2290
1075,52933,90,2.0822,3.9934,1.2110,0.0300
1076,52914,203,1.1905,3.2312,1.2410,0.2940
1077,52644,85,0.1183,2.9405,1.2990,0.3910
1080,52614,536,1.6534,3.4136,1.2240,0.2510
1081,52531,396,1.1581,2.3768,1.2600,0.0890
1082,52523,95,1.2923,0.6700,1.3700,0.0120
1082,52523,254,1.7485,1.5868,1.2780,0.1390
1082,52523,497,0.6117,2.4663,1.2890,0.1960
1082,52523,550,0.5817,2.1581,1.2560,0.6410
1085,52531,427,0.9560,3.0917,1.3140,0.2600
1085,52531,561,0.8188,2.1029,1.2790,0.1880
1086,52525,195,0.3394,2.6893,1.2170,0.3370
1086,52525,284,1.1496,1.0452,1.3220,0.2250
1086,52525,298,0.9382,1.2191,1.3030,0.3830
1087,52930,183,0.9542,2.8476,1.2360,0.3950
1087,52930,293,0.9050,7.4412,1.2520,-0.0830
1089,52913,116,0.7916,2.1680,1.2530,0.1530
1089,52913,186,0.6117,3.3597,1.2830,-0.1120
1089,52913,198,0.6756,2.5786,1.2250,0.1840
1089,52913,382,0.8630,1.8850,1.3950,0.1840
1089,52913,536,1.6981,3.6708,1.1720,-0.0450
1089,52913,622,0.3646,1.5260,1.2850,0.3000
1090,52903,405,1.7937,1.6346,1.2570,0.1800
1091,52902,461,0.4321,3.0906,1.1880,0.2980
1093,52591,223,1.1157,1.5914,1.2450,0.0280
1096,52974,367,2.5259,2.1398,1.2520,0.1150
1096,52974,481,1.0428,1.5719,1.2580,0.3180
1106,52912,222,1.4790,2.8566,1.1660,0.2010
1106,52912,347,1.0085,1.6968,1.2640,0.3700
1107,52968,234,2.4417,4.3471,1.1290,0.1970
1115,52914,173,0.5960,1.6084,1.2680,0.3020
1158,52668,547,0.9768,1.8461,1.2300,0.3760
1158,52668,607,0.6013,2.0273,1.2710,0.4840
1159,52669,151,0.6800,1.5033,1.4140,0.2880
1159,52669,159,0.2453,0.4054,1.6690,0.0500
1159,52669,361,0.9253,2.5599,1.2630,0.4010
1163,52669,529,1.3039,1.7496,1.2340,0.1400
1167,52738,544,0.6743,1.9232,1.3150,0.4600
1168,52731,20,0.6809,1.3912,1.3640,0.3250
1168,52731,574,1.2747,3.1926,1.1950,0.2990
1169,52753,54,1.6141,3.5613,1.1890,0.2880
1170,52756,245,2.3896,2.9729,1.1780,0.3520
1170,52756,538,1.0560,3.4182,1.2050,0.3280
1170,52756,609,0.5793,1.6947,1.3180,0.7250
1171,52753,405,1.5143,3.1374,1.1990,0.1160
1172,52759,134,0.8581,2.3078,1.3820,0.2890
1174,52782,290,0.5134,3.6688,1.2000,0.1750
1175,52791,208,0.1542,2.2487,1.2740,0.3520
1177,52824,113,0.7712,3.2333,1.3460,0.1630
1177,52824,591,0.6337,2.5351,1.2600,0.4320
1178,52825,3,0.1696,2.1163,1.2680,0.4260
1178,52825,92,1.2354,2.3074,1.3780,0.1610
1178,52825,480,1.3827,2.9297,1.1920,0.2990
1178,52825,607,0.4827,0.9240,1.5110,0.2170
1189,52668,43,1.1335,3.5885,1.1890,0.0870
1194,52703,260,0.6686,1.9923,1.3670,0.5730
1194,52703,353,0.8012,1.4294,1.2880,0.4080
1194,52703,429,1.0735,2.9449,1.2040,0.4050
1195,52724,60,3.8279,11.6648,1.0490,0.0900
1195,52724,250,0.3004,1.3073,1.3820,0.0870
1196,52733,574,1.5533,0.0738,1.7350,0.1450
1197,52668,42,0.5453,2.8560,1.2440,0.2830
1197,52668,71,0.6435,1.6653,1.4250,0.3570
1198,52669,564,0.4456,2.7595,1.2440,0.1710
1199,52703,599,1.2674,3.3944,1.1590,0.4070
1202,52672,41,1.0890,2.3416,1.2440,0.2590
1204,52669,316,0.7334,2.6855,1.2280,0.0860
1205,52670,433,0.7431,2.1191,1.2110,0.7700
1207,52672,414,0.4446,1.5358,1.5940,0.1100
1210,52701,146,0.4959,1.3078,1.3450,0.4200
1210,52701,390,1.7014,3.8158,1.1680,0.3160
1212,52703,487,1.1666,2.6834,1.3480,0.1700
1213,52972,331,0.6716,1.2247,1.2800,0.4520
1213,52972,374,0.7042,2.9188,1.2210,0.2180
1217,52672,271,2.1423,4.6622,1.1360,0.2350
1220,52723,596,0.3611,2.0230,1.2730,0.2260
1223,52781,517,0.6442,2.0032,1.4040,0.0870
1224,52765,336,0.9779,2.0656,1.2460,0.3400
1226,52734,195,0.5413,1.1344,1.3490,0.5260
1227,52733,444,0.6780,2.6429,1.4180,0.2950
1227,52733,611,0.9115,2.5152,1.2660,0.0900
1230,52672,81,0.9531,3.2892,1.1750,0.2640
1230,52672,82,1.0990,4.4678,1.5790,-0.1250
1230,52672,246,0.3141,1.3753,1.4910,0.3020
1230,52672,518,0.4894,2.4072,1.2090,0.5700
1231,52725,31,0.6180,1.9938,1.3270,0.6910
1232,52731,317,0.8126,3.9899,1.1400,0.0080
1233,52734,47,1.0205,3.7560,1.2650,0.2170
1234,52724,308,1.3363,2.4996,1.1950,0.2350
1235,52734,632,0.5642,1.1757,1.4020,0.0090
1236,52751,251,0.4191,0.8641,1.3590,0.1690
1237,52762,429,1.4368,0.9342,1.3210,0.2230
1237,52762,536,2.3435,5.4333,1.1480,0.5220
1238,52761,409,0.2754,0.1691,1.6100,0.2200
1242,52901,176,1.4752,4.4798,1.1370,0.4380
1242,52901,540,1.4029,5.2903,1.1490,0.2540
1243,52930,223,3.6455,6.8789,1.1230,-0.0010
1243,52930,447,4.6737,4.9020,1.1660,0.0940
1264,52707,266,1.3930,2.0981,1.2330,0.2170
1266,52709,37,0.5248,1.5459,1.3660,0.1820
1267,52932,76,0.4186,2.2527,1.3460,0.1360
1267,52932,458,1.0878,2.0384,1.2820,0.3240
1268,52933,537,0.4901,2.2955,1.2900,0.3690
1270,52991,252,1.8708,4.2056,1.1650,0.4700
1275,52996,187,0.9454,1.8873,1.2330,0.5120
1276,53035,250,0.6201,0.8481,1.4490,0.0610
1277,52765,327,2.0948,4.9908,1.1750,0.2080
1281,52753,3,0.8687,2.0105,1.2140,0.4370
1281,52753,257,0.3468,1.4330,1.2480,0.6890
1281,52753,529,0.4232,2.0597,1.2700,0.6790
1283,52762,384,1.7899,2.4584,1.2340,0.1830
1283,52762,396,1.0374,1.9018,1.3780,0.4370
1286,52725,397,0.5793,2.0739,1.2200,0.5550
1288,52731,493,0.9095,3.0406,1.2420,0.4740
1289,52734,581,0.5435,1.5272,1.5080,0.0890
1290,52734,36,0.5508,2.4906,1.2560,0.2390
1290,52734,62,0.8562,3.3406,1.2310,0.3580
1296,52962,253,0.1345,0.1375,1.6480,0.0750
1300,52973,382,0.6440,1.1592,1.4990,0.3800
1302,52763,219,0.9375,1.4782,1.2620,0.1830
1307,52999,378,0.6322,2.5337,1.1840,0.5540
1308,53053,264,0.6566,2.8182,1.2080,0.4160
1310,53033,633,1.1587,4.3289,1.1660,0.1060
1311,52765,400,0.5178,0.2787,1.7110,0.0760
1313,52790,324,1.4771,4.5743,1.1880,0.2960
1314,53050,189,0.6397,1.2999,1.5850,0.1540
1314,53050,192,0.7516,1.6907,1.3060,0.3790
1314,53050,522,1.0041,4.3706,1.2200,0.1280
1315,52791,308,0.6475,3.9329,1.2400,0.2210
1315,52791,309,1.2529,1.7078,1.2630,0.2350
1318,52781,60,0.4372,0.9829,1.6120,0.3870
1318,52781,582,1.1738,2.2734,1.3140,0.3740
1319,52791,401,2.9712,7.9195,1.0950,0.4120
1321,52764,19,0.5037,3.7323,1.2140,0.2810
1322,52791,510,0.4607,1.9150,1.2790,0.5970
1322,52791,614,1.1292,2.1002,1.1950,0.4670
1324,53088,270,0.4353,0.7754,1.4360,0.3470
1328,52786,457,0.7481,3.5002,1.2320,0.1450
1329,52767,160,1.2598,3.2744,1.1880,0.3370
1329,52767,476,0.6646,2.3404,1.2820,0.4210
1330,52822,493,0.3050,1.6590,1.5860,0.2940
1331,52766,139,0.2335,2.1385,1.2880,0.4080
1331,52766,520,0.8871,2.3283,1.3960,0.1480
1333,52782,234,0.4165,1.0134,1.5650,0.0870
1334,52764,427,0.4503,1.2688,1.3850,0.2770
1335,52824,290,0.3970,2.7101,1.2410,0.4310
1335,52824,391,1.1404,3.4907,1.1390,0.3100
1336,52759,52,1.1483,1.8705,1.2180,0.5400
1339,52767,462,1.0779,3.3599,1.1900,0.3810
1343,52790,290,1.6888,3.0204,1.2140,0.2070
1344,52792,70,1.4834,4.4057,1.2090,0.1830
1345,52814,357,0.5073,1.8207,1.4500,0.3030
1356,53033,157,1.1319,3.1217,1.1870,0.4480
1356,53033,386,0.4939,2.5341,1.2880,0.4710
1357,53034,479,1.0647,2.6077,1.2500,0.3810
1359,53002,214,0.4303,1.2274,1.6310,0.0720
1359,53002,355,0.7245,1.4918,1.5450,0.2950
1360,53033,242,1.1687,3.2731,1.2630,0.3750
1360,53033,377,0.7458,2.2251,1.2140,0.5410
1361,53047,152,1.7348,3.9070,1.1910,0.2820
1361,53047,612,0.7617,1.6769,1.2940,0.2330
1362,53050,243,0.6263,2.1305,1.2210,0.4150
1363,53053,55,0.9352,2.7143,1.1760,0.3220
1363,53053,411,3.2469,7.1174,1.0700,0.6350
1363,53053,599,1.4014,5.9404,1.1620,0.1840
1364,53061,153,0.7440,1.6775,1.2660,0.4120
1364,53061,216,0.9355,1.3658,1.2470,0.5250
1364,53061,313,0.4478,1.2666,1.3430,0.1080
1364,53061,365,0.5209,0.9025,1.4750,0.1740
1364,53061,471,0.9979,1.8683,1.2060,0.5690
1366,53063,35,1.9427,1.8821,1.2830,0.1640
1368,53084,257,1.7484,2.6558,1.1920,0.3160
1368,53084,435,1.6538,2.9825,1.1890,0.1940
1369,53089,579,0.8501,2.9977,1.2030,0.3960
1370,53090,32,1.0709,2.9357,1.2100,0.1740
1370,53090,478,0.9350,3.6018,1.2870,0.3280
1371,52821,455,0.9491,2.1844,1.2500,0.2260
1372,53062,288,1.1748,1.7463,1.2430,0.5830
1372,53062,394,0.3579,1.4941,1.5130,0.2410
1373,53063,163,1.5660,2.5044,1.1940,0.2020
1376,53089,35,0.8590,0.6552,1.5720,0.1620
1376,53089,250,0.1659,0.4732,1.8630,0.0350
1377,53050,564,0.3342,0.8045,1.4550,0.3560
1378,53061,206,0.8628,1.6043,1.2640,0.6000
1379,53084,37,0.7364,2.9587,1.2460,0.2960
1379,53084,149,0.9753,2.4615,1.1950,0.5900
1379,53084,157,0.9722,1.6394,1.2370,0.4470
1379,53084,446,0.8776,2.1139,1.3160,0.2700
1379,53084,552,1.2342,3.0665,1.2580,0.3430
1380,53084,19,1.4327,3.7106,1.2220,0.1630
1384,53121,574,0.4293,1.3922,1.3220,0.6380
1385,53108,414,0.9722,2.9770,1.2010,0.2520
1389,53135,75,1.0905,2.4705,1.2000,0.7040
1390,53142,532,0.3196,2.2744,1.2960,0.3230
1391,52817,610,1.9498,3.4418,1.2190,0.3280
1392,52822,3,0.6258,2.0438,1.3480,0.3950
1394,53108,294,4.7108,10.2073,1.0250,0.6920
1398,53146,370,0.4139,1.2944,1.5030,0.4130
1400,53470,194,1.3700,3.7322,1.2070,0.2300
1400,53470,401,0.5882,0.8208,1.3080,0.2370
1401,53144,397,1.0763,5.9753,1.1460,0.1610
1403,53227,407,0.8898,2.4254,1.2530,0.3330
1403,53227,469,0.5188,3.5131,1.2360,0.3050
1404,52825,506,1.4935,3.2445,1.2250,0.1680
1409,52824,30,0.7476,1.5603,1.3150,0.4210
1409,52824,128,0.5714,0.8718,1.2850,0.4820
1417,53141,482,1.5440,5.3779,1.1370,0.6590
1419,53144,132,0.8060,3.0277,1.2550,0.3560
1419,53144,206,0.2617,1.4999,1.2620,0.8080
1423,53167,370,1.0098,1.4120,1.5170,0.4150
1425,52913,308,0.8558,3.8893,1.2060,0.4020
1425,52913,488,0.8705,2.2406,1.4970,0.3360
1426,52993,229,1.0316,4.2091,1.1400,0.1240
1427,52996,446,1.5339,2.2191,1.2240,0.2890
1428,52998,407,0.8517,2.6337,1.2220,0.3280
1429,52990,554,0.9600,1.7315,1.3970,0.3280
1430,53002,351,0.6870,0.4759,1.5520,0.1360
1431,52992,556,0.4960,2.4051,1.4380,0.1450
1436,53054,225,0.5139,1.9138,1.2590,0.5120
1436,53054,624,1.1761,2.5113,1.2370,0.5620
1437,53046,20,1.0050,1.4987,1.3050,0.7460
1438,53054,209,3.6958,5.1923,1.1580,0.2160
1439,53003,117,1.2686,2.9397,1.2100,0.6280
1439,53003,177,0.5831,2.5105,1.3450,0.3770
1442,53050,451,0.5954,2.5499,1.4020,0.4170
1442,53050,485,0.7979,2.3287,1.2890,0.5300
1443,53055,179,1.0926,2.9123,1.2470,0.2910
1445,53062,543,0.3525,1.1825,1.4100,0.0230
1450,53120,411,1.5443,3.0532,1.2010,0.1590
1452,53112,450,0.9417,1.6005,1.4440,0.3190
1453,53084,168,1.0847,3.9294,1.2230,0.2970
1454,53090,62,0.5066,4.7117,1.1980,0.3160
1454,53090,148,0.4802,0.8780,1.4880,0.1350
1455,53089,375,0.8557,1.8916,1.2560,0.4690
1456,53115,353,1.3648,2.0660,1.2710,0.4370
1456,53115,564,1.1022,2.7636,1.1940,0.2430
1457,53116,504,0.8005,2.8834,1.3520,0.5170
1460,53138,29,1.3002,2.0653,1.3050,0.2430
1460,53138,92,0.9389,3.1858,1.2060,0.5160
1462,53112,416,0.6577,1.5072,1.3670,0.3050
1463,53063,162,1.3670,3.0292,1.2290,0.6990
1463,53063,307,0.8134,2.7602,1.1900,0.6800
1464,53091,629,1.2237,2.8538,1.2190,0.2870
1465,53082,158,0.6814,3.5722,1.2830,0.1410
1465,53082,290,0.7342,2.8523,1.2440,0.0510
1465,53082,555,0.3234,0.5382,1.7330,0.0940
1473,52908,257,2.0173,5.4995,1.1920,0.0150
1474,52933,204,2.0242,4.5578,1.1500,0.4770
1485,52992,332,1.8244,1.8232,1.2390,0.0180
1485,52992,376,0.9244,2.1326,1.3520,0.0910
1486,52993,71,0.6996,2.0773,1.2550,0.4040
1486,52993,523,0.4866,4.6950,1.2850,0.1900
1486,52993,607,1.3980,2.0620,1.2570,0.1590
1490,52994,61,1.4236,3.2256,1.2390,0.1650
1490,52994,77,0.7021,2.4081,1.2770,0.5160
1490,52994,425,0.8732,2.2920,1.2970,0.0700
1491,52996,424,0.8092,3.2058,1.2170,0.3000
1491,52996,473,1.2223,2.9577,1.2040,0.5240
1491,52996,526,0.8061,2.9387,1.2620,0.4220
1492,52932,121,1.1187,4.5208,1.2140,0.1920
1492,52932,198,0.8676,3.0966,1.2730,0.0560
1492,52932,383,1.7589,1.9524,1.2370,0.2310
1492,52932,387,1.2846,2.9387,1.2760,-0.0980
1493,52933,377,2.4611,3.2056,1.2910,0.3080
1494,52937,4,1.2209,1.3942,1.2820,0.1040
1494,52937,40,1.4845,1.8445,1.1980,0.1770
1494,52937,248,2.0832,3.2247,1.2540,0.2220
1494,52937,383,1.8476,3.4449,1.2510,0.2690
1494,52937,509,0.7890,2.6780,1.2570,0.3920
1495,52944,88,0.4919,1.7878,1.3440,0.2580
1495,52944,179,2.5276,2.2864,1.2500,0.5270
1496,52883,73,1.0032,1.0040,1.2870,0.6070
1496,52883,163,0.3207,0.6667,1.4190,-0.2160
1496,52883,465,2.3057,4.4726,1.2530,0.1010
1496,52883,468,1.3264,2.9279,1.2530,0.2400
1497,52886,333,0.7027,2.8332,1.2230,-0.1470
1498,52914,473,0.5414,3.8360,1.2270,-0.1640
1498,52914,578,0.2028,2.4875,1.2880,0.3580
1499,53001,24,0.1820,1.0725,1.2690,0.2860
1499,53001,33,1.9849,1.9638,1.2710,0.2730
1499,53001,332,2.5480,2.0646,1.2090,0.2000
1499,53001,510,2.6063,3.0775,1.1920,0.0660
1502,53741,19,0.2733,1.6061,1.3360,0.2350
1502,53741,501,1.9286,0.9570,1.3040,0.2690
1505,52941,371,1.3685,1.0044,1.2890,0.4260
1505,52941,458,1.5031,4.0677,1.2160,0.2520
1506,53003,43,1.9040,4.2466,1.2990,-0.2540
1506,53003,114,1.2849,3.3068,1.2880,0.1660
1506,53003,513,1.3514,1.2055,1.2350,0.0340
1508,52944,353,0.6661,3.8376,1.2200,0.1390
1508,52944,561,1.4665,3.1961,1.1920,0.1710
1508,52944,583,0.4422,1.2120,1.3060,0.4040
1511,52946,90,1.0989,1.3282,1.2520,-0.2480
1538,52937,112,0.8994,4.4174,1.3590,0.0320
1538,52937,524,0.4657,2.3734,1.2290,0.1160
1539,52943,156,1.4792,4.3722,1.1990,0.2880
1539,52943,421,0.2575,2.9869,1.2240,0.0820
1539,52943,515,0.5148,3.3564,1.1970,0.4140
1541,53732,27,0.6372,0.7672,1.4530,0.6150
1541,53732,118,1.4633,3.1829,1.2830,0.1540
1541,53732,166,0.8294,1.3171,1.3410,0.2500
1541,53732,201,1.2333,2.3732,1.2520,0.5400
1541,53732,263,1.1908,2.4557,1.4230,0.1080
1541,53732,314,0.8342,4.8049,1.3820,-0.3300
1541,53732,397,0.7652,2.4654,1.2230,0.1160
1541,53732,426,2.2432,3.7120,1.2050,0.1370
1541,53732,486,0.9913,2.8943,1.2400,0.4640
1541,53732,509,1.1516,2.9831,1.2130,0.1870
1541,53732,585,1.4593,3.4511,1.1940,0.2630
1542,53734,72,1.0934,3.3660,1.2530,0.2570
1542,53734,75,1.0316,2.5083,1.2740,0.1950
1542,53734,114,0.7944,3.7275,1.2540,0.3370
1542,53734,260,0.5976,4.4718,1.2180,0.4470
1542,53734,268,0.3688,5.0756,1.1960,0.1600
1542,53734,523,0.5811,1.8539,1.4650,0.2610
1543,53738,25,1.2141,2.5586,1.1660,0.4260
1543,53738,26,0.9921,3.8350,1.1780,0.1770
1543,53738,84,1.0281,5.8696,1.2640,0.2440
1543,53738,132,0.8545,2.2925,1.2950,0.4290
1543,53738,219,2.3047,3.0284,1.1730,0.1850
1543,53738,257,0.7783,4.2004,1.2430,0.2900
1543,53738,305,0.5409,1.6960,1.4610,0.4820
1543,53738,485,1.0367,2.5548,1.4020,0.3520
1543,53738,538,1.2196,2.0142,1.2290,0.4410
1543,53738,572,1.3989,2.0915,1.1770,0.4500
1543,53738,610,2.0771,2.6408,1.1640,0.4200
1551,53327,80,0.6784,3.9876,1.3370,0.0820
1551,53327,105,0.8504,2.4287,1.3170,0.5070
1551,53327,243,1.2002,2.9707,1.3420,0.0290
1551,53327,285,1.3694,0.5442,1.3410,-0.2850
1555,53287,297,2.1459,2.6626,1.2760,0.5440
1557,53301,285,1.9697,0.3398,1.4220,0.1590
1557,53301,303,0.9069,4.0323,1.3170,-0.0610
1558,53271,170,1.6239,2.7270,1.2230,0.2640
1558,53271,329,1.3119,2.1241,1.3150,-0.1020
1558,53271,586,0.9169,2.8235,1.2400,-0.0160
1559,53271,52,1.3849,2.1155,1.2100,0.2200
1559,53271,173,1.4872,4.5044,1.2540,0.1950
1559,53271,195,0.6473,3.2847,1.1690,0.6150
1559,53271,262,0.7499,1.4054,1.4100,0.4490
1559,53271,281,1.0760,3.3150,1.2480,-0.0520
1559,53271,303,1.6642,2.1642,1.2890,0.1660
1561,53032,51,1.6795,2.6726,1.2570,-0.0210
1564,52991,626,0.8074,3.3384,1.2840,0.3190
1566,53003,302,0.9928,3.6641,1.3330,0.3990
1569,53168,354,0.9275,1.8548,1.2860,0.2790
1571,53174,462,1.3203,3.2902,1.2130,0.2310
1572,53177,390,0.9787,2.7518,1.2430,-0.0170
1572,53177,573,1.0436,1.3911,1.4390,0.0530
1573,53226,396,0.4594,1.8778,1.3540,0.7990
1573,53226,475,1.5025,3.6302,1.3260,0.2680
1573,53226,591,0.4293,1.6851,1.2750,0.4270
1574,53476,213,0.3203,2.7485,1.1870,0.3480
1576,53496,505,0.6281,1.7008,1.2960,0.3810
1580,53145,465,0.4183,2.9936,1.3290,0.3910
1582,52939,14,0.5003,3.2788,1.2930,0.2800
1584,52943,223,0.8412,3.6473,1.1600,0.2850
1587,52964,60,0.2159,2.0746,1.2550,0.4950
1587,52964,232,0.4845,3.6172,1.2030,0.1600
1590,52974,613,0.4034,1.1441,1.5400,0.1990
1593,52991,223,0.2013,1.2401,1.4710,0.5520
1593,52991,224,0.7164,1.8372,1.3710,0.5060
1593,52991,410,0.3692,2.3430,1.2150,0.2590
1594,52992,526,0.5019,2.4259,1.3230,0.3280
1595,52999,203,1.0508,1.8281,1.2240,0.4540
1595,52999,476,0.8147,2.0737,1.2080,0.3630
1597,52999,264,0.6268,0.9630,1.4720,0.2170
1598,53033,378,0.7151,2.1785,1.3270,0.2750
1598,53033,414,1.7500,1.5716,1.3410,0.3020
1599,53089,395,1.1625,0.1589,1.5040,0.2370
1599,53089,442,1.8764,2.6060,1.2730,0.4340
1600,53090,28,0.2305,0.8370,1.2550,0.1750
1600,53090,558,1.0087,2.7655,1.2150,0.4710
1601,53115,289,0.5816,1.0344,1.2860,0.5640
1601,53115,388,0.3685,1.0021,1.5240,0.2710
1601,53115,514,1.2402,2.8693,1.1860,0.2560
1607,53083,25,1.0316,2.3529,1.2010,0.1620
1609,53142,196,0.4194,1.9576,1.3430,0.4740
1611,53147,74,0.9566,3.9210,1.2290,0.2130
1613,53115,343,0.7662,1.6810,1.2870,0.5160
1615,53166,508,1.0885,1.2511,1.2500,0.6080
1616,53169,205,2.9295,4.3997,1.1010,0.5640
1616,53169,245,0.4136,2.5967,1.2270,0.0950
1618,53116,490,0.8840,2.5159,1.2420,0.6230
1618,53116,557,0.8514,2.7931,1.2150,0.2350
1620,53137,505,0.9621,3.0436,1.2550,0.3650
1622,53385,609,0.9902,2.3690,1.2550,0.2520
1623,53089,344,1.0923,2.4451,1.2130,0.3990
1623,53089,352,1.9824,2.3788,1.1720,0.2170
1624,53386,513,0.4795,1.4377,1.5940,0.1560
1626,53472,351,0.8908,2.9004,1.2280,0.3670
1626,53472,539,0.7475,8.7328,1.1990,0.1370
1627,53473,299,0.4553,0.7580,1.8160,0.3080
1627,53473,352,0.5068,1.8835,1.2870,0.1430
1627,53473,426,1.9362,8.6477,1.0640,0.6210
1627,53473,453,0.5579,3.8153,1.2630,0.2070
1627,53473,533,0.5715,1.1469,1.5820,0.1600
1642,53115,226,0.9083,1.4588,1.2890,0.3750
1644,53144,168,1.4385,3.2794,1.1640,0.3470
1644,53144,271,1.0504,2.3479,1.2740,0.2170
1644,53144,306,2.6104,0.1643,1.6640,0.3970
1648,53171,232,0.3236,1.0771,1.4070,0.4330
1648,53171,558,2.0972,3.1030,1.2120,0.2310
1651,53442,255,4.0791,16.4973,1.0170,0.2290
1652,53555,605,0.7670,3.1118,1.2380,0.1840
1653,53534,535,0.9439,1.6450,1.2360,0.2450
1653,53534,563,0.6742,2.3580,1.2320,0.2640
1653,53534,601,1.3797,2.3468,1.2040,0.4060
1656,53533,581,0.2796,1.0765,1.4330,0.1800
1659,53224,572,1.0632,3.1661,1.2380,0.3050
1667,53430,622,0.8355,2.7445,1.2500,0.5620
1668,53433,394,0.3941,1.6016,1.2520,0.3470
1668,53433,573,2.4906,2.5524,1.2000,0.3010
1669,53433,381,1.9714,2.7144,1.1750,0.5100
1671,53446,42,0.7924,2.1756,1.2990,0.2840
1671,53446,605,0.8162,0.8804,1.4350,0.4680
1672,53460,536,1.8784,2.9864,1.2320,0.1490
1673,53462,273,0.5242,3.2824,1.3310,0.3940
1674,53464,572,0.4418,1.0427,1.4060,0.2990
1679,53149,324,0.4815,1.8821,1.3090,0.1550
1680,53171,219,4.1519,5.7731,1.1920,0.2310
1680,53171,244,0.8245,2.0710,1.3470,0.1440
1681,53172,596,0.9180,0.6978,1.3270,0.6300
1683,53436,192,0.8514,0.8190,1.4090,0.2790
1683,53436,239,0.5388,1.7424,1.2710,0.2430
1683,53436,256,0.3506,0.0306,1.8210,0.0230
1683,53436,429,1.2501,2.6030,1.2360,0.3380
1684,53239,88,1.5978,3.0934,1.2080,0.4390
1684,53239,457,1.0891,1.4320,1.3430,0.3520
1685,53463,208,1.1188,1.7545,1.2250,0.6150
1686,53472,502,0.2484,2.6760,1.2630,0.2220
1687,53260,419,0.5073,0.8813,1.3450,0.2160
1689,53177,421,0.5775,1.5017,1.4060,0.0750
1691,53260,42,0.9685,2.2559,1.3070,0.5550
1691,53260,152,0.4254,1.9909,1.2540,0.4980
1692,53473,363,0.5583,3.1230,1.1840,0.4080
1696,53116,396,1.0097,0.7564,1.3320,0.6110
1698,53146,434,1.5975,1.9548,1.3900,0.3010
1701,53142,390,0.7907,2.6258,1.2600,0.4230
1706,53442,24,0.9561,3.1598,1.2300,0.0770
1708,53503,135,0.7811,1.6766,1.2990,0.2010
1708,53503,180,1.3744,3.4042,1.1870,0.2610
1708,53503,200,0.7629,3.0347,1.1870,0.3130
1708,53503,466,1.3499,3.7741,1.2110,0.2530
1709,53533,166,0.5911,1.4090,1.2120,0.3680
1710,53504,6,2.9444,4.7152,1.1390,0.3070
1710,53504,364,0.9005,1.9155,1.2850,0.3120
