plate,mjd,fiber_id,fuv_flux_obs,fuv_flux_syn,dn4000_synth,extinction
1710,53504,632,2.3847,6.2833,1.1480,0.2250
1711,53535,480,0.7186,2.3411,1.2240,0.3930
1711,53535,498,0.3132,2.1110,1.3050,0.3630
1711,53535,558,1.1188,2.5213,1.2260,0.5650
1712,53531,106,0.3559,0.7731,1.6000,0.1740
1713,53827,389,1.2104,2.9784,1.2750,0.1640
1714,53521,124,0.3594,1.8832,1.4740,0.2190
1715,54212,72,1.0568,1.8484,1.3580,0.6500
1715,54212,241,2.1788,1.1095,1.4380,0.1500
1719,53876,602,0.7621,4.1216,1.2290,0.0520
1727,53859,385,0.7087,1.5095,1.3750,0.0670
1731,53884,117,0.9180,1.5839,1.3810,0.1480
1731,53884,175,1.0777,1.3649,1.3530,0.5460
1733,53047,23,0.9477,2.9657,1.2630,0.3100
1735,53035,369,0.6528,1.9091,1.2530,0.5140
1736,53052,33,1.2052,1.7979,1.3040,0.4350
1736,53052,353,1.0384,2.2075,1.4250,0.3040
1737,53055,91,0.6699,1.2017,1.2880,0.5260
1737,53055,332,1.1428,2.2748,1.2520,0.4890
1740,53050,630,0.3277,1.9217,1.2230,0.4110
1745,53061,410,1.1830,1.8920,1.2720,0.2340
1746,53062,387,0.5836,1.7834,1.4390,0.1810
1746,53062,487,0.4112,2.7214,1.2440,0.5070
1749,53357,101,0.7074,1.6323,1.3230,0.3330
1749,53357,174,1.1996,2.2307,1.2190,0.4090
1750,53358,64,0.3065,0.8894,1.3840,0.1510
1750,53358,251,0.3577,2.9585,1.2180,0.3170
1750,53358,606,0.4413,0.0243,1.8770,0.1320
1750,53358,626,1.1203,1.6931,1.2340,0.1370
1751,53377,440,0.8141,2.5964,1.1510,0.3780
1751,53377,520,1.0505,3.2719,1.2280,0.2550
1751,53377,579,3.3283,8.2313,1.1820,0.1950
1755,53386,578,1.6161,1.7916,1.2200,0.3370
1758,53084,189,1.7982,2.1715,1.2400,0.5200
1758,53084,504,0.3990,1.9456,1.5050,0.2210
1763,53463,3,1.1870,1.1368,1.3410,0.4640
1763,53463,601,0.6352,1.1030,1.3130,0.6270
1764,53467,590,2.0082,2.9271,1.2690,0.2450
1764,53467,602,0.8743,1.6539,1.2970,0.4320
1765,53466,268,1.5279,2.6779,1.2490,0.3860
1765,53466,428,0.5957,3.2164,1.2990,0.3550
1767,53436,297,0.4624,1.2047,1.2640,0.4440
1767,53436,510,0.7417,2.2800,1.3840,0.1320
1768,53442,225,1.0543,2.3362,1.2180,0.4800
1769,53502,347,0.2912,1.8712,1.3630,0.4890
1771,53498,350,0.6678,1.2547,1.3050,0.3420
1773,53112,348,0.4803,2.3844,1.3030,0.2430
1775,53847,79,0.9776,2.8340,1.2510,0.2800
1775,53847,147,2.3524,6.7556,1.1780,0.1540
1776,53858,183,0.2686,1.1542,1.3780,0.1970
1776,53858,415,0.3709,2.4353,1.2250,0.4460
1777,53857,380,0.8262,3.2196,1.2310,0.2670
1777,53857,521,1.1497,1.9573,1.2810,0.1680
1784,54425,468,1.3452,2.2433,1.2120,0.4270
1787,54465,322,1.5586,3.7763,1.1470,0.4650
1787,54465,463,1.0358,2.6824,1.1990,0.5390
1788,54468,221,0.8968,0.4213,1.3850,0.2410
1788,54468,255,0.4056,0.9806,1.4840,0.2850
1792,54270,119,4.6955,7.4992,1.0500,0.5650
1793,53883,49,0.5994,2.4449,1.3010,0.2920
1793,53883,202,0.4983,1.9418,1.2730,0.3240
1793,53883,410,2.2322,1.9412,1.2960,0.7090
1795,54507,568,0.8530,2.5543,1.2450,0.4730
1797,54507,284,0.9292,3.3228,1.2490,0.3150
1800,53884,89,0.7181,2.4022,1.2770,0.6530
1802,53885,138,1.6026,2.0193,1.2460,0.4640
1802,53885,277,1.0340,2.7104,1.2860,0.2600
1806,53559,28,1.3422,2.2779,1.2210,0.3780
1807,54175,306,1.5418,3.5712,1.1920,0.1530
1808,54176,179,1.4822,3.1678,1.1750,0.4170
1808,54176,398,0.9815,1.6910,1.2710,0.5460
1809,53792,158,0.2971,2.6598,1.2350,0.2810
1809,53792,249,1.1219,2.3427,1.2160,0.2220
1809,53792,611,0.1065,1.2468,1.5030,-0.0190
1810,53794,63,1.1470,2.6823,1.2710,0.4350
1810,53794,147,0.7777,2.0307,1.2260,0.6070
1810,53794,494,1.5868,5.2131,1.1330,0.3830
1810,53794,583,1.1116,3.0789,1.2170,0.4620
1811,53533,227,1.0183,3.6225,1.1880,0.2250
1811,53533,243,0.7148,2.0150,1.3050,0.3650
1812,53795,639,0.3642,1.4863,1.2940,0.2700
1813,53903,202,0.7294,5.2630,1.1740,0.2350
1814,54555,166,1.1438,4.1674,1.2290,0.3280
1815,53884,266,1.3845,2.7262,1.2990,0.3020
1820,54208,495,0.8841,2.2146,1.2160,0.3350
1820,54208,549,0.7044,2.5410,1.2520,0.2960
1821,53167,268,0.6317,1.0860,1.4760,0.3770
1821,53167,293,0.6289,1.7023,1.3530,0.2640
1822,53172,35,0.3016,3.0177,1.2740,0.1620
1823,53886,616,0.8373,1.4429,1.2830,0.5740
1825,53504,101,0.2082,1.5417,1.4510,0.2020
1827,53531,114,2.4862,4.1855,1.1460,0.3990
1827,53531,330,0.6683,2.3843,1.2500,0.3180
1827,53531,551,0.6300,1.8142,1.2970,0.5380
1827,53531,620,0.1492,0.9226,1.3220,0.5270
1828,53504,7,1.0994,1.9974,1.3380,0.2660
1828,53504,208,0.4075,1.8694,1.3740,0.4960
1828,53504,500,0.5527,3.3159,1.1900,0.4830
1829,53494,125,0.8845,2.8798,1.2100,0.3170
1831,54557,635,0.4640,1.4653,1.3560,0.3940
1832,54259,431,0.9088,1.7777,1.4960,0.2920
1833,54561,335,0.2868,2.1261,1.3000,0.2490
1837,53494,165,1.0961,0.6461,1.5150,0.1890
1837,53494,425,0.7497,2.5804,1.2040,0.5020
1839,53471,276,0.9954,2.9207,1.2020,0.3340
1839,53471,405,0.3911,1.1814,1.3100,0.1360
1840,53472,511,0.1581,2.1173,1.3570,0.1000
1842,53501,237,0.1543,2.4811,1.2600,0.4850
1842,53501,242,0.2296,2.4383,1.3660,0.5690
1842,53501,581,0.8518,1.4263,1.4050,0.4490
1844,54138,286,1.2497,3.3608,1.1850,0.0990
1846,54173,452,0.8183,2.4832,1.3000,0.2370
1851,53524,462,0.2526,2.8244,1.2610,0.1910
1866,53314,217,1.0034,2.9221,1.2360,0.4190
1872,53386,239,0.8770,2.2274,1.2160,0.3590
1874,54452,522,1.3311,2.1335,1.3060,0.2140
1921,53317,42,0.5656,2.1172,1.2260,0.4240
1921,53317,221,0.4949,2.1254,1.2980,0.5580
1921,53317,281,3.8338,5.7342,1.1040,0.6200
1922,53315,530,0.5610,2.3157,1.3100,0.3860
1927,53321,594,1.0449,1.8132,1.2910,0.3800
1931,53358,278,1.1846,2.0600,1.4150,0.2990
1932,53350,37,1.4435,2.9638,1.1750,0.0970
1936,53330,351,0.7490,2.3991,1.2250,0.5070
1938,53379,133,0.2214,1.5321,1.5630,0.1510
1941,53386,7,1.2578,3.2126,1.2600,0.2600
1942,53415,599,0.6381,1.9320,1.3020,0.2380
1943,53386,90,0.3504,2.5550,1.2610,0.6670
1943,53386,285,0.4381,2.3316,1.2340,0.2770
1943,53386,391,0.2987,1.6048,1.5000,0.0450
1947,53431,328,0.8127,2.6524,1.1810,0.3070
1950,53436,112,1.1492,2.8226,1.2050,0.4460
1951,53389,444,0.9247,3.8885,1.1890,0.2190
1952,53378,556,1.7107,3.9976,1.2400,-0.4040
1953,53358,380,1.3879,2.1101,1.2030,0.4200
1955,53442,259,2.1222,3.5900,1.2300,0.2150
1957,53415,54,0.6236,0.8451,1.4820,0.2960
1957,53415,209,1.0353,1.9408,1.2010,0.6120
1971,53472,210,1.0010,1.9785,1.3060,0.1570
1972,53466,568,0.8158,1.5159,1.3270,0.2520
1973,53432,350,0.7476,1.4560,1.2440,0.5720
1973,53432,629,1.2080,2.8799,1.2430,0.3450
1974,53430,200,2.1732,4.1418,1.1300,0.3560
1974,53430,312,1.6677,2.8007,1.1850,0.1960
1974,53430,425,3.5528,6.7681,1.1100,0.1930
1975,53734,565,0.6370,1.3943,1.3390,0.4470
1979,53431,494,1.8079,3.2782,1.2120,0.1580
1982,53436,34,1.2059,2.1852,1.2020,0.3800
1982,53436,38,0.3216,3.1199,1.2130,0.2810
1982,53436,623,0.7680,2.6365,1.2670,0.2730
1983,53442,263,1.1356,3.7285,1.1990,0.3820
1985,53431,394,1.0429,1.8859,1.1870,0.5220
1987,53765,207,1.0456,2.1327,1.1890,0.5310
1990,53472,220,1.1156,3.7131,1.1720,0.2980
1990,53472,229,1.3342,3.3066,1.2590,0.1580
1990,53472,335,1.0538,2.0847,1.2090,0.5670
1991,53446,174,0.1875,2.1728,1.3310,0.2490
1994,53845,374,0.6303,1.1324,1.4700,0.3650
1994,53845,499,0.9378,2.2716,1.3040,0.3450
1994,53845,611,2.8471,4.3653,1.1730,0.2790
1995,53415,152,4.9407,6.7162,1.1120,0.3860
1999,53503,130,1.3474,2.4712,1.2770,0.3300
1999,53503,545,0.7900,2.1342,1.2310,0.3690
2000,53495,419,0.9983,1.5290,1.2380,0.2460
2002,53471,195,0.4501,0.0096,1.7410,0.1300
2003,53442,28,0.9526,0.7916,1.3830,0.0950
2004,53737,17,1.3325,2.6929,1.2350,0.0330
2004,53737,43,0.3059,1.1337,1.4710,0.2830
2004,53737,194,0.5085,0.7086,1.5500,0.1280
2006,53476,2,0.4167,4.1675,1.2450,0.1730
2006,53476,144,1.2913,2.7418,1.2490,0.3630
2008,53473,505,2.1086,5.8461,1.0590,1.0930
2010,53495,525,1.4168,4.9478,1.1540,0.2640
2011,53499,167,1.1682,2.2298,1.2920,0.4610
2012,53493,521,0.7091,2.2915,1.2210,0.3940
2017,53474,39,0.9065,2.6999,1.2590,0.3850
2017,53474,488,0.7739,3.0669,1.2710,0.4400
2021,53475,639,0.8112,1.8164,1.2100,0.7300
2022,53827,520,0.6532,0.7177,1.5800,0.0850
2023,53851,63,1.7680,1.3971,1.3840,0.4360
2024,53503,582,0.6304,2.0452,1.2270,0.4980
2025,53431,180,4.2315,7.0229,1.0730,0.4860
2025,53431,470,0.5493,2.3756,1.2930,0.4750
2026,53711,108,2.2277,3.3767,1.1760,0.3720
2027,53433,572,1.0951,0.8208,1.5050,0.1880
2028,53818,297,1.1208,2.0825,1.2030,0.4880
2028,53818,471,1.2460,2.1252,1.2480,0.2360
2029,53819,487,1.5701,3.1688,1.1790,0.2880
2030,53499,187,0.3336,1.7908,1.2300,0.2800
2030,53499,450,0.4448,3.4218,1.1980,0.2370
2031,53848,291,0.3540,0.8162,1.4860,0.3680
2032,53815,40,1.7044,3.5071,1.1720,0.4700
2035,53436,2,1.4765,0.9576,1.3290,0.4270
2035,53436,276,0.2688,1.9971,1.2540,0.3360
2036,53446,285,0.4000,1.0255,1.4890,0.3860
2036,53446,306,0.8320,2.4483,1.2620,0.2850
2037,53446,168,1.3270,3.6004,1.1640,0.2680
2080,53350,271,0.9332,2.8877,1.3020,0.2940
2083,53359,11,0.6896,1.6026,1.3140,0.4790
2085,53379,586,1.0170,3.1630,1.1590,0.3080
2087,53415,90,1.5519,2.8908,1.1990,0.1720
2088,53493,22,0.8902,2.5638,1.2300,0.2910
2089,53498,158,0.6526,2.5030,1.3690,0.2080
2089,53498,445,0.3045,1.3372,1.5590,0.2170
2089,53498,593,0.5458,1.4272,1.4510,0.3490
2092,53460,424,2.2929,3.0341,1.2300,0.3930
2095,53474,344,1.3637,4.6403,1.2160,0.1070
2097,53491,255,1.0732,3.5722,1.2200,0.3840
2097,53491,271,0.8077,3.0739,1.2940,0.2520
2097,53491,448,0.4011,1.4898,1.3150,0.4570
2097,53491,606,0.7567,2.0309,1.2590,0.2350
2098,53460,220,0.5427,0.9899,1.5190,0.1690
2099,53469,425,0.5354,0.3063,1.4960,0.2640
2102,54115,371,0.3736,1.8268,1.4400,0.3700
2103,53467,242,1.0071,3.5633,1.2180,0.1900
2104,53852,384,0.5053,1.0761,1.6270,0.1420
2106,53714,174,0.8076,2.8862,1.3000,0.2470
2106,53714,390,1.0130,1.6112,1.2550,0.5040
2107,53786,566,1.1534,5.4828,1.1790,0.2600
2108,53473,476,0.1860,0.6998,1.4630,0.0980
2109,53468,522,0.1371,1.3413,1.3440,0.5990
2109,53468,562,1.6391,3.2543,1.2560,0.4750
2110,53467,409,1.9688,5.3664,1.1200,0.5290
2110,53467,466,3.8435,10.9200,1.0520,0.2620
2111,53467,602,1.0304,3.0672,1.1780,0.3530
2112,53534,293,1.4104,3.6648,1.1550,0.3540
2115,53535,91,1.7513,4.1073,1.1370,0.6200
2115,53535,206,1.4855,3.2279,1.2090,0.3120
2115,53535,385,0.3642,5.5809,1.2780,0.1740
2116,53854,336,0.6311,2.0097,1.3180,0.7550
2117,54115,70,1.5505,4.5331,1.1910,0.1960
2118,53820,387,0.6829,1.4398,1.4640,0.2180
2118,53820,618,0.6140,1.8451,1.2850,0.3580
2119,53792,135,4.3281,11.4756,1.0430,0.3010
2119,53792,427,0.2517,2.2309,1.2650,0.4120
2121,54180,600,0.7803,1.4670,1.3440,0.3660
2122,54178,38,0.8033,3.2302,1.2240,0.1900
2122,54178,509,0.5869,2.2024,1.4040,0.2230
2122,54178,562,0.8981,1.8184,1.4160,0.1910
2123,53793,56,1.1981,2.3049,1.1930,0.2410
2123,53793,63,0.6018,2.2505,1.3300,0.3850
2123,53793,198,1.0018,2.8171,1.3450,0.4080
2123,53793,242,2.4585,5.5541,1.0780,0.7690
2123,53793,509,1.2323,3.1390,1.1660,0.2480
2126,53794,223,0.6003,4.2295,1.2940,0.2000
2127,53859,63,0.5734,2.3218,1.1710,0.5600
2127,53859,177,0.5048,2.6992,1.2460,0.1630
2127,53859,311,0.3155,0.8644,1.3750,0.0420
2128,53800,332,0.5511,1.7997,1.3520,0.0960
2128,53800,400,1.9119,2.3269,1.2440,0.3920
2129,54243,273,0.7608,1.9258,1.3010,0.4750
2130,53881,205,1.3409,2.3797,1.2980,0.2620
2130,53881,555,1.1532,2.5605,1.2440,0.3980
2132,53493,445,4.7885,7.4029,1.0760,0.2040
2133,53917,543,0.2623,1.6430,1.3590,0.3700
2133,53917,554,0.5153,2.3311,1.5310,0.1000
2134,53876,400,1.1264,2.1099,1.2830,0.2350
2134,53876,511,0.6527,1.9107,1.3670,0.1220
2137,54206,53,0.6963,2.5271,1.3000,0.4550
2138,53757,11,1.0852,3.0878,1.2560,0.2800
2138,53757,542,0.8915,2.3517,1.2440,0.4120
2138,53757,608,0.5464,2.0792,1.3780,0.4270
2140,53858,105,1.0222,2.7966,1.2540,0.1870
2141,53764,208,2.3740,4.9437,1.1240,0.2780
2142,54208,108,0.9147,2.6023,1.2450,0.4000
2142,54208,187,1.4180,2.8186,1.2700,0.4530
2142,54208,260,0.9114,3.9344,1.2550,0.0020
2143,54184,404,1.0053,2.4520,1.2260,0.2180
2144,53770,550,3.5992,10.7764,1.0480,0.4620
2148,54526,339,0.4689,1.9685,1.2470,0.5890
2148,54526,377,1.2777,2.9888,1.2250,0.3250
2149,54509,408,0.5207,0.9080,1.5350,0.1750
2151,54523,479,0.2696,2.9505,1.2060,0.4830
2154,54539,338,1.7592,5.2438,1.1680,0.3680
2154,54539,485,1.5971,2.5278,1.1830,0.6130
2155,53820,479,3.8832,14.7827,1.0230,0.3250
2155,53820,552,0.1571,2.4948,1.3100,0.2990
2156,54525,26,0.8217,1.6533,1.3110,0.3570
2156,54525,387,0.4856,2.2246,1.2040,0.6620
2157,54242,283,0.8400,2.7487,1.2530,0.0010
2157,54242,334,0.5180,0.0427,1.6070,0.0270
2157,54242,537,0.7972,1.1858,1.3200,-0.0090
2158,54209,325,0.6002,2.0339,1.2160,0.3280
2159,54328,94,0.3191,3.6809,1.2390,0.3530
2159,54328,222,1.5885,4.1033,1.1880,0.1630
2160,53885,495,0.3216,1.7393,1.3620,0.5230
2161,53878,190,1.4355,4.5206,1.1690,0.4120
2169,53556,364,0.1473,2.3725,1.2200,0.6220
2170,53875,133,0.3634,1.3158,1.5720,0.3900
2171,53557,324,4.7061,6.9632,1.0460,0.5640
2172,54230,467,1.0651,2.4222,1.2200,0.5010
2172,54230,575,1.9171,3.0520,1.2410,0.2890
2196,53534,640,0.8002,2.9045,1.2160,0.3730
2197,53555,294,0.7266,2.9247,1.2100,0.2340
2202,53566,522,0.4016,1.8981,1.3670,0.0900
2202,53566,575,1.0162,2.5195,1.2520,0.4030
2203,53915,474,0.6302,3.2287,1.2820,0.3940
2204,53877,197,1.2087,2.9649,1.1560,0.5510
2204,53877,438,0.5062,0.3089,1.4120,0.5210
2205,53793,164,1.0599,3.3418,1.2590,0.3320
2208,53880,393,0.5388,0.3092,1.3500,-0.0960
2208,53880,497,0.6433,0.1034,1.4680,-0.1330
2212,53789,461,1.5357,3.7288,1.1890,0.2440
2213,53792,25,2.0088,2.9858,1.2030,0.2060
2213,53792,418,0.4341,2.2466,1.1980,0.6460
2214,53794,441,0.4097,2.5568,1.2580,0.3400
2215,53793,19,0.7642,2.3276,1.2860,0.1170
2215,53793,174,0.7368,2.5288,1.2210,0.5730
2216,53795,167,0.7084,1.6608,1.3770,0.2140
2216,53795,446,0.2092,0.4516,1.8550,-0.0370
2219,53816,478,1.5465,1.9730,1.2470,0.3880
2219,53816,585,1.6298,3.1879,1.2640,0.1960
2220,53795,109,0.3887,3.3838,1.2380,0.3650
2224,53815,239,1.3719,3.2816,1.3000,0.1440
2225,53729,599,0.4080,0.9490,1.3450,0.3360
2227,53820,389,2.9998,13.9202,1.0290,0.2650
2228,53818,60,0.9705,2.3290,1.3840,0.1850
2228,53818,315,0.2561,1.7349,1.4310,0.3700
2229,53823,31,2.5906,6.6201,1.1790,0.2900
2229,53823,502,1.3129,2.6765,1.1680,0.4390
2230,53799,200,1.1131,2.7971,1.2250,0.4090
2230,53799,539,0.6258,2.1749,1.3740,0.3310
2231,53816,326,0.8922,0.3246,1.4900,-0.0570
2232,53827,455,0.3863,1.9809,1.3680,0.1990
2235,53847,3,1.3086,2.2544,1.3320,0.2840
2235,53847,114,5.7476,6.0455,1.1250,0.4630
2237,53828,259,3.6557,7.2162,1.1060,0.5310
2238,54205,106,1.8789,3.2554,1.2090,0.3320
2239,53726,81,0.9371,2.7659,1.2980,0.1620
2241,54169,324,0.8134,1.9296,1.2630,-0.0120
2241,54169,451,1.8342,5.5290,1.1450,0.4120
2243,53794,259,0.6703,2.6375,1.3310,0.2190
2243,53794,482,0.3222,2.9363,1.3160,0.4540
2245,54208,151,0.3010,1.7657,1.3880,0.4460
2246,53767,444,0.7990,2.8209,1.2110,0.5640
2246,53767,545,0.4088,1.8836,1.2750,0.6240
2264,53682,518,0.9830,4.4469,1.2260,0.2220
2266,53679,315,0.9277,1.0578,1.2590,0.1840
2272,53713,53,0.4671,3.7131,1.2660,0.3630
2272,53713,637,0.3689,1.1483,1.7410,0.0300
2274,53726,110,1.0853,3.8996,1.1980,0.4090
2274,53726,406,1.4726,4.1253,1.1410,0.3200
2276,53712,216,0.2858,3.8989,1.2410,0.2440
2278,53711,601,1.2385,3.0705,1.1930,0.2090
2280,53680,89,1.2123,2.7857,1.2280,0.3070
2286,53700,640,1.3674,3.6180,1.2120,0.2180
2290,53727,415,0.2103,2.5871,1.2110,0.2980
2290,53727,447,0.9080,3.3367,1.3060,0.3280
2294,53733,266,0.3343,2.9679,1.2480,0.2530
2294,53733,518,1.0496,2.6828,1.1830,0.4300
2296,53735,472,1.2824,2.2469,1.2830,0.1670
2296,53735,511,0.1910,0.9524,1.5830,-0.0080
2297,53738,358,0.7022,2.2026,1.3150,0.2530
2297,53738,610,1.6004,2.7748,1.2110,0.1310
2297,53738,628,1.3200,2.2248,1.2690,0.4120
2298,53737,114,1.3315,6.1831,1.2190,0.0800
2298,53737,582,1.3603,1.9214,1.4040,0.1420
2341,53738,418,0.4472,1.7983,1.3430,0.3110
2341,53738,450,1.2100,2.4859,1.2010,0.5110
2344,53740,18,1.5157,3.7880,1.2110,0.1570
2344,53740,328,0.5293,1.4397,1.2360,0.6710
2345,53757,634,1.0212,2.9051,1.2030,0.3620
2346,53734,367,1.1687,4.3452,1.1800,0.0500
2346,53734,450,0.8918,1.7260,1.2400,0.3080
2347,53757,501,3.1760,11.5899,1.0440,0.3320
2349,53734,210,2.6831,5.1263,1.1570,0.3380
2349,53734,324,0.6818,1.7117,1.2210,0.4770
2349,53734,411,1.1445,1.8240,1.2440,0.6820
2350,53765,145,0.7614,0.7850,1.4810,0.2380
2352,53770,566,0.2299,1.9512,1.2770,0.3190
2353,53794,428,1.5374,3.1838,1.1770,0.1920
2354,53799,506,1.3961,0.5569,1.3330,0.3380
2355,53792,18,0.5503,1.2113,1.4130,0.1380
2355,53792,109,0.9596,2.7395,1.2210,0.3410
2358,53797,361,0.7193,2.3325,1.2190,0.4550
2360,53728,35,1.4239,3.3151,1.1710,0.2890
2362,53759,125,1.1855,2.8110,1.2130,0.4610
2362,53759,153,1.3513,2.7013,1.2030,0.2020
2363,53763,38,0.3365,2.4699,1.3850,0.4500
2363,53763,567,0.9763,0.8212,1.3670,0.1680
2366,53741,394,0.3430,1.4266,1.5620,0.2590
2367,53763,71,0.4585,2.6702,1.2350,0.1600
2367,53763,475,3.0412,8.2627,1.1980,0.1970
2419,54139,458,1.3337,5.1316,1.1930,0.2070
2419,54139,528,0.7537,1.2882,1.3920,0.3640
2422,54096,521,0.2344,2.9305,1.2370,0.5070
2423,54149,189,1.2129,3.3850,1.1830,0.4610
2423,54149,450,0.5995,2.0120,1.3230,0.6630
2424,54448,411,0.5225,0.9705,1.6040,0.1640
2425,54139,162,0.7765,5.7946,1.1700,0.4180
2429,53799,48,0.8299,2.2664,1.1980,0.6340
2429,53799,468,0.1616,2.3970,1.3970,0.2430
2430,53815,51,1.3915,2.7672,1.2440,0.3090
2430,53815,257,0.3589,1.5452,1.5840,0.1630
2431,53818,146,0.5196,3.8155,1.2000,0.4590
2431,53818,572,2.5112,6.1573,1.2110,0.2990
2433,53820,634,0.9149,0.0222,1.6700,0.1220
2434,53826,241,0.6214,1.3201,1.3380,0.7430
2434,53826,635,0.7752,2.6124,1.2120,0.2780
2435,53828,420,0.2472,1.3737,1.3620,0.2210
2435,53828,474,0.3663,1.8539,1.4030,0.5190
2436,54054,350,0.6104,1.2331,1.3170,0.4230
2437,53848,385,2.6653,8.0960,1.0830,0.1630
2439,53795,306,0.4737,2.1946,1.2410,0.3970
2440,53818,527,0.7758,1.7554,1.4350,0.2160
2440,53818,602,0.6705,2.0464,1.2890,0.4240
2477,54058,106,0.1768,2.5113,1.3310,0.2480
2477,54058,329,0.8079,1.0542,1.3590,0.1940
2478,54097,191,0.7660,1.9394,1.4990,0.1660
2479,54174,187,0.8165,4.0844,1.2410,0.2200
2481,54086,143,0.3804,0.9552,1.6230,0.3030
2481,54086,154,1.1091,3.7427,1.2950,0.2970
2481,54086,264,0.3131,0.5379,1.7840,0.0550
2481,54086,383,0.4442,1.2755,1.4310,0.4080
2481,54086,490,1.3153,1.8578,1.5020,0.2060
2482,54175,434,1.1458,2.5057,1.2420,0.5520
2483,53852,87,0.8079,1.8277,1.4490,0.0680
2483,53852,325,0.5550,1.7927,1.2210,0.4020
2483,53852,572,2.6322,4.5325,1.1030,0.4030
2484,54144,402,0.7315,1.7957,1.2290,0.6060
2485,54176,23,1.2595,3.4943,1.1790,0.1360
2485,54176,405,0.3834,3.3209,1.2250,0.1170
2485,54176,458,1.8267,2.8748,1.1610,0.5680
2485,54176,461,0.1081,0.9513,1.4490,0.0510
2485,54176,478,1.3164,4.2405,1.1780,0.2330
2487,53852,107,1.0407,2.0564,1.4310,0.2340
2488,54149,66,1.4060,2.7465,1.2250,0.3180
2494,54174,19,1.1145,2.5447,1.2110,0.2780
2494,54174,176,0.9696,2.1608,1.2180,0.6440
2495,54175,566,0.7410,2.8852,1.4080,0.2710
2495,54175,609,1.7431,2.2895,1.2020,0.3140
2496,54178,73,0.5217,2.2667,1.2290,0.5950
2496,54178,194,0.2184,2.6148,1.2260,0.5310
2498,54169,123,0.3480,3.0898,1.3950,0.1980
2499,54176,95,0.5839,2.9282,1.3530,0.2430
2499,54176,503,0.8494,3.3994,1.2100,0.1690
2501,54084,121,1.8772,4.1591,1.1970,0.2060
2504,54179,502,0.5098,3.1071,1.2010,0.3960
2508,53875,23,0.9826,3.3544,1.2140,0.3850
2508,53875,331,0.9071,3.0370,1.1740,0.2280
2510,53877,254,0.4665,2.7072,1.2720,0.5000
2511,53882,156,1.2053,3.5554,1.1650,0.2790
2511,53882,202,0.4650,2.6101,1.4020,0.3990
2511,53882,409,0.3551,2.6548,1.2400,0.3860
2513,54141,332,0.2140,2.6685,1.3030,0.0970
2514,53882,510,0.3985,2.7127,1.2620,0.4250
2516,54240,91,0.9045,3.4607,1.2920,0.1520
2517,54567,382,0.9999,2.0816,1.3370,0.6540
2519,54570,232,1.8728,5.4874,1.1230,0.1400
2520,54584,322,0.2749,0.6943,1.3480,0.1740
2521,54538,638,0.4673,0.9125,1.3340,0.1130
2523,54572,241,0.9780,2.3802,1.1910,0.2610
2523,54572,560,0.5218,2.5283,1.2320,0.2380
2525,54569,463,0.5759,1.3511,1.5340,0.1270
2528,54571,219,0.7520,1.1393,1.4590,0.4390
2530,53881,72,1.3990,2.5418,1.2570,0.3030
2532,54589,224,1.4650,3.3274,1.2760,0.1690
2570,54081,116,1.2285,3.1339,1.2350,0.3720
2571,54055,102,0.6097,3.1433,1.2390,0.2110
2572,54056,156,0.4701,1.3595,1.5600,0.2060
2575,54085,323,1.1232,2.2115,1.2080,0.0800
2581,54085,23,1.2730,3.4798,1.1730,0.3690
2583,54095,99,1.0361,3.2462,1.2610,0.1350
2583,54095,563,0.3781,1.9140,1.2860,0.2120
2583,54095,576,0.6208,2.3730,1.2750,0.1840
2584,54153,458,0.5980,3.0570,1.4000,0.1170
2584,54153,545,0.2974,2.9049,1.2120,0.4700
2587,54138,128,1.2463,2.2696,1.4350,0.2740
2587,54138,630,1.0427,1.9732,1.2410,0.4300
2588,54174,340,1.0874,2.7666,1.2000,0.3230
2588,54174,457,1.3877,3.9989,1.1760,0.4180
2591,54140,593,1.2148,2.1283,1.2550,0.3160
2592,54178,350,0.7205,1.1953,1.2590,0.4910
2593,54175,572,2.4296,1.4965,1.2340,0.5310
2595,54207,408,0.7619,2.0865,1.2550,0.4540
2595,54207,410,1.2495,2.5741,1.2300,0.2500
2596,54207,527,0.5932,1.0090,1.3670,0.4710
2599,54234,77,0.4701,2.2296,1.5190,0.1250
2600,54243,429,0.3416,0.8007,1.8880,0.0030
2601,54144,311,1.0870,1.9193,1.2700,0.2560
2601,54144,397,0.2491,0.9277,1.6650,0.1580
2602,54149,298,0.6538,1.9346,1.3410,0.1730
2602,54149,621,0.9137,1.8976,1.2560,0.1560
2603,54479,243,2.0920,3.7449,1.1810,0.4020
2604,54484,471,0.2774,3.4672,1.2520,0.2630
2604,54484,493,0.6897,2.5076,1.2020,0.5470
2605,54484,94,0.5960,2.5034,1.3310,0.2920
2605,54484,146,1.4901,4.7866,1.1740,0.1420
2606,54154,302,0.4540,1.1804,1.2970,0.0630
2606,54154,591,1.0230,2.1620,1.2660,0.2530
2608,54474,105,0.8739,1.4669,1.4930,0.2170
2610,54476,590,0.9158,2.5091,1.2460,0.5020
2611,54477,54,0.6390,2.4135,1.2640,0.2080
2611,54477,171,1.3676,2.6544,1.2520,0.4430
2611,54477,273,1.0272,1.8031,1.2780,0.3590
2611,54477,399,1.8524,2.9539,1.2040,0.3170
2613,54481,43,0.4031,0.6725,1.4680,0.0990
2613,54481,109,1.0362,2.3805,1.2450,0.3580
