plate,mjd,fiber_id,fuv_flux_obs,fuv_flux_syn,dn4000_synth,extinction,H_alpha,EW_H_alpha,H_beta,OIII,NII
1764,53467,602,0.8743,1.6539,1.2970,0.4320,666.3600,33.9690,158.3700,59.7290,261.3390
1765,53466,268,1.5279,2.6779,1.2490,0.3860,801.9530,32.1410,177.9930,42.3470,272.8630
1765,53466,428,0.5957,3.2164,1.2990,0.3550,576.2870,30.4710,132.5120,32.0400,223.8010
1767,53436,297,0.4624,1.2047,1.2640,0.4440,664.8940,36.7860,144.8930,70.4560,207.1960
1767,53436,510,0.7417,2.2800,1.3840,0.1320,222.5830,13.9830,70.4430,81.8510,77.0220
1768,53442,225,1.0543,2.3362,1.2180,0.4800,662.4380,41.0370,169.4150,108.4670,195.7210
1769,53502,347,0.2912,1.8712,1.3630,0.4890,623.9820,22.7700,148.7040,46.7920,292.7800
1771,53498,350,0.6678,1.2547,1.3050,0.3420,496.3770,30.1540,107.4260,77.8990,137.4110
1773,53112,348,0.4803,2.3844,1.3030,0.2430,1175.4200,49.1280,319.3220,208.7940,422.7540
1775,53847,79,0.9776,2.8340,1.2510,0.2800,1488.4800,51.9220,339.6970,168.7380,496.2510
1775,53847,147,2.3524,6.7556,1.1780,0.1540,2075.0640,212.9770,578.8810,1451.1390,313.0010
1776,53858,183,0.2686,1.1542,1.3780,0.1970,293.7820,22.1070,72.0750,38.9480,96.5550
1776,53858,415,0.3709,2.4353,1.2250,0.4460,1173.9690,53.8650,279.5790,99.5920,460.8290
1777,53857,380,0.8262,3.2196,1.2310,0.2670,1653.5190,65.1510,448.1470,307.8080,583.0630
1777,53857,521,1.1497,1.9573,1.2810,0.1680,402.6830,26.4340,114.9680,77.9870,120.4870
1784,54425,468,1.3452,2.2433,1.2120,0.4270,712.5550,38.4510,197.5150,296.8280,145.9890
1787,54465,322,1.5586,3.7763,1.1470,0.4650,790.6260,46.6340,238.6200,237.4550,196.8930
1787,54465,463,1.0358,2.6824,1.1990,0.5390,727.1190,41.4600,178.6070,138.2400,200.5480
1788,54468,221,0.8968,0.4213,1.3850,0.2410,689.4830,26.8420,166.6590,121.8140,298.7590
1788,54468,255,0.4056,0.9806,1.4840,0.2850,372.5360,14.0940,92.1390,50.9020,202.2720
1792,54270,119,4.6955,7.4992,1.0500,0.5650,3754.9820,310.6550,1189.3830,5936.4550,107.1300
1793,53883,49,0.5994,2.4449,1.3010,0.2920,657.2460,28.5950,159.7760,45.1910,254.1040
1793,53883,202,0.4983,1.9418,1.2730,0.3240,652.3290,29.8890,153.0120,90.8080,200.2810
1793,53883,410,2.2322,1.9412,1.2960,0.7090,886.3620,35.4090,162.3100,35.9050,345.7620
1795,54507,568,0.8530,2.5543,1.2450,0.4730,852.7310,38.7760,207.1690,53.5740,313.1260
1797,54507,284,0.9292,3.3228,1.2490,0.3150,877.9300,49.5550,222.5350,67.2030,321.1940
1800,53884,89,0.7181,2.4022,1.2770,0.6530,1147.4440,49.9490,256.6810,182.3870,385.7950
1802,53885,138,1.6026,2.0193,1.2460,0.4640,772.9860,40.7580,197.8770,118.3000,200.5060
1802,53885,277,1.0340,2.7104,1.2860,0.2600,1471.9030,31.3030,366.7150,557.7890,717.5190
1806,53559,28,1.3422,2.2779,1.2210,0.3780,1599.5070,56.5510,342.4210,125.3170,559.5260
1807,54175,306,1.5418,3.5712,1.1920,0.1530,1608.4950,60.8510,495.2870,540.5240,350.0480
1808,54176,179,1.4822,3.1678,1.1750,0.4170,658.8890,48.1700,193.3620,401.7410,92.3470
1808,54176,398,0.9815,1.6910,1.2710,0.5460,708.0550,37.2200,152.0210,43.4650,263.8050
1809,53792,158,0.2971,2.6598,1.2350,0.2810,557.5270,35.8280,138.8270,67.9470,211.8410
1809,53792,249,1.1219,2.3427,1.2160,0.2220,1493.2950,52.5690,415.2870,605.8860,352.1450
1809,53792,611,0.1065,1.2468,1.5030,-0.0190,6.5340,0.1290,-999.0000,9.9820,-994.0000
1810,53794,63,1.1470,2.6823,1.2710,0.4350,496.3650,34.8430,142.0980,98.4390,126.9380
1810,53794,147,0.7777,2.0307,1.2260,0.6070,831.4930,36.2170,207.4090,120.6420,258.4450
1810,53794,494,1.5868,5.2131,1.1330,0.3830,2053.1250,130.4100,587.7850,942.9690,342.5800
1810,53794,583,1.1116,3.0789,1.2170,0.4620,772.8740,42.4210,194.7080,44.2650,265.0500
1811,53533,227,1.0183,3.6225,1.1880,0.2250,1313.8340,56.8050,360.0350,305.4260,381.2290
1811,53533,243,0.7148,2.0150,1.3050,0.3650,750.6160,32.5470,181.1090,63.5950,266.2800
1812,53795,639,0.3642,1.4863,1.2940,0.2700,913.5600,37.7470,201.1490,62.4230,358.2270
1813,53903,202,0.7294,5.2630,1.1740,0.2350,773.1560,42.6750,211.7320,80.4590,325.1050
1814,54555,166,1.1438,4.1674,1.2290,0.3280,519.1100,37.7570,146.4260,145.2800,126.4050
1815,53884,266,1.3845,2.7262,1.2990,0.3020,428.8800,25.2780,106.3100,70.2920,194.3450
1820,54208,495,0.8841,2.2146,1.2160,0.3350,826.8600,40.5750,196.8140,63.5760,259.3700
1820,54208,549,0.7044,2.5410,1.2520,0.2960,592.4250,31.4690,154.1860,57.0510,205.5310
1821,53167,268,0.6317,1.0860,1.4760,0.3770,261.0790,13.5610,63.0740,17.8070,125.4030
1821,53167,293,0.6289,1.7023,1.3530,0.2640,1022.5310,29.7400,268.5060,68.1400,433.6280
1822,53172,35,0.3016,3.0177,1.2740,0.1620,533.7490,29.7160,129.4290,26.9080,184.6790
1823,53886,616,0.8373,1.4429,1.2830,0.5740,564.9880,30.1280,129.1950,34.4780,196.3070
1825,53504,101,0.2082,1.5417,1.4510,0.2020,142.8900,9.6510,39.9870,15.0020,58.8870
1827,53531,114,2.4862,4.1855,1.1460,0.3990,1241.6480,107.0230,389.5910,1230.9590,130.7380
1827,53531,330,0.6683,2.3843,1.2500,0.3180,1607.7830,45.4820,395.7350,119.7630,617.7210
1827,53531,551,0.6300,1.8142,1.2970,0.5380,673.6840,30.2110,137.8900,27.2080,253.0100
1827,53531,620,0.1492,0.9226,1.3220,0.5270,477.6320,24.8710,114.4040,39.5810,176.7090
1828,53504,7,1.0994,1.9974,1.3380,0.2660,487.6570,28.4510,113.6140,55.3640,185.8870
1828,53504,208,0.4075,1.8694,1.3740,0.4960,306.1050,13.1640,76.2370,25.8790,163.3520
1828,53504,500,0.5527,3.3159,1.1900,0.4830,609.4290,39.3020,175.9020,154.6390,134.9710
1829,53494,125,0.8845,2.8798,1.2100,0.3170,905.3500,33.4320,231.2880,123.3080,334.8650
1831,54557,635,0.4640,1.4653,1.3560,0.3940,395.5310,22.4940,92.3840,36.0980,134.6350
1832,54259,431,0.9088,1.7777,1.4960,0.2920,201.5900,12.3440,53.2920,334.1820,76.1060
1833,54561,335,0.2868,2.1261,1.3000,0.2490,886.1730,28.8550,216.1830,41.0630,355.1170
1837,53494,165,1.0961,0.6461,1.5150,0.1890,183.2580,8.9660,38.4830,22.5440,96.6020
1837,53494,425,0.7497,2.5804,1.2040,0.5020,2249.7910,74.6040,550.4200,237.9860,777.9020
1839,53471,276,0.9954,2.9207,1.2020,0.3340,1249.7360,41.9990,328.1140,243.4050,379.5910
1839,53471,405,0.3911,1.1814,1.3100,0.1360,721.5740,32.9260,159.9130,44.4900,251.4960
1840,53472,511,0.1581,2.1173,1.3570,0.1000,271.5770,17.4000,67.9100,20.3230,97.2930
1842,53501,237,0.1543,2.4811,1.2600,0.4850,568.7420,30.7960,112.8840,23.5540,205.6660
1842,53501,242,0.2296,2.4383,1.3660,0.5690,157.1650,10.3360,32.0880,2.8560,66.3950
1842,53501,581,0.8518,1.4263,1.4050,0.4490,322.1790,16.2370,76.4680,35.7040,168.0130
1844,54138,286,1.2497,3.3608,1.1850,0.0990,1680.9670,48.4760,452.7510,599.2900,402.2150
1846,54173,452,0.8183,2.4832,1.3000,0.2370,279.5480,19.4080,71.7680,25.1040,99.9290
1851,53524,462,0.2526,2.8244,1.2610,0.1910,281.9710,22.9450,70.5390,31.2340,87.1320
1866,53314,217,1.0034,2.9221,1.2360,0.4190,1049.0530,51.5870,242.8080,104.0720,395.1130
1872,53386,239,0.8770,2.2274,1.2160,0.3590,696.0850,42.3770,190.5590,160.0840,166.8770
1874,54452,522,1.3311,2.1335,1.3060,0.2140,562.8660,31.0760,142.1180,39.5880,202.6820
1921,53317,42,0.5656,2.1172,1.2260,0.4240,2593.3030,68.0330,601.0900,608.8430,979.3670
1921,53317,221,0.4949,2.1254,1.2980,0.5580,534.2350,26.0500,115.0740,25.5410,192.6890
1921,53317,281,3.8338,5.7342,1.1040,0.6200,1869.5180,259.3460,579.3150,2794.2900,126.2590
1922,53315,530,0.5610,2.3157,1.3100,0.3860,769.7620,36.8940,170.6360,32.6740,267.2350
1927,53321,594,1.0449,1.8132,1.2910,0.3800,712.1140,26.4150,173.3700,59.4680,293.2590
1931,53358,278,1.1846,2.0600,1.4150,0.2990,190.2740,9.8390,58.7330,34.5540,91.9520
1932,53350,37,1.4435,2.9638,1.1750,0.0970,1564.6750,67.5940,432.3950,481.0650,373.8690
1936,53330,351,0.7490,2.3991,1.2250,0.5070,941.0840,39.1000,229.2190,84.4730,357.3130
1938,53379,133,0.2214,1.5321,1.5630,0.1510,85.8340,3.3280,20.5270,7.3120,65.3250
1941,53386,7,1.2578,3.2126,1.2600,0.2600,912.9460,37.0660,259.0620,93.9660,396.7250
1942,53415,599,0.6381,1.9320,1.3020,0.2380,259.9580,10.8880,72.8430,49.8510,122.9910
1943,53386,90,0.3504,2.5550,1.2610,0.6670,821.9070,29.0930,153.5340,23.8580,264.2100
1943,53386,285,0.4381,2.3316,1.2340,0.2770,475.3090,32.8590,128.3320,97.5670,131.6410
1943,53386,391,0.2987,1.6048,1.5000,0.0450,214.7030,9.3390,73.1210,83.9020,77.8680
1947,53431,328,0.8127,2.6524,1.1810,0.3070,773.9340,63.5230,199.3340,209.4950,169.9760
1950,53436,112,1.1492,2.8226,1.2050,0.4460,2130.5070,60.6300,512.0140,502.0320,620.4940
1951,53389,444,0.9247,3.8885,1.1890,0.2190,1413.6280,78.7310,454.8910,1507.0440,155.9970
1952,53378,556,1.7107,3.9976,1.2400,-0.4040,122.4580,48.6070,41.6070,95.6500,10.6940
1953,53358,380,1.3879,2.1101,1.2030,0.4200,1056.4800,52.4860,289.8440,344.5590,221.1930
1955,53442,259,2.1222,3.5900,1.2300,0.2150,432.6660,30.8880,133.0160,133.4490,100.9810
1957,53415,54,0.6236,0.8451,1.4820,0.2960,294.2390,11.5510,74.4920,54.6240,122.7980
1957,53415,209,1.0353,1.9408,1.2010,0.6120,1696.1810,72.6100,403.8010,367.2020,481.8210
1971,53472,210,1.0010,1.9785,1.3060,0.1570,665.2830,35.6360,185.5240,102.0070,239.2300
1972,53466,568,0.8158,1.5159,1.3270,0.2520,310.3650,20.1190,82.3850,32.2890,113.4630
1973,53432,350,0.7476,1.4560,1.2440,0.5720,756.9050,37.1810,171.2070,80.1780,249.3020
1973,53432,629,1.2080,2.8799,1.2430,0.3450,753.4020,34.1380,205.0600,77.0050,266.2140
1974,53430,200,2.1732,4.1418,1.1300,0.3560,1978.8030,160.6990,543.0430,2235.1700,111.3920
1974,53430,312,1.6677,2.8007,1.1850,0.1960,1654.7980,75.1920,416.6530,555.1740,345.6840
1974,53430,425,3.5528,6.7681,1.1100,0.1930,1656.1070,293.2330,579.5650,3172.6350,60.3960
1975,53734,565,0.6370,1.3943,1.3390,0.4470,500.9300,27.6340,100.3940,18.2450,168.8270
1979,53431,494,1.8079,3.2782,1.2120,0.1580,1057.0010,52.2690,318.6360,274.1710,256.5360
1982,53436,34,1.2059,2.1852,1.2020,0.3800,1202.0860,48.4600,277.3850,135.3390,418.0270
1982,53436,38,0.3216,3.1199,1.2130,0.2810,694.0440,44.6510,197.7310,128.5790,214.0850
1982,53436,623,0.7680,2.6365,1.2670,0.2730,597.1860,35.6140,175.5620,75.7290,226.0480
1983,53442,263,1.1356,3.7285,1.1990,0.3820,1888.3060,78.9710,466.7660,569.7950,490.8460
1985,53431,394,1.0429,1.8859,1.1870,0.5220,509.4800,31.9660,146.1810,273.9650,91.2840
1987,53765,207,1.0456,2.1327,1.1890,0.5310,1300.8370,64.1790,312.1840,177.3950,403.3450
1990,53472,220,1.1156,3.7131,1.1720,0.2980,1152.2470,69.6400,317.3110,157.2430,333.2360
1990,53472,229,1.3342,3.3066,1.2590,0.1580,541.9470,26.6810,151.5520,87.5650,193.8100
1990,53472,335,1.0538,2.0847,1.2090,0.5670,2129.8350,81.0720,579.2940,1178.6400,361.5430
1991,53446,174,0.1875,2.1728,1.3310,0.2490,349.8060,23.1730,88.9170,45.4580,116.5010
1994,53845,374,0.6303,1.1324,1.4700,0.3650,451.1070,13.4300,74.8280,23.6180,201.7420
1994,53845,499,0.9378,2.2716,1.3040,0.3450,1046.7880,34.9130,278.9900,153.0440,368.7260
1994,53845,611,2.8471,4.3653,1.1730,0.2790,1798.9800,212.0590,514.0540,1699.2110,199.8490
1995,53415,152,4.9407,6.7162,1.1120,0.3860,1277.8530,179.7200,394.9170,1560.0210,107.5360
1999,53503,130,1.3474,2.4712,1.2770,0.3300,517.4660,30.1930,140.3870,72.3520,168.5930
1999,53503,545,0.7900,2.1342,1.2310,0.3690,1606.2130,71.5180,378.7560,347.6140,488.1120
2000,53495,419,0.9983,1.5290,1.2380,0.2460,346.7440,21.7590,98.5590,175.7440,55.6090
2002,53471,195,0.4501,0.0096,1.7410,0.1300,37.9870,1.6470,7.5490,18.1010,15.8250
2003,53442,28,0.9526,0.7916,1.3830,0.0950,559.7360,18.7230,136.4320,59.4620,184.2100
2004,53737,17,1.3325,2.6929,1.2350,0.0330,1084.6190,46.7350,301.0080,260.9600,288.7930
2004,53737,43,0.3059,1.1337,1.4710,0.2830,339.3270,18.2040,73.6660,70.0900,152.4070
2004,53737,194,0.5085,0.7086,1.5500,0.1280,264.6140,5.9040,71.2660,64.0280,187.6280
2006,53476,2,0.4167,4.1675,1.2450,0.1730,515.7590,35.5860,147.0080,110.6590,139.9270
2006,53476,144,1.2913,2.7418,1.2490,0.3630,1013.1250,55.3480,235.9430,153.3680,343.0780
2008,53473,505,2.1086,5.8461,1.0590,1.0930,4853.8260,963.4660,1535.9430,10476.5990,301.4390
2010,53495,525,1.4168,4.9478,1.1540,0.2640,1759.9280,158.5250,541.4000,1977.5520,126.6620
2011,53499,167,1.1682,2.2298,1.2920,0.4610,807.7450,34.4770,202.3480,169.5370,330.0160
2012,53493,521,0.7091,2.2915,1.2210,0.3940,1505.0080,62.8440,350.7090,129.2260,549.3770
2017,53474,39,0.9065,2.6999,1.2590,0.3850,685.2300,30.0270,163.3740,41.1810,237.4610
2017,53474,488,0.7739,3.0669,1.2710,0.4400,551.7130,30.9540,144.2060,38.4200,196.4920
2021,53475,639,0.8112,1.8164,1.2100,0.7300,1457.3530,70.0030,297.9360,179.4620,423.6150
2022,53827,520,0.6532,0.7177,1.5800,0.0850,106.4490,6.4740,29.7790,33.7180,50.6070
2023,53851,63,1.7680,1.3971,1.3840,0.4360,371.7360,19.3300,85.8360,96.5230,105.6530
2024,53503,582,0.6304,2.0452,1.2270,0.4980,1727.8790,62.4510,442.6020,334.8810,509.5470
2025,53431,180,4.2315,7.0229,1.0730,0.4860,1575.9670,217.0850,518.7600,2625.5800,64.9640
2025,53431,470,0.5493,2.3756,1.2930,0.4750,597.7500,30.3100,126.3070,37.6770,299.1380
2026,53711,108,2.2277,3.3767,1.1760,0.3720,1333.3590,74.9510,370.2370,447.7520,250.4000
2027,53433,572,1.0951,0.8208,1.5050,0.1880,202.3310,7.7370,52.8500,13.8780,91.0620
2028,53818,297,1.1208,2.0825,1.2030,0.4880,1287.2170,60.8060,320.1570,271.8560,368.4560
2028,53818,471,1.2460,2.1252,1.2480,0.2360,569.5700,32.2280,173.0610,65.7760,203.1600
2029,53819,487,1.5701,3.1688,1.1790,0.2880,3095.8330,90.7810,787.5770,853.8230,983.2860
2030,53499,187,0.3336,1.7908,1.2300,0.2800,661.1210,20.7950,149.7800,158.1980,266.5750
2030,53499,450,0.4448,3.4218,1.1980,0.2370,780.0000,44.0410,247.1850,217.7810,200.0440
2031,53848,291,0.3540,0.8162,1.4860,0.3680,411.2610,21.7430,83.4200,65.0580,160.8750
2032,53815,40,1.7044,3.5071,1.1720,0.4700,1482.9670,60.0780,421.0830,507.9110,328.4410
2035,53436,2,1.4765,0.9576,1.3290,0.4270,501.3810,30.1770,136.8590,33.7050,187.4330
2035,53436,276,0.2688,1.9971,1.2540,0.3360,590.5810,40.0560,136.5730,31.6660,189.9290
2036,53446,285,0.4000,1.0255,1.4890,0.3860,182.5890,7.9640,47.9860,13.9720,78.2540
2036,53446,306,0.8320,2.4483,1.2620,0.2850,793.4160,43.0410,178.8240,43.2960,279.9040
2037,53446,168,1.3270,3.6004,1.1640,0.2680,1045.2480,66.6760,290.7230,398.4650,210.4110
2080,53350,271,0.9332,2.8877,1.3020,0.2940,743.6760,27.9250,197.5040,179.9020,253.6090
2083,53359,11,0.6896,1.6026,1.3140,0.4790,832.0420,43.6250,162.0110,49.5780,351.4180
2085,53379,586,1.0170,3.1630,1.1590,0.3080,3114.8240,97.6600,836.4790,1365.1090,720.3790
2087,53415,90,1.5519,2.8908,1.1990,0.1720,770.2760,49.9600,215.2570,227.6160,192.4360
2088,53493,22,0.8902,2.5638,1.2300,0.2910,930.2020,43.2930,242.8710,92.3200,337.7920
2089,53498,158,0.6526,2.5030,1.3690,0.2080,234.8630,11.9350,62.0290,37.5950,116.7780
2089,53498,445,0.3045,1.3372,1.5590,0.2170,201.0380,7.7700,49.8630,44.6210,110.4550
2089,53498,593,0.5458,1.4272,1.4510,0.3490,423.6880,19.4210,105.3610,91.0000,143.0200
2092,53460,424,2.2929,3.0341,1.2300,0.3930,483.7480,34.9240,137.4260,148.1150,106.4190
2095,53474,344,1.3637,4.6403,1.2160,0.1070,1201.6530,72.8570,345.3580,730.8540,180.4390
2097,53491,255,1.0732,3.5722,1.2200,0.3840,1310.3720,59.5090,349.5100,273.5610,459.5560
2097,53491,271,0.8077,3.0739,1.2940,0.2520,727.0610,41.3940,201.5470,291.0390,232.6140
2097,53491,448,0.4011,1.4898,1.3150,0.4570,374.9910,23.2800,80.0020,19.2640,127.2590
2097,53491,606,0.7567,2.0309,1.2590,0.2350,588.2470,33.4610,148.1820,65.6840,183.2660
2098,53460,220,0.5427,0.9899,1.5190,0.1690,125.8660,6.8490,30.1040,35.6120,58.8350
2099,53469,425,0.5354,0.3063,1.4960,0.2640,131.5870,6.5250,32.4220,52.0110,46.5050
2102,54115,371,0.3736,1.8268,1.4400,0.3700,194.9980,8.8000,50.6160,103.2840,72.4730
2103,53467,242,1.0071,3.5633,1.2180,0.1900,1288.9770,72.8780,322.7840,357.9280,276.7260
2104,53852,384,0.5053,1.0761,1.6270,0.1420,68.7670,2.2360,13.8180,37.7740,38.5380
2106,53714,174,0.8076,2.8862,1.3000,0.2470,-999.0000,-999.0000,179.4190,110.3500,-999.0000
2106,53714,390,1.0130,1.6112,1.2550,0.5040,713.7580,44.1970,173.1060,153.6370,197.8640
2107,53786,566,1.1534,5.4828,1.1790,0.2600,1965.0550,182.3600,494.5790,559.8030,584.2910
2108,53473,476,0.1860,0.6998,1.4630,0.0980,26.2710,0.5940,8.7430,49.2000,54.5020
2109,53468,522,0.1371,1.3413,1.3440,0.5990,433.1600,27.0040,99.9070,31.6770,163.3720
2109,53468,562,1.6391,3.2543,1.2560,0.4750,1813.0870,82.2860,486.6350,490.8180,441.6410
2110,53467,409,1.9688,5.3664,1.1200,0.5290,2987.3810,199.9920,813.0800,1941.9550,449.0320
2110,53467,466,3.8435,10.9200,1.0520,0.2620,3643.1850,407.4720,1181.7640,6535.8420,118.6250
2111,53467,602,1.0304,3.0672,1.1780,0.3530,1260.9050,70.4090,332.3360,276.6130,339.8440
2112,53534,293,1.4104,3.6648,1.1550,0.3540,2910.1970,94.2530,814.9370,1289.9610,737.3700
2115,53535,91,1.7513,4.1073,1.1370,0.6200,655.7580,63.7800,217.4930,400.0470,113.1790
2115,53535,206,1.4855,3.2279,1.2090,0.3120,979.1460,51.1860,280.9200,523.3990,218.8960
2115,53535,385,0.3642,5.5809,1.2780,0.1740,453.7910,24.7970,129.4750,148.2770,185.1200
2116,53854,336,0.6311,2.0097,1.3180,0.7550,681.4930,33.6440,131.1220,34.9130,246.3440
2117,54115,70,1.5505,4.5331,1.1910,0.1960,772.8720,54.0500,223.2670,200.9240,192.2090
2118,53820,387,0.6829,1.4398,1.4640,0.2180,325.3000,12.3330,77.6170,360.0420,192.8230
2118,53820,618,0.6140,1.8451,1.2850,0.3580,602.6040,33.0180,132.4270,39.3760,191.2730
2119,53792,135,4.3281,11.4756,1.0430,0.3010,2121.3600,285.6480,630.9470,3335.5510,101.2790
2119,53792,427,0.2517,2.2309,1.2650,0.4120,264.6500,20.5570,74.7570,47.9250,76.3200
2121,54180,600,0.7803,1.4670,1.3440,0.3660,446.2410,29.9440,102.8940,28.4670,168.8830
2122,54178,38,0.8033,3.2302,1.2240,0.1900,1430.3730,65.3120,368.4140,346.1100,626.2450
2122,54178,509,0.5869,2.2024,1.4040,0.2230,212.7000,12.9910,52.5660,11.8040,76.7280
2122,54178,562,0.8981,1.8184,1.4160,0.1910,316.9000,13.4470,86.9030,48.1020,140.3360
2123,53793,56,1.1981,2.3049,1.1930,0.2410,1709.8980,53.7220,420.6260,312.0730,503.8150
2123,53793,63,0.6018,2.2505,1.3300,0.3850,676.0330,32.0580,153.0300,40.4170,300.1880
2123,53793,198,1.0018,2.8171,1.3450,0.4080,356.8640,16.5270,95.3470,98.2020,122.2670
2123,53793,242,2.4585,5.5541,1.0780,0.7690,1708.9920,244.8230,525.3540,1909.2310,115.6430
2123,53793,509,1.2323,3.1390,1.1660,0.2480,2070.1810,71.1660,504.9210,372.7380,561.6950
2126,53794,223,0.6003,4.2295,1.2940,0.2000,312.0200,21.9620,83.7300,49.6280,101.0380
2127,53859,63,0.5734,2.3218,1.1710,0.5600,1598.2230,48.3410,366.8840,614.5490,344.6090
2127,53859,177,0.5048,2.6992,1.2460,0.1630,470.4790,27.6480,143.8410,203.7940,95.6180
2127,53859,311,0.3155,0.8644,1.3750,0.0420,238.0570,6.5390,52.1710,224.7630,169.1760
2128,53800,332,0.5511,1.7997,1.3520,0.0960,504.1260,26.1240,126.5190,54.5660,216.9150
2128,53800,400,1.9119,2.3269,1.2440,0.3920,551.3110,29.4530,151.7460,113.8450,170.8760
2129,54243,273,0.7608,1.9258,1.3010,0.4750,382.2950,22.1180,80.5820,33.9830,141.4370
2130,53881,205,1.3409,2.3797,1.2980,0.2620,635.2310,27.2160,169.3210,50.9590,249.1420
2130,53881,555,1.1532,2.5605,1.2440,0.3980,722.1330,36.7260,179.6570,83.0060,225.5900
2132,53493,445,4.7885,7.4029,1.0760,0.2040,1786.3330,221.8770,572.5550,2654.6270,86.0860
2133,53917,543,0.2623,1.6430,1.3590,0.3700,276.5630,12.3170,68.7650,105.9390,80.5840
2133,53917,554,0.5153,2.3311,1.5310,0.1000,204.8480,4.4010,58.3000,76.6380,110.7610
2134,53876,400,1.1264,2.1099,1.2830,0.2350,735.1310,40.8300,204.2930,128.3640,235.7910
2134,53876,511,0.6527,1.9107,1.3670,0.1220,36.4590,1.3750,20.0050,39.3130,11.6980
2137,54206,53,0.6963,2.5271,1.3000,0.4550,985.0460,47.5960,235.7050,97.4730,337.1550
2138,53757,11,1.0852,3.0878,1.2560,0.2800,719.6720,40.5100,199.1170,271.4180,205.4890
2138,53757,542,0.8915,2.3517,1.2440,0.4120,1330.0540,40.7240,297.8020,80.6840,528.0690
2138,53757,608,0.5464,2.0792,1.3780,0.4270,299.4820,14.9950,60.2410,17.8150,113.4990
2140,53858,105,1.0222,2.7966,1.2540,0.1870,357.3220,23.3400,101.3450,27.5980,143.5430
2141,53764,208,2.3740,4.9437,1.1240,0.2780,1640.6840,157.4770,482.2180,1504.2290,156.2870
2142,54208,108,0.9147,2.6023,1.2450,0.4000,924.8200,52.8680,233.3380,150.8230,257.6580
2142,54208,187,1.4180,2.8186,1.2700,0.4530,805.6810,43.1440,192.1040,129.5840,233.1150
2142,54208,260,0.9114,3.9344,1.2550,0.0020,658.8850,31.9220,188.7840,149.9760,199.0990
2143,54184,404,1.0053,2.4520,1.2260,0.2180,785.4670,47.3720,231.9630,179.0490,206.2050
2144,53770,550,3.5992,10.7764,1.0480,0.4620,2523.8120,445.2520,783.7450,2956.1380,207.0790
2148,54526,339,0.4689,1.9685,1.2470,0.5890,928.4480,43.5600,199.3130,57.8310,376.4050
2148,54526,377,1.2777,2.9888,1.2250,0.3250,624.1460,39.9760,172.7140,76.7590,203.0350
2149,54509,408,0.5207,0.9080,1.5350,0.1750,333.1150,7.3530,83.8690,93.4160,176.9880
2151,54523,479,0.2696,2.9505,1.2060,0.4830,629.5030,46.3490,161.0820,104.8170,173.0490
2154,54539,338,1.7592,5.2438,1.1680,0.3680,2596.3950,173.8290,766.9290,2497.1890,262.3290
2154,54539,485,1.5971,2.5278,1.1830,0.6130,949.0770,60.7480,259.5520,292.9990,195.2170
2155,53820,479,3.8832,14.7827,1.0230,0.3250,2343.7750,546.2910,773.6980,3854.4490,62.1650
2155,53820,552,0.1571,2.4948,1.3100,0.2990,348.7790,19.8940,91.9760,22.1500,136.0430
2156,54525,26,0.8217,1.6533,1.3110,0.3570,820.1260,50.0450,191.2900,107.8850,245.3610
2156,54525,387,0.4856,2.2246,1.2040,0.6620,2498.0610,93.2470,544.4630,803.5220,850.5250
2157,54242,283,0.8400,2.7487,1.2530,0.0010,670.0360,42.3290,209.0670,185.5260,181.3900
2157,54242,334,0.5180,0.0427,1.6070,0.0270,226.8920,9.4940,68.7960,55.9900,91.5120
2157,54242,537,0.7972,1.1858,1.3200,-0.0090,610.6920,39.9040,162.1780,126.4800,167.5650
2158,54209,325,0.6002,2.0339,1.2160,0.3280,2300.7410,84.3330,559.1510,596.9100,764.2440
2159,54328,94,0.3191,3.6809,1.2390,0.3530,450.5580,28.8320,113.5630,44.7920,152.1660
2159,54328,222,1.5885,4.1033,1.1880,0.1630,1308.3330,79.2750,336.3830,362.3450,291.7110
2160,53885,495,0.3216,1.7393,1.3620,0.5230,316.4140,19.2700,71.6340,19.0120,128.9080
2161,53878,190,1.4355,4.5206,1.1690,0.4120,3094.3670,106.8610,828.1230,743.7640,734.9340
2169,53556,364,0.1473,2.3725,1.2200,0.6220,1358.3920,60.6310,283.1890,95.1780,515.0780
2170,53875,133,0.3634,1.3158,1.5720,0.3900,58.1740,3.0640,16.0710,14.2510,32.7120
2171,53557,324,4.7061,6.9632,1.0460,0.5640,3919.1850,464.8760,1315.8310,6781.8050,84.9120
2172,54230,467,1.0651,2.4222,1.2200,0.5010,1363.7980,53.8450,328.1150,122.4560,509.5740
2172,54230,575,1.9171,3.0520,1.2410,0.2890,828.9270,52.7780,233.0460,229.1110,193.3700
2196,53534,640,0.8002,2.9045,1.2160,0.3730,1429.5930,59.8610,390.1160,271.3130,475.7580
2197,53555,294,0.7266,2.9247,1.2100,0.2340,1245.9460,49.0260,351.1120,271.9820,409.4240
2202,53566,522,0.4016,1.8981,1.3670,0.0900,525.9880,24.4360,164.0880,570.0150,211.3930
2202,53566,575,1.0162,2.5195,1.2520,0.4030,643.0730,37.3370,168.1420,34.7630,226.0880
2203,53915,474,0.6302,3.2287,1.2820,0.3940,1466.0710,33.8090,383.8310,268.3210,444.2590
2204,53877,197,1.2087,2.9649,1.1560,0.5510,893.8660,63.0650,263.4690,360.7610,176.1220
