#      Objid          plate    mjd    fiberid       ra           dec       fiberMag_z   modelMag_u   modelMag_g   modelMag_r   modelMag_i   modelMag_z   extinction_u   extinction_g   extinction_r   extinction_i   extinction_z    fuv_mag      nuv_mag      dered_u      dered_g      dered_r      dered_i      dered_z    petroR90_r  modelMagErr_u  modelMagErr_g  modelMagErr_r  modelMagErr_i  modelMagErr_z   fuv_magerr   nuv_magerr      e_bv      redshift     s2n_r     sn_fuv_auto   survey   morph_type   mag_ab_u   mag_ab_g   mag_ab_r   mag_ab_i   mag_ab_z    av_mw    a_lambda_u  a_lambda_g  a_lambda_r  a_lambda_i  a_lambda_z  a_lambda_fuv  a_lambda_nuv  fiber_corr  flux_u(E-17)  flux_g(E-17)  flux_r(E-17)  flux_i(E-17)  flux_z(E-17)  flux_fuv(E-17)  flux_nuv(E-17)  flux_u_err(E-17)  flux_g_err(E-17)  flux_r_err(E-17)  flux_i_err(E-17)  flux_z_err(E-17)  flux_fuv_err(E-17)  flux_nuv_err(E-17)  flux_u_esc(E-17)  flux_g_esc(E-17)  flux_r_esc(E-17)  flux_i_esc(E-17)  flux_z_esc(E-17)  flux_fuv_esc(E-17)  flux_nuv_esc(E-17)  scaling_factor  chi^2(goodness)  absolute_goodness  Mag_Abs_u   Mag_Abs_g   Mag_Abs_r   Mag_Abs_i   Mag_Abs_z
588017722256195624    1452    53112     450      186.6693    43.3876800     17.83418     19.74557     18.28854     17.52455     17.10228     16.85106      0.10649        0.07835        0.05683        0.04309        0.03055       20.93016     20.96785     19.63908     18.21019     17.46772     17.05919     16.82051    3.28967       0.06772        0.00852        0.00658        0.00678        0.01648       0.30950      0.24443     0.02006087   0.0658199   18.9661     3.508871     ['AIS']       3       19.59908   18.22019   17.47772   17.06919   16.84051    0.06219    0.09813     0.07565     0.05462     0.04191     0.03009     0.16299       0.17773       1.00000     12.44575      25.36187      29.13792      28.84469      24.98339      23.21643        10.67108         0.00000           0.00000           0.00000           0.00000           0.00000             0.22428             0.02980             0.50485           1.02877           1.18194           1.17005           1.01342           0.94174             0.43286           0.04056          0.01392          0.00464        -17.72931   -19.10821   -19.85067   -20.25920   -20.48789
588017110760161360    1453    53084     168      187.7240    47.1389400     18.21689     19.36136     18.27513     17.80180     17.47453     17.31189      0.06605        0.04860        0.03525        0.02673        0.01895       20.54209     20.15124     19.29530     18.22653     17.76655     17.44780     17.29294    3.20887       0.03680        0.00721        0.00660        0.00734        0.02051       0.13848      0.08213     0.01290132   0.0627506   17.2323     7.842534     ['AIS']       3       19.25531   18.23653   17.77655   17.45780   17.31294    0.03999    0.06311     0.04865     0.03513     0.02695     0.01935     0.10482       0.11430       1.00000     17.08167      24.98297      22.12721      20.16604      16.16883      31.49765        21.38234         0.00000           0.00000           0.00000           0.00000           0.00000             0.11303            -0.00114             0.58827           0.86038           0.76203           0.69449           0.55683           1.08474             0.73638           0.03444          0.00270          0.00090        -17.96454   -18.98332   -19.44329   -19.76204   -19.90690
588017948280029255    1454    53090      62      190.1637    42.2111700     18.51583     19.03385     18.12204     17.78401     17.52538     17.50078      0.10133        0.07455        0.05407        0.04100        0.02907       20.14327     19.73898     18.93252     18.04748     17.72994     17.48438     17.47171    3.36538       0.03165        0.00785        0.00834        0.00888        0.02569       0.19616      0.10978     0.01951733   0.0701933   15.3539     5.536327     ['AIS']       3       18.89252   18.05749   17.73994   17.49438   17.49171    0.06050    0.09547     0.07360     0.05314     0.04077     0.02927     0.15857       0.17291       2.54695     60.76637      75.03800      58.28973      49.66037      34.92936      47.73364        32.95140         0.10656           0.10656           0.10656           0.10656           0.10656             0.17502            -0.02952             0.64494           0.79641           0.61865           0.52706           0.37072           0.50662             0.34973           0.01061          0.00409          0.00136        -18.58244   -19.41748   -19.73503   -19.98058   -19.98325
588017948279767157    1454    53090     148      189.3910    42.2625200     17.26027     19.28634     17.84951     17.11097     16.75096     16.47259      0.08754        0.06441        0.04672        0.03542        0.02512       21.21884     20.75003     19.19880     17.78510     17.06425     16.71553     16.44748    3.20268       0.03418        0.00678        0.00508        0.00495        0.01209       0.35900      0.19454     0.01704064   0.0720870   26.6699     3.025045     ['AIS']       3       19.15880   17.79510   17.07425   16.72554   16.46747    0.05283    0.08336     0.06426     0.04640     0.03560     0.02556     0.13845       0.15097       1.00000     18.66952      37.51595      42.25181      39.58463      35.22610      17.40718        12.73139         0.00000           0.00000           0.00000           0.00000           0.00000             0.22632             0.02071             0.51505           1.03499           1.16564           1.09206           0.97182           0.48023             0.35123           0.02759          0.01016          0.00339        -18.37693   -19.74064   -20.46148   -20.81020   -21.06826
588298664648966272    1455    53089     375      190.1169    48.5224500     17.84251     19.36013     18.19738     17.63892     17.24747     17.07140      0.06991        0.05144        0.03731        0.02829        0.02006       20.82299     20.42452     19.29022     18.14594     17.60161     17.21918     17.05134    2.68529       0.03858        0.00808        0.00646        0.00703        0.01754       0.13996      0.07909     0.01384825   0.0642032   10.4720     7.759485     ['AIS']       3       19.25022   18.15594   17.61161   17.22918   17.07134    0.04293    0.06774     0.05222     0.03770     0.02893     0.02077     0.11251       0.12269       1.00000     17.16190      26.90787      25.75741      24.89253      20.19842      24.48649        16.75031         0.00000           0.00000           0.00000           0.00000           0.00000             0.10380             0.00476             0.59975           0.94035           0.90014           0.86992           0.70587           0.85573             0.58537           0.03495          0.00759          0.00253        -18.02162   -19.11590   -19.66023   -20.04266   -20.20049
588017721720504397    1456    53115     353      190.3762    42.8563900     17.34427     18.74077     17.60359     17.11595     16.73070     16.55787      0.13754        0.10120        0.07340        0.05566        0.03946       19.76456     19.34156     18.60323     17.50239     17.04255     16.67504     16.51841    3.19131       0.02416        0.00541        0.00488        0.00517        0.01050       0.16554      0.09325     0.02711714   0.0652214   26.9162     6.560166     ['AIS']       3       18.56323   17.51239   17.05255   16.68504   16.53841    0.08406    0.13265     0.10226     0.07383     0.05665     0.04067     0.22032       0.24024       1.00000     32.31182      48.67433      43.10490      41.08883      32.99824      71.52410        50.48519         0.00000           0.00000           0.00000           0.00000           0.00000             0.13814            -0.07331             0.61657           0.92880           0.82252           0.78405           0.62967           1.36481             0.96335           0.01908          0.00479          0.00160        -18.74438   -19.79522   -20.25506   -20.62257   -20.76920
588017721184419920    1456    53115     564      192.6845    42.3747600     18.19836     18.96625     17.99573     17.73267     17.47809     17.35096      0.07352        0.05409        0.03923        0.02975        0.02109       20.18551     19.57448     18.89274     17.94164     17.69344     17.44835     17.32987    3.22703       0.03377        0.00696        0.00752        0.00992        0.02430       0.19669      0.06722     0.01406462   0.0537011   18.1063     5.521268     ['AIS']       3       18.85273   17.95164   17.70344   17.45834   17.34987    0.04360    0.06880     0.05304     0.03829     0.02938     0.02110     0.11427       0.12460       1.00000     24.74908      32.47881      23.66854      20.15600      15.62813      44.11699        36.71033         0.00000           0.00000           0.00000           0.00000           0.00000             0.17408            -0.02477             0.61833           0.81145           0.59134           0.50358           0.39045           1.10222             0.91717           0.02498          0.00319          0.00106        -18.01451   -18.91560   -19.16380   -19.40890   -19.51737
588298664113209495    1457    53116     504      193.8043    47.9376500     17.86719     19.84194     18.44809     17.73144     17.33489     17.03171      0.06547        0.04817        0.03494        0.02649        0.01878       21.19520     20.60553     19.77646     18.39992     17.69650     17.30839     17.01293    3.40383       0.04916        0.00911        0.00788        0.00771        0.01518       0.22657      0.10578     0.01274816   0.0695987   18.7900     4.793202     ['AIS']       3       19.73647   18.40992   17.70650   17.31840   17.03293    0.03952    0.06236     0.04807     0.03471     0.02663     0.01912     0.10357       0.11294       1.00000     10.96646      21.29557      23.60189      22.92888      20.92590      17.24041        14.05428         0.00000           0.00000           0.00000           0.00000           0.00000             0.14212             0.00987             0.50922           0.98884           1.09593           1.06468           0.97167           0.80054             0.65260           0.04643          0.00949          0.00316        -17.71909   -19.04564   -19.74906   -20.13716   -20.42263
588017947746041907    1460    53138      29      199.0251    41.0684200     18.53649     19.82079     18.59017     18.26203     18.07585     17.57219      0.06596        0.04854        0.03520        0.02669        0.01893       20.91763     20.21922     19.75483     18.54163     18.22683     18.04916     17.55327    2.95381       0.06708        0.00967        0.01035        0.01165        0.02547       0.27849      0.16072     0.01283349   0.0727774   11.5396     3.899568     ['AIS']       3       19.71483   18.55163   18.23683   18.05916   17.57326    0.03978    0.06278     0.04840     0.03494     0.02681     0.01925     0.10427       0.11370       1.00000     11.18722      18.68966      14.48156      11.58986      12.72179      22.27649        20.07374         0.00000           0.00000           0.00000           0.00000           0.00000             0.19810             0.00145             0.65298           1.09089           0.84527           0.67648           0.74255           1.30025             1.17167           0.05837          0.05311          0.01770        -17.84268   -19.00588   -19.32068   -19.49835   -19.98425
588017720649646124    1460    53138      92      198.9688    41.3157900     17.39755     18.66019     17.67633     17.19294     16.82180     16.67030      0.08776        0.06458        0.04684        0.03551        0.02518       20.14552     19.26852     18.57242     17.61175     17.14611     16.78629     16.64512    3.03322       0.02438        0.00546        0.00497        0.00496        0.01168       0.18758      0.09610     0.01729151   0.0747430   23.7634     5.789583     ['AIS']       3       18.53243   17.62175   17.15610   16.79629   16.66512    0.05360    0.08459     0.06521     0.04708     0.03612     0.02594     0.14049       0.15319       1.00000     33.24167      44.01027      39.18369      37.08745      29.36340      46.86551        49.92852         0.00000           0.00000           0.00000           0.00000           0.00000             0.16712            -0.07380             0.66597           0.88171           0.78502           0.74302           0.58827           0.93892             1.00028           0.02003          0.00659          0.00220        -19.08602   -19.99669   -20.46234   -20.82216   -20.95333
588017949356982428    1462    53112     416      200.2670    42.1378400     17.24995     18.85525     17.55358     16.95238     16.55677     16.32350      0.06541        0.04813        0.03491        0.02647        0.01877       20.55717     19.52427     18.78984     17.50546     16.91748     16.53030     16.30473    3.42274       0.02628        0.00543        0.00455        0.00499        0.00956       0.21010      0.09755     0.01252932   0.0742329   26.2871     5.169052     ['AIS']       3       18.74984   17.51545   16.92747   16.54030   16.32473    0.03884    0.06129     0.04725     0.03411     0.02617     0.01879     0.10180       0.11100       1.00000     27.20921      48.53711      48.36785      46.94832      40.17543      30.97879        37.97998         0.00000           0.00000           0.00000           0.00000           0.00000             0.17054            -0.03938             0.57768           1.03049           1.02690           0.99676           0.85297           0.65771             0.80635           0.02123          0.00341          0.00114        -18.85294   -20.08733   -20.67531   -21.06248   -21.27805
588298662505283825    1463    53063     162      202.4367    45.6595100     18.78926     20.62897     19.22652     18.67159     18.28685     17.99403      0.07945        0.05846        0.04240        0.03215        0.02279       21.51385     21.40178     20.54952     19.16806     18.62920     18.25471     17.97124    3.21907       0.10525        0.01853        0.01455        0.01368        0.03173       0.42095      0.29232     0.01562019   0.0518678   10.0160     2.579875     ['AIS']       3       20.50952   19.17806   18.63919   18.26470   17.99124    0.04842    0.07641     0.05890     0.04253     0.03263     0.02343     0.12691       0.13838       1.00000      5.38076      10.49615       9.99700       9.59093       8.65685      13.12840         6.90647         0.00000           0.00000           0.00000           0.00000           0.00000             0.22723             0.03833             0.56027           1.09291           1.04093           0.99865           0.90139           1.36699             0.71913           0.10412          0.00286          0.00095        -16.27935   -17.61081   -18.14968   -18.52417   -18.79763
588298662504628281    1463    53063     307      200.3375    46.0312200     17.55667     18.80331     17.82931     17.26760     16.84811     16.61285      0.09300        0.06843        0.04963        0.03763        0.02668       20.50201     19.91739     18.71031     17.76089     17.21797     16.81048     16.58616    3.23261       0.03058        0.00763        0.00671        0.00580        0.01347       0.21845      0.11749     0.01805075   0.0629543   20.6538     4.971497     ['AIS']       3       18.67031   17.77088   17.22797   16.82048   16.60617    0.05596    0.08830     0.06807     0.04915     0.03771     0.02707     0.14666       0.15992       1.00000     29.27710      38.36209      36.67400      36.27020      31.00180      33.93668        27.63315         0.00000           0.00000           0.00000           0.00000           0.00000             0.18250            -0.01657             0.70174           0.91950           0.87904           0.86936           0.74308           0.81343             0.66234           0.02397          0.01464          0.00488        -18.55689   -19.45632   -19.99923   -20.40673   -20.62104
588017948821749896    1464    53091     629      205.0079    41.0568800     17.95683     18.97808     17.91132     17.55791     17.26197     17.10626      0.03093        0.02276        0.01651        0.01252        0.00887       20.06050     19.70420     18.94715     17.88856     17.54140     17.24945     17.09738    2.81369       0.03112        0.00670        0.00654        0.00738        0.01956       0.11351      0.07816     0.00587125   0.0591173   20.6821     9.567502     ['AIS']       3       18.90715   17.89856   17.55140   17.25945   17.11739    0.01820    0.02872     0.02214     0.01599     0.01226     0.00881     0.04770       0.05202       1.00000     23.53929      34.10601      27.22610      24.20804      19.35976      46.62087        30.51563         0.00000           0.00000           0.00000           0.00000           0.00000             0.10109            -0.01628             0.61785           0.89521           0.71462           0.63541           0.50815           1.22369             0.80097           0.02625          0.00050          0.00017        -18.17741   -19.18600   -19.53315   -19.82510   -19.96717
588298663043334327    1465    53082     158      206.2376    45.4564500     18.06135     19.38431     18.18671     17.66536     17.36364     17.12119      0.10978        0.08077        0.05858        0.04442        0.03150       21.08379     20.37664     19.27453     18.10594     17.60678     17.31922     17.08969    3.43229       0.04048        0.01087        0.01005        0.01303        0.02425       0.31279      0.15711     0.02147610   0.0602954   17.3916     3.471957     ['AIS']       3       19.23453   18.11594   17.61678   17.32922   17.10969    0.06658    0.10506     0.08099     0.05847     0.04486     0.03221     0.17449       0.19026       1.00000     17.41168      27.91780      25.63519      22.70148      19.49740      20.36289        18.60348         0.00000           0.00000           0.00000           0.00000           0.00000             0.21332             0.00518             0.58260           0.93414           0.85776           0.75960           0.65239           0.68135             0.62248           0.03346          0.00593          0.00198        -17.89475   -19.01334   -19.51250   -19.80006   -20.01959
588298661969002626    1465    53082     290      204.0536    44.9844400     18.19989     19.18169     18.23248     17.77213     17.45119     17.30652      0.07662        0.05637        0.04089        0.03100        0.02198       20.78595     20.00328     19.10507     18.17610     17.73124     17.42019     17.28454    2.94027       0.03191        0.01390        0.01213        0.01404        0.02100       0.27205      0.13924     0.01487446   0.0640933   17.4201     3.991874     ['AIS']       3       19.06507   18.18611   17.74124   17.43019   17.30454    0.04611    0.07276     0.05609     0.04050     0.03107     0.02231     0.12085       0.13178       1.00000     20.35280      26.17058      22.85861      20.68553      16.29443      25.52717        24.89277         0.00000           0.00000           0.00000           0.00000           0.00000             0.20532            -0.01140             0.58537           0.75270           0.65744           0.59494           0.46865           0.73419             0.71594           0.02876          0.02447          0.00816        -18.20287   -19.08184   -19.52670   -19.83776   -19.96340
588298663580270810    1465    53082     555      206.6582    45.7489200     17.56234     20.16012     18.37960     17.53808     17.12578     16.80296      0.09077        0.06679        0.04844        0.03673        0.02604       22.22736     21.35119     20.06935     18.31281     17.48965     17.08905     16.77692    3.11918       0.06428        0.00708        0.00569        0.00574        0.01449       0.54254      0.35460     0.01769143   0.0665710   21.1711     2.001684     ['AIS']       3       20.02935   18.32281   17.49964   17.09905   16.79692    0.05484    0.08654     0.06672     0.04817     0.03696     0.02654     0.14374       0.15673       1.00000      8.37359      23.07437      28.55553      28.06215      26.00680       6.90857         7.35641         0.00000           0.00000           0.00000           0.00000           0.00000             0.19592             0.04666             0.39200           1.08021           1.33680           1.31371           1.21749           0.32342             0.34438           0.04681          0.03449          0.01150        -17.32486   -19.03140   -19.85457   -20.25517   -20.55730
587734303801409601    1473    52908     257      327.2571    -0.8272091     19.67855     20.28948     19.57385     19.27797     18.92985     18.77934      0.52587        0.38693        0.28063        0.21279        0.15087       21.36292     21.70177     19.76361     19.18693     18.99734     18.71706     18.62847    3.07259       0.11447        0.02101        0.02335        0.02299        0.07785       0.37033      0.26286     0.10394760   0.0626673    6.1071     2.932502     ['AIS']       3       19.72361   19.19692   19.00734   18.72706   18.64847    0.32224    0.50848     0.39199     0.28301     0.21714     0.15591     0.84454       0.92090       1.00000     11.09704      10.31540       7.12215       6.26497       4.72572      28.78663        10.59702         0.00000           0.00000           0.00000           0.00000           0.00000             0.29293             0.03217             0.77764           0.72287           0.49910           0.43903           0.33116           2.01727             0.74260           0.07008          0.01812          0.00604        -17.49321   -18.01990   -18.20949   -18.48977   -18.56836
587731185116971269    1474    52933     204      329.7788    -0.9985729     19.91879     20.42923     19.69190     19.42563     19.09839     19.16995      0.49713        0.36579        0.26530        0.20117        0.14263       21.57331     21.31059     19.93209     19.32611     19.16033     18.89723     19.02732    2.84163       0.08345        0.02241        0.02230        0.02727        0.08984       0.25365      0.18560     0.09760465   0.0726536    5.6852     4.281468     ['AIS']       3       19.89210   19.33611   19.17033   18.90722   19.04732    0.30257    0.47745     0.36807     0.26574     0.20389     0.14640     0.79301       0.86471       1.00000      9.50198       9.07422       6.12934       5.30704       3.27285      22.64039        14.44398         0.00000           0.00000           0.00000           0.00000           0.00000             0.18176             0.01653             0.84953           0.81128           0.54800           0.47448           0.29261           2.02417             1.29137           0.08941          0.00834          0.00278        -17.66152   -18.21751   -18.38329   -18.64640   -18.50630
588015510338797688    1485    52992     332      350.1571     0.8454159     19.61970     20.28823     19.60603     19.24686     18.93557     18.90893      0.22582        0.16615        0.12051        0.09138        0.06479       21.38935     21.52765     20.06241     19.43987     19.12635     18.84419     18.84414    3.00014       0.10270        0.02024        0.02002        0.02408        0.08546       0.30939      0.23809     0.04419018   0.0679648    6.2595     3.510128     ['AIS']       3       20.02241   19.44988   19.13635   18.85419   18.86414    0.13699    0.21617     0.16664     0.12031     0.09231     0.06628     0.35903       0.39149       1.00000      8.42730       8.17157       6.32421       5.57269       3.87434      18.14578         7.72433         0.00000           0.00000           0.00000           0.00000           0.00000             0.19927             0.03134             0.84728           0.82157           0.63584           0.56028           0.38953           1.82438             0.77661           0.10054          0.00508          0.00169        -17.37899   -17.95153   -18.26505   -18.54721   -18.53726
587731187273564305    1485    52992     376      350.5858     0.8158337     18.69570     20.30370     19.14314     18.54319     18.13523     17.94237      0.22412        0.16490        0.11960        0.09069        0.06430       21.76644     21.14732     20.07958     18.97824     18.42358     18.04454     17.87807    2.65780       0.07731        0.01499        0.01330        0.01378        0.03276       0.35926      0.18476     0.04353039   0.0688612   10.1617     3.022899     ['AIS']       3       20.03958   18.98824   18.43359   18.05454   17.89807    0.13494    0.21294     0.16416     0.11852     0.09093     0.06529     0.35367       0.38565       1.00000      8.29507      12.50146      12.08124      11.63926       9.43249      12.75979        10.90706         0.00000           0.00000           0.00000           0.00000           0.00000             0.19075             0.02226             0.60097           0.90572           0.87527           0.84325           0.68338           0.92443             0.79021           0.07245          0.00826          0.00275        -17.39168   -18.44303   -18.99768   -19.37673   -19.53320
588015508729823349    1486    52993      71      353.9720    -0.2194575     18.14683     19.50149     18.34693     17.87369     17.56384     17.40625      0.18078        0.13301        0.09647        0.07315        0.05187       21.09284     20.80945     19.32071     18.21391     17.77722     17.49069     17.35439    2.80198       0.04946        0.00867        0.00761        0.00835        0.02470       0.22600      0.15055     0.03505708   0.0681161   18.9980     4.805377     ['AIS']       3       19.28071   18.22392   17.78722   17.50069   17.37438    0.10868    0.17149     0.13220     0.09545     0.07323     0.05258     0.28483       0.31058       1.00000     16.68660      25.27488      21.91089      19.38501      15.27920      22.30308        13.91580         0.00000           0.00000           0.00000           0.00000           0.00000             0.16084             0.01428             0.52346           0.79288           0.68735           0.60811           0.47931           0.69965             0.43654           0.03137          0.01818          0.00606        -18.12576   -19.18256   -19.61925   -19.90578   -20.03209
587731187811680431    1486    52993     523      353.4804     1.0836620     19.63619     20.16084     19.14471     18.72289     18.43984     18.35818      0.18719        0.13773        0.09990        0.07575        0.05371       21.05784     20.84207     19.97365     19.00698     18.62299     18.36409     18.30448    3.31598       0.11331        0.01871        0.01914        0.02560        0.07648       0.23353      0.17101     0.03601600   0.0695122    5.0568     4.650420     ['AIS']       3       19.93365   19.01698   18.63299   18.37409   18.32447    0.11165    0.17618     0.13582     0.09806     0.07523     0.05402     0.29262       0.31908       3.24492     29.67548      39.50654      32.62520      28.13898      20.66659      23.19590        13.60759         0.18266           0.18266           0.18266           0.18266           0.18266             0.16916             0.01676             0.62258           0.82883           0.68446           0.59034           0.43358           0.48664             0.28548           0.02098          0.00260          0.00087        -17.51907   -18.43575   -18.81973   -19.07863   -19.12825
588015510340567109    1486    52993     607      354.1458     1.0410590     18.72022     20.00266     19.00438     18.58646     18.18536     18.12647      0.23237        0.17098        0.12401        0.09403        0.06667       21.30176     21.11442     19.77029     18.83340     18.46245     18.09133     18.05980    2.37938       0.07379        0.01254        0.01123        0.01260        0.03909       0.28788      0.19769     0.04612154   0.0630733   11.5331     3.772379     ['AIS']       3       19.73029   18.84340   18.47245   18.10133   18.07980    0.14298    0.22561     0.17393     0.12557     0.09634     0.06918     0.37472       0.40860       1.00000     11.02904      14.28546      11.65643      11.14832       7.97873      19.95021        11.47736         0.00000           0.00000           0.00000           0.00000           0.00000             0.19439             0.02305             0.77287           1.00107           0.81684           0.78123           0.55912           1.39803             0.80429           0.07008          0.00883          0.00294        -17.50120   -18.38809   -18.75904   -19.13016   -19.15169
587731185668325502    1490    52994      61        2.8604    -0.5798035     19.16886     20.09772     19.08079     18.71537     18.41876     18.26965      0.27324        0.20105        0.14582        0.11057        0.07839       21.18866     21.22182     19.82448     18.87974     18.56955     18.30819     18.19125    3.37925       0.08732        0.01533        0.01787        0.01601        0.04974       0.19872      0.16464     0.05283729   0.0617589    9.8831     5.464909     ['AIS']       3       19.78448   18.88974   18.57955   18.31819   18.21126    0.16380    0.25847     0.19925     0.14386     0.11037     0.07925     0.42929       0.46810       1.00000     10.49206      13.68857      10.56149       9.12986       7.06890      23.25534        10.96837         0.00000           0.00000           0.00000           0.00000           0.00000             0.14411             0.01977             0.64229           0.83797           0.64654           0.55890           0.43274           1.42362             0.67145           0.06122          0.00140          0.00047        -17.39920   -18.29394   -18.60413   -18.86549   -18.97242
588015509270495397    1490    52994      77        2.6364     0.0194815     18.63189     20.10237     18.95169     18.40483     18.05445     17.91267      0.17182        0.12642        0.09169        0.06953        0.04930       21.74422     21.37696     19.93056     18.82527     18.31314     17.98493     17.86338    2.88115       0.08374        0.01368        0.01306        0.01477        0.04423       0.45056      0.29855     0.03374998   0.0652243   14.4089     2.410316     ['AIS']       3       19.89055   18.83527   18.32314   17.99492   17.88337    0.10462    0.16510     0.12727     0.09189     0.07050     0.05062     0.27421       0.29900       1.00000      9.51550      14.39288      13.37492      12.29622       9.56102      12.12440         8.16539         0.00000           0.00000           0.00000           0.00000           0.00000             0.23216             0.03919             0.55101           0.83344           0.77449           0.71203           0.55364           0.70208             0.47283           0.05791          0.02088          0.00696        -17.41716   -18.47244   -18.98457   -19.31279   -19.42434
588015509269971205    1490    52994     425        1.3915     0.0839329     19.38951     20.28851     19.18930     18.75155     18.50137     18.38605      0.16371        0.12046        0.08737        0.06625        0.04697       20.80846     20.73434     20.12479     19.06885     18.66418     18.43512     18.33908    3.41672       0.13270        0.01857        0.01834        0.02281        0.09305       0.27889      0.19667     0.03125615   0.0736338    6.1626     3.893987     ['AIS']       3       20.08480   19.07884   18.67418   18.44512   18.35908    0.09689    0.15290     0.11787     0.08510     0.06529     0.04688     0.25395       0.27691       2.51990     20.05015      28.98027      24.39254      20.46802      15.54555      28.18653        14.46730         0.13743           0.13743           0.13743           0.13743           0.13743             0.21888             0.01747             0.62111           0.89775           0.75563           0.63406           0.48157           0.87316             0.44817           0.03098          0.00055          0.00018        -17.49945   -18.50541   -18.91007   -19.13913   -19.22517
587731186742132916    1491    52996     424        3.0582     0.2691144     19.51260     20.19983     19.01784     18.65523     18.40661     18.37187      0.16546        0.12174        0.08830        0.06695        0.04747       20.63267     20.79998     20.03438     18.89610     18.56693     18.33966     18.32439    3.28459       0.10385        0.01424        0.01632        0.01982        0.08188       0.15679      0.13831     0.03313826   0.0608492    7.3449     6.926294     ['AIS']       3       19.99437   18.90610   18.57693   18.34966   18.34440    0.10273    0.16210     0.12497     0.09022     0.06922     0.04970     0.26924       0.29358       2.85951     24.72843      38.55749      30.27374      25.36125      17.88079      33.59981        13.82453         0.15404           0.15404           0.15404           0.15404           0.15404             0.13061             0.01325             0.59553           0.92857           0.72908           0.61077           0.43062           0.80918             0.33293           0.02408          0.01317          0.00439        -17.15564   -18.24392   -18.57308   -18.80036   -18.80561
587731187279134885    1491    52996     473        3.3583     0.6847938     18.72962     19.87518     18.82934     18.36757     17.99407     17.86326      0.15329        0.11279        0.08180        0.06203        0.04398       21.13117     20.67607     19.72189     18.71655     18.28576     17.93204     17.81928    3.13135       0.05955        0.01211        0.01123        0.01286        0.03334       0.20521      0.13335     0.02962179   0.0650648   12.8524     5.292060     ['AIS']       3       19.68189   18.72655   18.29577   17.94204   17.83928    0.09183    0.14490     0.11171     0.08065     0.06188     0.04443     0.24067       0.26243       1.00000     11.53176      15.90868      13.71639      12.90995       9.95730      20.69023        15.06728         0.00000           0.00000           0.00000           0.00000           0.00000             0.14103             0.01092             0.68123           0.93979           0.81028           0.76264           0.58822           1.22225             0.89008           0.05907          0.00264          0.00088        -17.62025   -18.57559   -19.00638   -19.36010   -19.46286
587731187279331408    1491    52996     526        3.7583     0.7792464     18.29337     19.93328     18.85568     18.22351     17.85746     17.69088      0.12195        0.08973        0.06508        0.04935        0.03499       21.50589     20.95374     19.81133     18.76595     18.15843     17.80811     17.65589    2.30860       0.04961        0.01025        0.00865        0.00974        0.02709       0.22750      0.14626     0.02362016   0.0634138   15.1814     4.773641     ['AIS']       3       19.77133   18.77595   18.16843   17.81811   17.67589    0.07322    0.11554     0.08907     0.06431     0.04934     0.03543     0.19191       0.20926       1.00000     10.61992      15.20112      15.42321      14.47093      11.57438      14.02203        11.12193         0.00000           0.00000           0.00000           0.00000           0.00000             0.12751             0.01742             0.61051           0.87388           0.88664           0.83190           0.66538           0.80609             0.63937           0.05749          0.01180          0.00393        -17.47239   -18.46777   -19.07529   -19.42561   -19.56783
588015507661062239    1492    52932     121        5.2037    -1.1304010     19.27063     19.94660     18.88700     18.59222     18.40001     18.29668      0.16929        0.12456        0.09034        0.06850        0.04857       21.05913     20.29700     19.77731     18.76244     18.50188     18.33150     18.24811    3.38539       0.07599        0.01618        0.01512        0.01976        0.05937       0.32749      0.15295     0.03288925   0.0686041    9.4668     3.316085     ['AIS']       3       19.73731   18.77244   18.51188   18.34151   18.26811    0.10196    0.16088     0.12403     0.08955     0.06870     0.04933     0.26721       0.29138       1.00000     10.95796      15.25038      11.24078       8.93592       6.70827      22.64445        21.92703         0.00000           0.00000           0.00000           0.00000           0.00000             0.23469            -0.00364             0.54134           0.75339           0.55531           0.44145           0.33140           1.11867             1.08323           0.04940          0.00457          0.00152        -17.68543   -18.65030   -18.91086   -19.08124   -19.15463
588015508734607498    1492    52932     198        4.8705    -0.4049292     19.11815     20.11324     19.07163     18.64521     18.35323     18.25192      0.14270        0.10500        0.07615        0.05775        0.04094       21.52423     20.95797     19.97054     18.96663     18.56906     18.29548     18.21098    3.21565       0.08316        0.01818        0.01390        0.01695        0.05345       0.19417      0.13290     0.02803771   0.0691896   10.4643     5.592983     ['AIS']       3       19.93054   18.97663   18.57906   18.30548   18.23098    0.08692    0.13715     0.10573     0.07634     0.05857     0.04205     0.22780       0.24839       1.00000      9.17146      12.63582      10.56634       9.23735       6.94166      14.23997        11.47594         0.00000           0.00000           0.00000           0.00000           0.00000             0.10978             0.01550             0.55877           0.76984           0.64375           0.56278           0.42292           0.86757             0.69917           0.06092          0.01618          0.00539        -17.51158   -18.46548   -18.86306   -19.13663   -19.21114
