#      Objid          plate    mjd    fiberid       ra           dec       fiberMag_z   modelMag_u   modelMag_g   modelMag_r   modelMag_i   modelMag_z   extinction_u   extinction_g   extinction_r   extinction_i   extinction_z    fuv_mag      nuv_mag      dered_u      dered_g      dered_r      dered_i      dered_z    petroR90_r  modelMagErr_u  modelMagErr_g  modelMagErr_r  modelMagErr_i  modelMagErr_z   fuv_magerr   nuv_magerr      e_bv      redshift     s2n_r     sn_fuv_auto   survey   morph_type   mag_ab_u   mag_ab_g   mag_ab_r   mag_ab_i   mag_ab_z    av_mw    a_lambda_u  a_lambda_g  a_lambda_r  a_lambda_i  a_lambda_z  a_lambda_fuv  a_lambda_nuv  fiber_corr  flux_u(E-17)  flux_g(E-17)  flux_r(E-17)  flux_i(E-17)  flux_z(E-17)  flux_fuv(E-17)  flux_nuv(E-17)  flux_u_err(E-17)  flux_g_err(E-17)  flux_r_err(E-17)  flux_i_err(E-17)  flux_z_err(E-17)  flux_fuv_err(E-17)  flux_nuv_err(E-17)  flux_u_esc(E-17)  flux_g_esc(E-17)  flux_r_esc(E-17)  flux_i_esc(E-17)  flux_z_esc(E-17)  flux_fuv_esc(E-17)  flux_nuv_esc(E-17)  scaling_factor  chi^2(goodness)  absolute_goodness  Mag_Abs_u   Mag_Abs_g   Mag_Abs_r   Mag_Abs_i   Mag_Abs_z
587727178455842887     658    52146     299       14.7452   -10.5844700     17.95900     18.99725     17.99918     17.56516     17.22641     17.03550      0.16249        0.11956        0.08671        0.06575        0.04662       20.45420     19.88660     18.83476     17.87962     17.47844     17.16066     16.98888    2.90942       0.03624        0.00727        0.00913        0.00823        0.02110       0.16274      0.09171     0.03108223   0.0559959   20.3375     6.673344     ['AIS']       3       18.79476   17.88962   17.48845   17.17066   17.00888    0.09635    0.15205     0.11721     0.08463     0.06493     0.04662     0.25253       0.27537       1.00000     26.10648      34.38796      28.85147      26.27107      21.39448      39.01154        31.54141         0.00000           0.00000           0.00000           0.00000           0.00000             0.14092            -0.02141             0.69615           0.91699           0.76935           0.70054           0.57050           1.04028             0.84108           0.02667          0.00101          0.00034        -18.16702   -19.07216   -19.47334   -19.79113   -19.95290
587727178992386152     658    52146     312       14.0094   -10.1693100     18.68273     19.05618     18.35046     18.34195     17.98787     17.99882      0.18581        0.13672        0.09916        0.07519        0.05331       19.85731     19.68741     18.87037     18.21375     18.24279     17.91269     17.94551    2.59601       0.03086        0.00801        0.01021        0.01095        0.04036       0.11684      0.07839     0.03617289   0.0582089   14.3116     9.295121     ['AIS']       3       18.83037   18.22374   18.25279   17.92268   17.96551    0.11214    0.17695     0.13641     0.09849     0.07556     0.05426     0.29389       0.32047       1.00000     25.26414      25.27889      14.27020      13.14222       8.86442      70.16517        39.46288         0.00000           0.00000           0.00000           0.00000           0.00000             0.09838            -0.03494             0.76679           0.76724           0.43311           0.39888           0.26904           2.12958             1.19773           0.03035          0.01013          0.00338        -18.21911   -18.82574   -18.79669   -19.12680   -19.08397
587727229449076794     664    52174     212       26.2917   -10.1729800     17.05190     18.35866     17.38691     16.92760     16.57569     16.41223      0.14504        0.10672        0.07740        0.05869        0.04161       19.60599     19.18773     18.21362     17.28018     16.85020     16.51699     16.37062    2.74511       0.02060        0.00521        0.00448        0.00473        0.01087       0.10480      0.05704     0.02786564   0.0516625   30.0236    10.363070     ['AIS']       3       18.17362   17.29019   16.86020   16.52700   16.39062    0.08638    0.13631     0.10508     0.07587     0.05821     0.04180     0.22640       0.24687       1.00000     46.26005      59.72827      51.45979      47.52718      37.81009      83.22586        58.51786         0.00000           0.00000           0.00000           0.00000           0.00000             0.07880            -0.06054             0.62974           0.81308           0.70052           0.64699           0.51471           1.13296             0.79660           0.01361          0.00854          0.00285        -18.60631   -19.48974   -19.91973   -20.25293   -20.38931
587727230522687661     664    52174     239       25.9408    -9.3529370     17.72202     19.09181     17.99556     17.55247     17.22603     16.99299      0.20223        0.14880        0.10792        0.08183        0.05802       20.47836     20.12595     18.88958     17.84676     17.44455     17.14420     16.93497    2.62709       0.03552        0.00760        0.00690        0.00919        0.01995       0.17264      0.09700     0.03949292   0.0523230   23.0253     6.290417     ['AIS']       3       18.84958   17.85676   17.45455   17.15420   16.95497    0.12243    0.19319     0.14893     0.10753     0.08250     0.05924     0.32087       0.34988       1.00000     24.82110      35.44468      29.76647      26.67243      22.48364      40.57411        27.05651         0.00000           0.00000           0.00000           0.00000           0.00000             0.15071            -0.01243             0.61631           0.88009           0.73910           0.66227           0.55827           1.00745             0.67181           0.02483          0.00058          0.00019        -17.95900   -18.95182   -19.35403   -19.65438   -19.85361
587727231059820600     664    52174     505       26.4922    -8.9250230     17.67477     19.60843     18.22974     17.53957     17.09645     16.82570      0.16136        0.11873        0.08611        0.06530        0.04630       21.28757     20.68751     19.44707     18.11101     17.45346     17.03116     16.77940    3.28038       0.06311        0.00780        0.00642        0.00665        0.02012       0.21929      0.14862     0.03078338   0.0520791   21.0755     4.952390     ['AIS']       3       19.40707   18.12101   17.46346   17.04115   16.79940    0.09543    0.15058     0.11609     0.08381     0.06430     0.04617     0.25010       0.27272       1.00000     14.85337      27.78756      29.52318      29.59915      25.94731      18.06740        15.04811         0.00000           0.00000           0.00000           0.00000           0.00000             0.14092             0.01220             0.62059           1.16100           1.23351           1.23669           1.08411           0.75488             0.62873           0.04178          0.00091          0.00030        -17.39097   -18.67703   -19.33458   -19.75688   -19.99863
587727884967149605     666    52149     417       30.4714    -7.9678550     17.86522     18.65968     17.70947     17.41964     17.24868     17.33827      0.11419        0.08402        0.06094        0.04621        0.03276       19.08255     18.78370     18.54549     17.62545     17.35870     17.20247     17.30551    2.94597       0.02593        0.00571        0.00606        0.00773        0.02556       0.08729      0.04918     0.02197186   0.0553764   31.4934    12.440830     ['AIS']       3       18.50549   17.63545   17.36870   17.21247   17.32551    0.06811    0.10748     0.08286     0.05982     0.04590     0.03296     0.17851       0.19466       1.00000     34.07664      43.45856      32.21558      25.27855      15.98273     129.09528        81.00040         0.00000           0.00000           0.00000           0.00000           0.00000             0.01587            -0.09475             0.68899           0.87868           0.65136           0.51110           0.32315           2.61016             1.63773           0.02022          0.02082          0.00694        -18.43114   -19.30118   -19.56793   -19.72416   -19.61113
587727780279615598     667    52163     503       32.7331    -8.8752100     17.00704     18.77670     17.48090     16.77409     16.39312     16.12338      0.10870        0.07998        0.05801        0.04399        0.03119       20.89153     20.13348     18.66800     17.40092     16.71608     16.34913     16.09219    3.38102       0.02670        0.00550        0.00507        0.00551        0.00981       0.22059      0.10796     0.02123850   0.0538255   32.7928     4.923257     ['AIS']       3       18.62800   17.41092   16.72608   16.35913   16.11219    0.06584    0.10389     0.08009     0.05783     0.04437     0.03186     0.17256       0.18816       1.00000     30.44062      53.44265      58.22566      55.47378      48.86265      24.26546        23.22925         0.00000           0.00000           0.00000           0.00000           0.00000             0.16296            -0.00523             0.54676           0.95992           1.04583           0.99640           0.87765           0.43585             0.41724           0.01796          0.01162          0.00387        -18.24447   -19.46155   -20.14639   -20.51333   -20.76027
587734304346144908     677    52606     180      345.2059    -0.3031415     17.92537     19.87123     18.46625     17.75327     17.24914     16.98718      0.26742        0.19676        0.14271        0.10821        0.07672       22.17061     21.37616     19.60381     18.26949     17.61056     17.14092     16.91046    3.23974       0.06319        0.00952        0.00760        0.00719        0.01846       0.43269      0.27618     0.05136204   0.0678727   20.0912     2.509853     ['AIS']       3       19.56381   18.27949   17.62056   17.15093   16.93046    0.15922    0.25125     0.19369     0.13984     0.10729     0.07704     0.41730       0.45503       1.00000     12.85668      24.01382      25.54599      26.75286      22.99704       9.31228         9.40365         0.00000           0.00000           0.00000           0.00000           0.00000             0.18971             0.03538             0.56962           1.06394           1.13182           1.18529           1.01889           0.41258             0.41663           0.04431          0.00747          0.00249        -17.83451   -19.11883   -19.77776   -20.24739   -20.46786
587731185661706439     679    52177     266      347.8476    -0.5234721     18.91802     19.44088     18.51265     18.39338     18.11565     17.99529      0.25899        0.19056        0.13821        0.10480        0.07430       20.23498     20.07475     19.18190     18.32209     18.25517     18.01085     17.92098    3.39596       0.05060        0.00931        0.01250        0.01271        0.03904       0.21706      0.14827     0.05046487   0.0543331   10.3366     5.003138     ['AIS']       3       19.14189   18.33209   18.26517   18.02085   17.94099    0.15644    0.24686     0.19031     0.13740     0.10542     0.07569     0.41001       0.44708       1.00000     18.96249      22.87807      14.10843      12.00608       9.06693      55.01204        30.95660         0.00000           0.00000           0.00000           0.00000           0.00000             0.19377            -0.03248             0.62572           0.75493           0.46555           0.39618           0.29919           1.81529             1.02151           0.03300          0.00920          0.00307        -17.75177   -18.56157   -18.62849   -18.87281   -18.95268
587731186201460957     682    52525     172      354.4665    -0.1666967     19.89509     19.96413     19.27519     19.66759     18.93298     19.48330      0.19290        0.14193        0.10294        0.07806        0.05534       20.20568     20.46851     19.77124     19.13326     19.56465     18.85492     19.42796    1.62822       0.04550        0.01202        0.02026        0.01632        0.09364       0.15420      0.13107     0.03757513   0.0717857    6.2702     7.042903     ['AIS']       3       19.73123   19.14326   19.57465   18.86492   19.44796    0.11648    0.18381     0.14170     0.10230     0.07849     0.05636     0.30529       0.33289       1.00000     11.01944      10.83807       4.22364       5.51787       2.26293      51.43140        19.43593         0.00000           0.00000           0.00000           0.00000           0.00000             0.13796             0.00257             0.83550           0.82175           0.32024           0.41837           0.17158           3.89957             1.47365           0.07582          0.09078          0.03026        -17.79493   -18.38291   -17.95152   -18.66124   -18.07821
588015508734869608     687    52518      26        5.4223    -0.2627666     17.98336     19.13045     18.18528     17.70865     17.41185     17.23908      0.13256        0.09753        0.07074        0.05364        0.03803       21.10233     20.11975     18.99789     18.08775     17.63791     17.35821     17.20105    2.60799       0.03570        0.00780        0.00703        0.00760        0.02125       0.17249      0.07740     0.02531617   0.0644992   18.4459     6.295931     ['AIS']       3       18.95789   18.09775   17.64791   17.36821   17.22105    0.07848    0.12384     0.09547     0.06893     0.05288     0.03797     0.20569       0.22428       1.00000     22.46444      28.38945      24.91051      21.90065      17.59684      20.58841        24.30246         0.00000           0.00000           0.00000           0.00000           0.00000             0.11826            -0.00540             0.67416           0.85196           0.74756           0.65724           0.52808           0.61786             0.72931           0.03001          0.00869          0.00290        -18.32440   -19.18455   -19.63438   -19.91408   -20.06124
587731187280576640     689    52262     388        6.6739     0.6796747     18.15531     19.55418     18.34849     17.77832     17.47254     17.20972      0.13025        0.09584        0.06951        0.05271        0.03737       20.54396     20.55221     19.42393     18.25265     17.70881     17.41983     17.17235    3.47296       0.04848        0.00891        0.00854        0.01043        0.02088       0.22803      0.19994     0.02557867   0.0600143   17.4309     4.762528     ['AIS']       3       19.38393   18.26265   17.71881   17.42983   17.19235    0.07929    0.12512     0.09646     0.06964     0.05343     0.03837     0.20782       0.22661       1.00000     15.17337      24.38905      23.33581      20.69227      18.06818      34.49887        16.35217         0.00000           0.00000           0.00000           0.00000           0.00000             0.19142             0.01312             0.57691           0.92730           0.88726           0.78675           0.68698           1.31169             0.62173           0.03802          0.00877          0.00292        -17.73476   -18.85603   -19.39988   -19.68885   -19.92634
588015509809987774     690    52261     342        8.6132     0.5046052     18.31496     19.00460     18.03157     17.74800     17.52240     17.39553      0.12311        0.09058        0.06570        0.04982        0.03532       19.95979     19.37263     18.88149     17.94099     17.68230     17.47258     17.36021    3.23838       0.03491        0.00842        0.00762        0.01028        0.02460       0.10586      0.06380     0.02389406   0.0605815   16.9821    10.258590     ['AIS']       3       18.84149   17.95099   17.69230   17.48258   17.38021    0.07407    0.11688     0.09011     0.06506     0.04991     0.03584     0.19413       0.21168       1.00000     25.00670      32.49827      23.91255      19.71096      15.19744      58.36077        47.81595         0.00000           0.00000           0.00000           0.00000           0.00000             0.09391            -0.04462             0.60649           0.78818           0.57995           0.47805           0.36858           1.41543             1.15968           0.02425          0.00487          0.00162        -18.29852   -19.18903   -19.44771   -19.65743   -19.75980
588015509273575600     690    52261     496        9.6112     0.0939333     17.84048     19.92399     18.43442     17.72463     17.32872     17.07353      0.10036        0.07385        0.05356        0.04061        0.02880       21.75903     21.61596     19.82363     18.36057     17.67107     17.28811     17.04473    3.00486       0.07511        0.00916        0.00732        0.00733        0.02189       0.36835      0.26980     0.01982892   0.0713895   21.1788     2.948312     ['AIS']       3       19.78363   18.37057   17.68107   17.29811   17.06473    0.06147    0.09700     0.07478     0.05399     0.04142     0.02974     0.16110       0.17567       1.00000     10.50033      22.08139      24.16123      23.36138      20.32172      10.80216         5.86356         0.00000           0.00000           0.00000           0.00000           0.00000             0.17708             0.03453             0.45739           0.96185           1.05245           1.01761           0.88520           0.47054             0.25541           0.04356          0.03086          0.01029        -17.72990   -19.14296   -19.83246   -20.21542   -20.44880
588015508203962492     695    52202     139       18.9877    -0.6830280     17.87208     19.51600     18.38016     17.77500     17.40705     17.22363      0.16699        0.12287        0.08911        0.06757        0.04791       20.94806     20.29226     19.34901     18.25729     17.68588     17.33948     17.17572    2.57226       0.05203        0.00873        0.00750        0.00717        0.01732       0.19793      0.12513     0.03285636   0.0728232   19.6325     5.486800     ['AIS']       3       19.30901   18.26729   17.69589   17.34948   17.19572    0.10185    0.16072     0.12390     0.08946     0.06863     0.04928     0.26695       0.29108       1.00000     16.25730      24.28504      23.83376      22.28180      18.01218      25.07756        22.01719         0.00000           0.00000           0.00000           0.00000           0.00000             0.14828            -0.00318             0.64761           0.96740           0.94943           0.88760           0.71752           0.99897             0.87706           0.03984          0.00334          0.00111        -18.24994   -19.29166   -19.86306   -20.20947   -20.36323
588015508209860869     702    52178     108       32.5956    -0.7540951     17.82301     19.55939     18.29707     17.62885     17.18323     16.94516      0.16810        0.12369        0.08971        0.06802        0.04823       21.41406     21.35205     19.39129     18.17338     17.53915     17.11521     16.89693    3.31303       0.05728        0.00929        0.00704        0.00670        0.01565       0.24362      0.20081     0.03259391   0.0617481   20.1550     4.457767     ['AIS']       3       19.35129   18.18338   17.54914   17.12521   16.91693    0.10104    0.15944     0.12291     0.08874     0.06809     0.04889     0.26481       0.28876       1.00000     15.63638      26.23624      27.28284      27.39415      23.28529      16.29489         8.27822         0.00000           0.00000           0.00000           0.00000           0.00000             0.14832             0.02633             0.62622           1.05074           1.09266           1.09711           0.93256           0.65260             0.33154           0.04005          0.00845          0.00282        -17.83199   -18.99990   -19.63414   -20.05808   -20.26635
588015509288452184     708    52175     155       43.6510     0.0611873     20.00418     19.84482     19.14252     19.46924     19.10076     19.27505      0.39024        0.28713        0.20825        0.15791        0.11196       20.11373     19.99946     19.45458     18.85538     19.26099     18.94285     19.16309    2.64867       0.06182        0.01352        0.02231        0.02407        0.11949       0.19719      0.14599     0.07563113   0.0571140    7.9306     5.507288     ['AIS']       3       19.41458   18.86539   19.27099   18.95285   19.18309    0.23446    0.36997     0.28521     0.20592     0.15799     0.11344     0.61448       0.67004       1.00000     14.75097      13.99913       5.58666       5.08864       2.88814      73.94492        40.55395         0.00000           0.00000           0.00000           0.00000           0.00000             0.16169            -0.06966             0.74467           0.70672           0.28203           0.25689           0.14580           3.73296             2.04729           0.05048          0.03637          0.01212        -17.59192   -18.14112   -17.73552   -18.05365   -17.82341
588015509288583270     708    52175     513       43.8447     0.1640103     19.65557     20.36193     19.60085     19.47523     19.06760     19.14060      0.36668        0.26980        0.19568        0.14838        0.10520       21.09644     20.63300     19.99525     19.33105     19.27955     18.91922     19.03540    2.24345       0.07826        0.01612        0.01850        0.01969        0.08487       0.35239      0.27416     0.07098979   0.0721221    8.0556     3.081792     ['AIS']       3       19.95525   19.34105   19.28955   18.92922   19.05540    0.22007    0.34726     0.26771     0.19328     0.14829     0.10648     0.57677       0.62892       1.00000      8.96505       9.03306       5.49196       5.20059       3.24859      28.91208        21.80428         0.00000           0.00000           0.00000           0.00000           0.00000             0.27918            -0.00590             0.73111           0.73666           0.44788           0.42412           0.26493           2.35782             1.77817           0.08155          0.01335          0.00445        -17.58160   -18.19580   -18.24730   -18.60762   -18.48145
587726878881349947     717    52468     543      330.9988    -8.0895250     17.77865     19.87995     18.37244     17.65187     17.21166     16.88084      0.18415        0.13550        0.09827        0.07452        0.05283       21.40512     20.84625     19.69580     18.23694     17.55360     17.13714     16.82801    3.27745       0.07112        0.00872        0.00673        0.00682        0.01983       0.30345      0.17745     0.03565580   0.0672793   19.9189     3.578802     ['AIS']       3       19.65580   18.24694   17.56360   17.14714   16.84801    0.11053    0.17442     0.13446     0.09708     0.07448     0.05348     0.28969       0.31589       1.00000     11.81225      24.74444      26.92203      26.84627      24.81142      16.80176        13.51642         0.00000           0.00000           0.00000           0.00000           0.00000             0.18778             0.01756             0.47826           1.00186           1.09002           1.08696           1.00457           0.68027             0.54725           0.04049          0.02481          0.00827        -17.72251   -19.13137   -19.81472   -20.23117   -20.53031
587730817896677403     718    52206     454      332.2307    -8.0048140     17.49946     19.27782     17.91176     17.18513     16.89346     16.54454      0.24064        0.17706        0.12842        0.09738        0.06904       18.67098     18.31989     19.03718     17.73470     17.05671     16.79609     16.47550    2.85045       0.05009        0.00783        0.00591        0.00658        0.01375       0.10163      0.06171     0.04635886   0.0551820   32.2135    10.686120     ['AIS']       3       18.99718   17.74470   17.06671   16.80608   16.49550    0.14371    0.22677     0.17482     0.12622     0.09684     0.06953     0.37665       0.41071       1.00000     21.66611      39.29848      42.54636      36.75426      34.32849     225.43085       150.82594         0.00000           0.00000           0.00000           0.00000           0.00000            -0.18959            -0.32188             0.53008           0.96148           1.04094           0.89923           0.83988           5.51539             3.69011           0.02447          0.01030          0.00343        -17.93151   -19.18399   -19.86198   -20.12260   -20.43319
587730818434924694     720    52206     411      335.4958    -7.7855320     18.00914     19.24184     18.18495     17.71493     17.39491     17.29155      0.31214        0.22967        0.16658        0.12631        0.08955       20.48621     19.99845     18.92970     17.95528     17.54836     17.26860     17.20199    2.95530       0.04458        0.00829        0.00701        0.00786        0.02128       0.17194      0.09559     0.06171287   0.0715799   21.1206     6.316042     ['AIS']       3       18.88970   17.96528   17.55835   17.27860   17.22200    0.19131    0.30188     0.23272     0.16802     0.12891     0.09256     0.50140       0.54673       1.00000     23.92066      32.07329      27.05236      23.78487      17.58151      47.39139        36.32712         0.00000           0.00000           0.00000           0.00000           0.00000             0.15333            -0.03422             0.61666           0.82683           0.69739           0.61316           0.45324           1.22172             0.93649           0.02578          0.00435          0.00145        -18.62991   -19.55433   -19.96126   -20.24101   -20.29762
587730816290980035     724    52254     217      343.5353   -10.0503100     17.63923     20.00395     18.34088     17.59366     17.21010     16.92595      0.21206        0.15603        0.11317        0.08581        0.06084       21.68993     21.45246     19.79189     18.18485     17.48049     17.12428     16.86511    2.80300       0.08191        0.00921        0.00794        0.00855        0.01599       0.28544      0.22944     0.04099286   0.0642424   27.5315     3.804704     ['AIS']       3       19.75189   18.19485   17.49049   17.13429   16.88511    0.12708    0.20053     0.15459     0.11161     0.08563     0.06149     0.33305       0.36317       1.00000     10.81179      25.96072      28.79719      27.16601      23.97789      13.43959         8.06980         0.00000           0.00000           0.00000           0.00000           0.00000             0.15617             0.03014             0.43586           1.04656           1.16091           1.09515           0.96663           0.54179             0.32532           0.04031          0.00919          0.00306        -17.52134   -19.07838   -19.78273   -20.13894   -20.38812
587726878351097995     725    52258     142      346.1310    -9.6209940     17.94899     19.60913     18.40299     17.77927     17.35839     17.09360      0.22607        0.16634        0.12064        0.09148        0.06486       21.80454     21.10055     19.38306     18.23665     17.65863     17.26691     17.02874    3.06444       0.05570        0.01002        0.00898        0.00922        0.02032       0.38442      0.24575     0.04386717   0.0662240   19.5641     2.825060     ['AIS']       3       19.34306   18.24665   17.66863   17.27691   17.04874    0.13599    0.21459     0.16543     0.11944     0.09163     0.06580     0.35641       0.38863       1.00000     15.75537      24.75114      24.43971      23.82194      20.62332      12.35019        11.41779         0.00000           0.00000           0.00000           0.00000           0.00000             0.20025             0.02876             0.59887           0.94081           0.92897           0.90549           0.78391           0.46944             0.43400           0.03801          0.01754          0.00585        -17.99926   -19.09567   -19.67369   -20.06541   -20.29358
587726878351818906     726    52226     171      347.8292    -9.6706930     18.12025     19.37530     18.24129     17.73422     17.38576     17.15090      0.18263        0.13438        0.09746        0.07390        0.05240       20.25599     20.31619     19.19267     18.10691     17.63676     17.31186     17.09850    3.38415       0.04847        0.00855        0.00742        0.00795        0.02304       0.23073      0.15992     0.03536176   0.0649316   20.8182     4.706765     ['AIS']       3       19.15267   18.11691   17.64676   17.32186   17.11850    0.10962    0.17298     0.13335     0.09628     0.07387     0.05304     0.28730       0.31328       1.00000     18.77521      27.89268      24.93695      22.85588      19.33986      48.31397        21.97189         0.00000           0.00000           0.00000           0.00000           0.00000             0.20603            -0.00394             0.55690           0.82734           0.73967           0.67794           0.57365           1.43308             0.65172           0.02966          0.01596          0.00532        -18.14481   -19.18057   -19.65073   -19.97563   -20.17898
587727223544938623     730    52466     563      322.2276    12.2368500     17.92158     18.84769     17.90109     17.58960     17.26770     17.17320      0.50926        0.37471        0.27177        0.20608        0.14611       20.43365     19.49742     18.33843     17.52638     17.31783     17.06163     17.02709    3.11967       0.02942        0.00650        0.00648        0.00727        0.02028       0.20486      0.07145     0.10007900   0.0690066   22.9676     5.301244     ['AIS']       3       18.29843   17.53638   17.32783   17.07162   17.04709    0.31024    0.48956     0.37740     0.27248     0.20906     0.15011     0.81311       0.88663       1.00000     41.23646      47.61056      33.45145      28.78003      20.65467      65.85803        78.25729         0.00000           0.00000           0.00000           0.00000           0.00000             0.17675            -0.12965             0.78373           0.90487           0.63577           0.54698           0.39256           1.25168             1.48733           0.01901          0.00803          0.00268        -19.13765   -19.89969   -20.10825   -20.36445   -20.38899
587730774952902775     737    52518     624      337.3765    13.8510000     17.71598     19.06726     18.01484     17.55676     17.18470     17.07289      0.34398        0.25310        0.18357        0.13919        0.09869       20.31041     20.06092     18.72328     17.76174     17.37320     17.04550     16.97420    2.72834       0.04262        0.00738        0.00656        0.00833        0.02027       0.17781      0.08295     0.06680330   0.0697388   23.6999     6.107752     ['AIS']       3       18.68328   17.77174   17.38319   17.05551   16.99420    0.20709    0.32678     0.25192     0.18188     0.13955     0.10020     0.54276       0.59183       1.00000     28.92957      38.33179      31.78851      29.21049      21.68575      57.83507        35.71690         0.00000           0.00000           0.00000           0.00000           0.00000             0.15793            -0.02833             0.69617           0.92243           0.76497           0.70293           0.52185           1.39176             0.85950           0.02406          0.00314          0.00105        -18.77687   -19.68840   -20.07695   -20.40464   -20.46594
587727221404074046     738    52521     226      337.8178    12.9085000     18.47794     19.32757     18.51046     18.36302     18.03396     17.98097      0.35337        0.26000        0.18858        0.14299        0.10138       20.54891     20.00289     18.97421     18.25046     18.17445     17.89097     17.87959    2.09599       0.03529        0.00992        0.01260        0.01356        0.03025       0.18892      0.10294     0.06818244   0.0617973   16.7433     5.748438     ['AIS']       3       18.93420   18.26046   18.18444   17.90097   17.89959    0.21137    0.33353     0.25712     0.18564     0.14243     0.10227     0.55396       0.60405       1.00000     22.95996      24.43839      15.19739      13.40768       9.41932      46.89998        38.09451         0.00000           0.00000           0.00000           0.00000           0.00000             0.16833            -0.04188             0.77599           0.82596           0.51363           0.45315           0.31835           1.58510             1.28750           0.03380          0.00588          0.00196        -18.25089   -18.92463   -19.00065   -19.28412   -19.28550
587727223016259882     740    52263     382      341.3621    14.5425600     17.76617     19.72536     18.39222     17.75807     17.30118     17.05654      0.25589        0.18828        0.13656        0.10355        0.07342       21.69729     20.72533     19.46947     18.20394     17.62152     17.19763     16.98312    2.68030       0.04798        0.00816        0.00657        0.00696        0.01619       0.53014      0.22460     0.04942345   0.0634644   21.3489     2.048524     ['AIS']       3       19.42947   18.21394   17.63151   17.20763   17.00312    0.15321    0.24177     0.18638     0.13456     0.10324     0.07413     0.40155       0.43786       1.00000     14.55006      25.50820      25.28958      25.39147      21.50823      14.19794        16.86220         0.00000           0.00000           0.00000           0.00000           0.00000             0.29924             0.01317             0.56253           0.98620           0.97774           0.98168           0.83155           0.54892             0.65193           0.03866          0.00613          0.00204        -17.81606   -19.03160   -19.61402   -20.03790   -20.24241
587730775494951112     744    52251     620      349.5366    15.4780600     17.66526     19.25813     17.97220     17.31343     16.95257     16.70534      0.17593        0.12945        0.09389        0.07119        0.05047       20.91895     20.47350     19.08220     17.84275     17.21954     16.88138     16.65487    3.41225       0.04460        0.00854        0.00819        0.00839        0.01656       0.20138      0.13903     0.03386725   0.0617531   23.9465     5.392806     ['AIS']       3       19.04220   17.85275   17.22954   16.89138   16.67487    0.10499    0.16567     0.12772     0.09221     0.07075     0.05080     0.27516       0.30004       1.00000     20.78607      35.57575      36.62090      33.97734      29.10102      25.95021        18.78309         0.00000           0.00000           0.00000           0.00000           0.00000             0.15301             0.00419             0.60746           1.03968           1.07022           0.99296           0.85046           0.75838             0.54892           0.02922          0.00296          0.00099        -18.14127   -19.33071   -19.95392   -20.29209   -20.50860
587730773348384972     746    52238     240      351.7245    13.9089700     17.06404     19.59972     17.83207     16.93081     16.48987     16.15005      0.32886        0.24197        0.17550        0.13307        0.09435       21.88387     21.49430     19.27086     17.59010     16.75532     16.35680     16.05570    3.17614       0.05588        0.00648        0.00487        0.00451        0.00967       0.33469      0.32201     0.06484704   0.0675188   37.8443     3.244777     ['AIS']       3       19.23086   17.60010   16.76531   16.36680   16.07570    0.20103    0.31721     0.24454     0.17656     0.13546     0.09727     0.52686       0.57450       1.00000     17.47061      44.89682      56.15929      55.08365      50.53296      13.38420         9.39174         0.00000           0.00000           0.00000           0.00000           0.00000             0.18268             0.04127             0.32997           0.84798           1.06070           1.04038           0.95443           0.25279             0.17738           0.01889          0.07994          0.02665        -18.15554   -19.78631   -20.62109   -21.01961   -21.31071
587727220874019014     747    52234     241      353.7895    13.6890000     17.96568     18.94565     17.82962     17.35570     16.97900     16.83005      0.41218        0.30328        0.21996        0.16679        0.11826       20.66138     19.87477     18.53347     17.52634     17.13574     16.81220     16.71179    3.47516       0.03464        0.00746        0.00637        0.00731        0.01950       0.18922      0.09611     0.08270086   0.0685577   16.5818     5.739460     ['AIS']       3       18.49347   17.53634   17.14574   16.82221   16.73179    0.25637    0.40455     0.31187     0.22517     0.17275     0.12404     0.67192       0.73267       2.84611     98.06566     135.50980     112.59104     103.06460      78.59393      47.02276        48.12772         0.13075           0.13075           0.13075           0.13075           0.13075             0.16863            -0.06819             0.56994           0.78755           0.65435           0.59899           0.45677           0.27329             0.27971           0.00581          0.01236          0.00412        -18.92773   -19.88486   -20.27546   -20.59899   -20.68941
587727223022223510     747    52234     582      355.4908    15.4705200     17.88272     18.88870     18.07200     17.62235     17.26649     17.16747      0.23053        0.16962        0.12302        0.09329        0.06614       20.21882     19.72163     18.65817     17.90238     17.49932     17.17320     17.10133    2.91641       0.02580        0.00697        0.00631        0.00701        0.01746       0.15873      0.05337     0.04427906   0.0698279   20.0975     6.841733     ['AIS']       3       18.61817   17.91238   17.50933   17.18320   17.12133    0.13727    0.21660     0.16698     0.12056     0.09249     0.06642     0.35975       0.39228       1.00000     30.71743      33.67472      28.30194      25.96923      19.28956      53.36666        40.79215         0.00000           0.00000           0.00000           0.00000           0.00000             0.14193            -0.02584             0.78262           0.85797           0.72108           0.66165           0.49146           1.35968             1.03931           0.02548          0.00552          0.00184        -18.84489   -19.55068   -19.95373   -20.27985   -20.34173
