Objid,plate,mjd,fiberid,ra,dec,fiberMag_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,fuv_mag,nuv_mag,dered_u,dered_g,dered_r,dered_i,dered_z,petroR90_r,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,fuv_magerr,nuv_magerr,e_bv,s2n_r,sn_fuv_auto,survey,morph_type
588018056201306382,1686,53472,502,250.2306,28.9448,18.409,19.47095,18.2328,17.79593,17.52698,17.30993,21.11974,20.28548,19.3231,18.12401,17.71702,17.46715,17.26751,3.455108,0.05294672,0.007526376,0.007302975,0.008167755,0.02824157,0.3839277,0.1697281,0.0287581,12.9065,2.828657,AIS,3
588297864721268789,1217,52672,271,148.9122,41.72259,19.16517,19.587,18.82242,18.80629,18.46486,18.5063,20.26766,20.12251,19.51238,18.76751,18.76646,18.43466,18.48489,2.743377,0.04220262,0.009604556,0.01288146,0.01424611,0.05667448,0.2092142,0.1389053,0.01442597,9.14533,5.190852,AIS,3
588007004698116175,441,51868,455,125.1532,47.11843,17.13853,19.01983,17.61783,16.90508,16.52468,16.27505,20.70321,20.14107,18.8343,17.48132,16.80608,16.44961,16.22182,3.292803,0.02694526,0.005658297,0.005212323,0.00463173,0.01137716,0.2451402,0.1432108,0.03593827,33.7783,4.430119,AIS,3
587742061613351039,2649,54212,173,193.6633,22.35672,17.67583,19.56274,18.06421,17.37464,16.98281,16.77347,22.07576,20.79021,19.3667,17.91996,17.27002,16.90348,16.71723,3.213376,0.05132423,0.006730041,0.005553961,0.005464971,0.01461821,0.432604,0.2042448,0.0375733,24.5341,2.510379,AIS,3
587732054312681833,861,52318,367,123.3694,32.32049,17.73891,19.77968,18.2207,17.48591,17.09939,16.80962,21.62325,21.21812,19.5467,18.04927,17.36158,17.00512,16.74278,2.940081,0.05377112,0.007554802,0.006606457,0.006542464,0.01719152,0.4701617,0.1955447,0.0453837,22.2668,2.309844,AIS,3
587739721911238762,2137,54206,53,219.9005,26.33895,17.87894,19.10354,18.0457,17.55595,17.22137,17.02743,21.05206,20.42391,18.95198,17.93418,17.47507,17.16004,16.98394,3.21706,0.03627074,0.009140933,0.006472373,0.007260093,0.01797155,0.4255655,0.2109376,0.0294173,19.7716,2.551899,AIS,3
587725469062463615,451,51908,159,140.9544,56.18617,17.87449,19.6544,18.35818,17.75114,17.33857,17.10708,21.00972,20.84033,19.49564,18.24136,17.66641,17.27432,17.06153,3.2228,0.04833413,0.007788822,0.006803853,0.006413814,0.01521268,0.2086417,0.1158891,0.03088173,21.7679,5.205095,AIS,3
587742014373822745,2778,54539,508,224.1311,18.08304,18.06578,19.46944,18.30774,17.8218,17.47107,17.29034,20.86435,20.90532,19.29729,18.18107,17.72993,17.40141,17.24095,3.013661,0.04144342,0.008608934,0.007853879,0.007401627,0.02042117,0.2273206,0.1848256,0.03329322,20.5354,4.777393,AIS,3
587728880335585424,569,52264,465,143.3873,3.866556,17.68792,19.11679,18.0442,17.45027,17.05936,16.83825,21.51155,20.45618,18.92844,17.90561,17.34975,16.98315,16.78421,3.083848,0.0327787,0.00686598,0.005858496,0.005947594,0.0158026,0.3177291,0.1686733,0.03732277,31.2252,3.418006,AIS,3
587729232516415659,629,52051,497,250.9966,44.60947,18.63254,18.61326,17.85848,18.03546,17.73523,17.87372,19.46112,18.93245,18.53713,17.80247,17.99483,17.70443,17.85188,2.837631,0.02179649,0.006050142,0.008101686,0.008810747,0.03324204,0.1308135,0.06919213,0.01484915,14.1712,8.301896,AIS,3
588010359612571766,575,52319,463,155.7859,4.58733,18.35326,19.54104,18.33847,17.8142,17.51107,17.36298,20.90407,20.68731,19.42072,18.24994,17.74999,17.46238,17.32846,3.234255,0.04659523,0.009254521,0.008666982,0.00996367,0.02550186,0.2751799,0.218918,0.02325961,16.2206,3.946509,AIS,3
587725979614773413,445,51873,355,127.2972,50.67384,17.78431,19.36797,18.19908,17.63587,17.27316,17.05751,20.25824,19.93162,19.13737,18.0294,17.51281,17.17985,16.99135,3.145645,0.04413516,0.008270509,0.006925347,0.007354395,0.01831782,0.1856671,0.1208887,0.04484674,20.9778,5.849178,AIS,3
587739116319408239,1941,53386,7,143.3533,30.78135,17.60312,18.97228,17.89535,17.41183,17.05671,16.83335,20.09826,19.79083,18.87798,17.82596,17.36151,17.01855,16.8063,2.576781,0.03080001,0.005924024,0.00530834,0.005464775,0.01171324,0.1344903,0.08385385,0.01835496,21.9984,8.074934,AIS,3
588017603601170600,1359,53002,214,156.2682,40.14112,17.4354,19.70379,17.99616,17.22889,16.87469,16.6149,21.50511,21.32976,19.65497,17.96024,17.20283,16.85493,16.60089,2.990188,0.0429877,0.007265454,0.00524843,0.005362316,0.01093191,0.3505349,0.3051348,0.009408055,25.7846,3.098123,AIS,3
587742061054525670,2440,53818,527,140.6992,16.21827,17.9119,19.83075,18.35183,17.64474,17.24996,16.94387,21.19473,20.67308,19.69493,18.2519,17.57227,17.195,16.90491,3.479219,0.05475063,0.01004892,0.007059459,0.007432953,0.01542512,0.2981121,0.1577469,0.02628263,18.9094,3.642926,AIS,3
587739610240516167,1975,53734,565,191.6378,33.18328,17.92348,19.5934,18.40702,17.76463,17.36362,17.15119,21.45844,20.54235,19.52651,18.3578,17.72893,17.33656,17.132,3.083106,0.05008824,0.008464607,0.007236912,0.007826649,0.01797946,0.3503622,0.1871574,0.01287559,22.3082,3.09965,AIS,3
587736477602808485,1731,53884,117,244.225,6.219489,17.5695,19.44053,18.06712,17.36788,16.98024,16.74687,20.82706,20.4208,19.1482,17.85202,17.21187,16.86194,16.66299,2.694405,0.0393213,0.006943059,0.005677283,0.005636636,0.01268657,0.213267,0.1322777,0.05732454,24.3342,5.092208,AIS,3
587742552286560377,2755,54507,610,208.2571,19.63565,17.34886,18.44124,17.37464,16.9346,16.56212,16.41838,19.28114,19.33213,18.32856,17.29173,16.87447,16.51652,16.38605,3.237901,0.02311544,0.008399112,0.007162775,0.006313998,0.01158949,0.1317645,0.09503467,0.02182305,27.1365,8.241976,AIS,3
588013383804911731,870,52325,432,141.5361,43.90936,17.79565,19.98937,18.46313,17.79297,17.42582,17.15146,21.45738,20.85659,19.8951,18.39377,17.74266,17.38767,17.12441,2.487849,0.046271,0.007409674,0.006076297,0.006575298,0.0135556,0.3883354,0.2815506,0.01840072,19.6695,2.796552,AIS,3
587728906637082958,756,52577,372,117.8958,34.77536,17.99505,20.00274,18.59228,17.83607,17.4165,17.16277,21.50728,20.86816,19.78389,18.43125,17.71928,17.32794,17.09998,3.380013,0.05193512,0.00868928,0.006935953,0.007482064,0.01699483,0.3929511,0.1757273,0.04275863,18.3661,2.763702,AIS,3
587729228221186117,611,52055,476,225.8869,61.28941,17.81567,18.5661,17.63066,17.37679,17.08763,17.08106,19.36302,19.12031,18.49371,17.57741,17.33816,17.05834,17.0603,2.973665,0.0229722,0.005710723,0.005956628,0.005966728,0.02020058,0.1339798,0.07839636,0.01438527,24.4542,8.105697,AIS,3
588007004733767750,630,52050,163,252.2054,39.52585,17.62211,18.67678,17.62979,17.16351,16.82649,16.65706,20.3192,19.59888,18.58367,17.56128,17.11382,16.78881,16.63035,3.274161,0.02159875,0.005143503,0.004826681,0.004909398,0.01234581,0.1522804,0.06783751,0.01810423,30.6265,7.131581,AIS,3
588013384357052549,886,52381,522,193.7567,53.0435,17.07266,19.98583,18.06051,17.23741,16.82778,16.51371,21.6389,22.05089,19.95079,18.03473,17.21871,16.8136,16.50366,2.254421,0.0580781,0.006319488,0.00491352,0.005018738,0.009475986,0.4739718,0.294621,0.006419477,27.6773,2.291276,AIS,3
587735696441147438,1311,52765,400,173.8161,57.12134,17.58048,19.81041,18.17413,17.32489,16.89609,16.65055,21.52285,21.30396,19.73536,18.1189,17.28484,16.86572,16.62902,3.497864,0.07060584,0.02108476,0.00579951,0.005781433,0.01523001,0.3112285,0.2355633,0.014646,19.5176,3.489397,AIS,3
587736915678789645,1710,53504,632,220.2391,12.33713,18.70084,19.05736,18.35426,18.40023,18.06896,18.12014,19.84853,19.54766,18.90232,18.24018,18.31749,18.00622,18.07566,2.235915,0.02660139,0.007798219,0.009640302,0.009355182,0.0286409,0.1280158,0.08651004,0.03047557,13.7055,8.483327,AIS,3
587725993572434094,625,52145,159,246.9492,48.57251,17.44687,18.70027,17.72731,17.23384,16.86141,16.66749,20.42542,19.75573,18.61725,17.66623,17.18954,16.82782,16.64367,2.738035,0.02035684,0.00516934,0.004783431,0.005000624,0.01269993,0.159262,0.0622941,0.01622899,26.2939,6.818951,AIS,3
587745244166684721,2587,54138,630,154.119,17.37106,17.8766,19.35454,18.16421,17.63335,17.26295,17.02227,20.66425,20.4575,19.18473,18.03927,17.54273,17.19424,16.97355,2.930107,0.04149077,0.006711286,0.006321391,0.006357616,0.0179491,0.201247,0.1226443,0.03292406,24.1744,5.396354,AIS,3
587726878342250851,1177,52824,113,325.8409,-7.87555,17.80219,20.03322,18.60745,17.88004,17.4726,17.15771,21.40761,21.02059,19.8279,18.45637,17.77046,17.38952,17.0988,2.615736,0.06133442,0.01048832,0.009776657,0.01007762,0.01945385,0.2739849,0.2113919,0.0395392,19.8802,3.963722,AIS,3
587738410321903838,1740,53050,630,142.219,11.1185,17.93114,18.8798,17.76526,17.32895,17.03865,16.82319,20.43589,19.88824,18.69377,17.62838,17.22967,16.96337,16.76981,3.36308,0.02646016,0.006860746,0.006118919,0.007201101,0.01630186,0.1441794,0.09005249,0.03632651,20.584,7.532284,AIS,3
587727884967149605,666,52149,417,30.47144,-7.967855,17.86522,18.65968,17.70947,17.41964,17.24868,17.33827,19.08255,18.7837,18.54549,17.62545,17.3587,17.20247,17.30551,2.945971,0.02593289,0.005710026,0.00605914,0.007728708,0.02555672,0.0872932,0.04918066,0.02197186,31.4934,12.44083,AIS,3
587739115239768276,1931,53358,278,130.1194,24.04648,17.7585,19.75669,18.32284,17.63227,17.26685,16.98848,20.72789,20.77002,19.61242,18.21669,17.55528,17.20847,16.94708,2.902324,0.05452535,0.008363931,0.006480886,0.006255595,0.01667843,0.2482162,0.2455476,0.02821929,18.2362,4.375217,AIS,3
587742572683264030,2485,54176,461,165.0407,18.90905,16.89771,18.75653,17.2334,16.61588,16.32566,16.07713,22.09271,21.12665,18.63854,17.14658,16.55291,16.27791,16.04328,2.990033,0.02999925,0.00468069,0.00418475,0.004319667,0.009820321,0.4096961,0.1890563,0.02269917,36.2117,2.650745,AIS,3
587739406256177417,2129,54243,273,214.3386,30.74436,17.96497,19.62457,18.30444,17.7275,17.34679,17.13139,21.19237,20.52844,19.54132,18.24319,17.68307,17.3131,17.1075,3.043267,0.04729247,0.007150505,0.006554095,0.006374419,0.01748333,0.3599804,0.1914857,0.01570729,18.8228,3.016831,AIS,3
588017625072140460,1428,52998,407,156.0858,40.01131,17.87874,18.94124,17.83409,17.40421,17.07777,16.97511,20.4046,19.66198,18.8926,17.79831,17.37825,17.05809,16.96116,2.953702,0.02680118,0.00773925,0.006647911,0.008703385,0.0397824,0.2062506,0.1058416,0.009340136,20.0786,5.265439,AIS,3
587732590107557975,957,52398,146,193.9891,59.1063,17.27943,19.15684,17.76316,17.12341,16.70869,16.45067,21.04272,20.64323,19.11564,17.73285,17.10143,16.69202,16.43885,3.395505,0.03644923,0.00561859,0.004806862,0.004413281,0.009913574,0.3234118,0.09925585,0.007721027,25.4384,3.357948,AIS,3
587742013829152961,2654,54231,114,205.5061,21.00224,18.04742,19.31418,18.26942,17.83137,17.53054,17.34748,20.24671,19.89829,19.17581,18.16761,17.75753,17.47455,17.30778,2.739735,0.03161614,0.008254491,0.007256193,0.007457711,0.01828555,0.1943939,0.06730358,0.02696545,19.0937,5.586594,AIS,3
587738569248211050,1775,53847,147,203.4632,14.06872,18.79052,19.45908,18.70146,18.55464,18.12504,18.27497,20.1574,19.83858,19.33945,18.61343,18.49079,18.07663,18.24065,2.076199,0.0325352,0.008785836,0.01113943,0.01011664,0.0323956,0.1922379,0.1245504,0.02313316,11.3219,5.649249,AIS,3
587744873716973732,2430,53815,51,133.9019,12.4333,17.53617,18.66285,17.6487,17.13996,16.79504,16.61108,19.87932,19.44443,18.47045,17.50713,17.03728,16.71718,16.55588,3.310047,0.02880595,0.005801207,0.005772542,0.00603021,0.0381377,0.1239131,0.07609487,0.03734365,21.2479,8.764204,AIS,3
587739828207157431,2156,54525,387,228.0644,20.89354,17.62987,19.03661,17.94997,17.38115,16.90662,16.76195,21.39667,20.52169,18.79262,17.77045,17.25095,16.80789,16.69195,3.324118,0.03547104,0.006275643,0.005557392,0.005304588,0.01505704,0.4021376,0.1931479,0.04743663,26.912,2.700568,AIS,3
587728880872259688,569,52264,338,142.9032,4.260987,17.8489,19.25004,18.12639,17.68657,17.36181,17.2238,20.68395,20.32191,19.0458,17.97611,17.57758,17.27917,17.1652,2.639444,0.02828861,0.007203193,0.006211468,0.006658696,0.01556058,0.2063276,0.1127531,0.03889191,27.5794,5.263473,AIS,3
587732052711178340,1202,52672,41,145.3951,44.10949,17.53571,18.77592,17.67174,17.25117,16.9055,16.742,19.97802,19.43129,18.70945,17.62283,17.21569,16.8786,16.72293,2.615673,0.0218031,0.005572688,0.004890747,0.005261883,0.01223644,0.1847889,0.09999678,0.01314311,24.4631,5.876977,AIS,3
587729227685626081,613,52345,161,230.1372,59.18948,18.07426,19.44328,18.19647,17.65553,17.32358,17.1296,20.81681,20.48952,19.38756,18.15546,17.62579,17.30103,17.11361,3.233698,0.04582385,0.009864611,0.009280272,0.01139346,0.01923184,0.1998848,0.1174631,0.01069812,22.3137,5.433128,AIS,3
588297864716681444,1212,52703,487,137.2539,36.55873,17.29054,19.05792,17.89383,17.28474,16.88603,16.65174,20.20034,19.6621,18.93365,17.80239,17.21842,16.83574,16.61608,2.597315,0.02897098,0.005552065,0.00506758,0.00501186,0.01316282,0.2055689,0.1334028,0.02435325,26.7575,5.2829,AIS,3
587741420031377514,2290,53727,447,140.0459,23.28059,17.69264,19.47525,18.23055,17.5518,17.0335,16.91154,20.84576,21.16239,19.26211,18.07372,17.43805,16.94725,16.85038,3.188897,0.03525683,0.007732934,0.005996348,0.02215955,0.01445336,0.3378257,0.1774252,0.04155682,24.5369,3.214676,AIS,3
587739377245683839,1982,53436,34,160.2201,32.68443,17.66085,18.8676,17.80904,17.38182,17.03612,16.87025,20.0664,19.62085,18.75611,17.72701,17.32232,16.991,16.83826,2.741364,0.03090709,0.006534243,0.005764342,0.005983812,0.01741909,0.1893089,0.1085564,0.02164533,20.0915,5.736655,AIS,3
587739130805157969,2028,53818,471,205.9217,34.70369,18.06344,19.09682,18.04617,17.6352,17.33989,17.21155,20.1669,20.04434,19.04308,18.00663,17.60653,17.31815,17.19614,3.201936,0.02722334,0.008599137,0.006810029,0.009147525,0.04386248,0.196976,0.1420756,0.01082522,24.4605,5.513363,AIS,3
588018091080417476,1404,52825,506,239.7061,32.81432,18.19852,19.14585,18.16445,17.8042,17.50385,17.3805,20.12753,19.86167,18.96571,18.0319,17.70806,17.43095,17.32881,2.903902,0.0275664,0.007516305,0.006792106,0.007968123,0.02112321,0.1755685,0.109749,0.03604165,18.0753,6.185621,AIS,3
587732482201485337,941,52709,19,148.3592,42.64098,18.20312,19.76272,18.36759,17.73676,17.33333,17.10252,20.40028,20.05571,19.70508,18.32518,17.706,17.31,17.08599,2.767831,0.05045138,0.00906386,0.0067496,0.007085217,0.01723876,0.2898772,0.1570966,0.01115926,13.7704,3.746414,AIS,3
587738411405672640,1750,53358,606,165.3747,14.88605,17.39471,19.86712,18.085,17.23145,16.82888,16.54096,21.70934,22.50738,19.76792,18.012,17.17851,16.78873,16.5125,3.146568,0.04472896,0.006603695,0.005125497,0.005590008,0.01135733,0.3536855,0.4583715,0.01927054,22.8252,3.070524,AIS,3
587733398107586790,1055,52761,438,240.5821,38.40806,17.82003,19.52417,18.16111,17.53763,17.1648,16.90371,21.35148,20.57256,19.44993,18.10648,17.49801,17.13476,16.88241,3.42949,0.04948964,0.01561715,0.007719978,0.007768647,0.01696288,0.3774867,0.1781472,0.01415671,18.7341,2.876923,AIS,3
587736809916661834,1710,53504,364,218.1419,13.56303,17.81043,19.12867,17.97451,17.53641,17.21384,17.01246,20.65917,19.83617,18.99521,17.87631,17.46519,17.15984,16.97417,2.765697,0.03593813,0.006300067,0.00576074,0.006242989,0.01511769,0.258803,0.07032917,0.02622935,22.0506,4.196242,AIS,3
587726033849876638,505,52317,454,158.7978,3.134269,18.1205,19.00409,18.10194,17.80236,17.47291,17.3577,20.12094,19.79926,18.82713,17.97174,17.70793,17.4013,17.30692,3.385116,0.03177681,0.007117126,0.007262783,0.008341482,0.02242205,0.1193288,0.0898027,0.03448405,18.6432,9.100905,AIS,3
587739707945254954,2123,53793,509,212.0619,27.57605,17.49536,18.36654,17.45608,17.09144,16.74082,16.65224,19.52407,18.99361,18.2714,17.38607,17.04067,16.70232,16.62494,2.849194,0.02392928,0.01130938,0.005617486,0.005607319,0.01645504,0.1984104,0.04991513,0.01847728,26.2921,5.473502,AIS,3
587739828216463722,2204,53877,197,248.724,13.03494,18.44301,19.12948,18.15602,17.8769,17.60766,17.54639,20.42797,20.1698,18.85312,17.95268,17.72942,17.49583,17.4671,3.053919,0.04225052,0.008308704,0.007699263,0.008527614,0.03076166,0.1786598,0.1102927,0.05268762,20.3048,6.078591,AIS,3
587732482745893018,966,52642,256,171.6622,48.65162,18.0928,20.11654,18.3904,17.64701,17.28515,17.04838,22.11992,22.88565,20.04091,18.33475,17.60665,17.25455,17.02668,3.453615,0.08396947,0.008561883,0.0067568,0.006548614,0.01669947,0.4568318,0.4365043,0.01467594,14.9693,2.377243,AIS,3
587742062680604773,2513,54141,332,177.5413,23.17776,18.2101,19.24319,18.03773,17.58601,17.31193,17.14112,20.95769,20.27671,19.14183,17.96316,17.53192,17.27092,17.11204,3.429009,0.04237194,0.007350878,0.007767154,0.009099977,0.01786137,0.2905743,0.1558715,0.01962826,15.8372,3.737427,AIS,3
587732470922805565,931,52619,530,125.5483,31.47823,17.94427,19.60107,18.28945,17.65272,17.24451,17.00187,21.7796,20.83015,19.38983,18.13402,17.53999,17.15904,16.94127,3.162899,0.05318807,0.009838509,0.008113351,0.007514504,0.01856031,0.3089644,0.1587314,0.04092785,20.4412,3.514968,AIS,3
587736541482582209,1827,53531,620,217.8762,7.592899,17.85176,19.40714,18.01852,17.44509,17.07117,16.83681,21.69351,20.58852,19.27224,17.91927,17.3731,17.01658,16.79811,3.284181,0.05086121,0.008608208,0.008822605,0.008472838,0.01759633,0.4834434,0.1953939,0.02615011,18.0012,2.246385,AIS,3
588017627223490676,1364,53061,365,166.9125,44.1013,17.57624,19.20897,17.84568,17.2213,16.83114,16.64974,21.13179,20.67343,19.15377,17.80507,17.19184,16.80881,16.6339,3.041513,0.03201286,0.006234184,0.005201036,0.005767643,0.01181795,0.3193638,0.2073196,0.01074207,24.4149,3.40051,AIS,3
587725577497280760,352,51789,547,260.234,63.85362,17.82441,19.57216,18.2057,17.54195,17.1419,16.86678,20.99021,20.99004,19.41258,18.08829,17.45679,17.07733,16.82099,3.46215,0.05501782,0.00840966,0.007993798,0.007018684,0.01935476,0.2794347,0.1966856,0.03096166,20.4112,3.886418,AIS,3
587739406781382838,2089,53498,593,182.8501,34.58339,17.73608,19.66801,18.31518,17.58791,17.20279,16.93699,21.58885,21.6715,19.59456,18.26114,17.54871,17.17307,16.91591,2.652447,0.0471415,0.007740263,0.006377511,0.006583221,0.01551453,0.3075413,0.3439985,0.01387553,29.4909,3.531233,AIS,3
587735665305387219,1324,53088,270,210.2413,54.17092,17.77934,19.66481,18.1109,17.4726,17.14815,16.90246,21.6879,20.52714,19.61806,18.0765,17.44765,17.12923,16.88905,2.96621,0.05294282,0.007140069,0.005938611,0.005564972,0.01304624,0.384269,0.1928008,0.009106468,22.94,2.826145,AIS,3
587742060517785775,2440,53818,602,141.0623,15.79367,17.84837,19.6206,18.32863,17.67518,17.29104,17.00477,21.33086,20.86426,19.44834,18.20188,17.58325,17.22134,16.95535,2.840801,0.04677859,0.007590801,0.006297939,0.005757097,0.01332906,0.2583492,0.158071,0.03364063,21.3069,4.203613,AIS,3
587737810102780231,1735,53035,369,114.1014,42.98847,17.56026,19.41686,18.12348,17.53031,17.14319,16.90352,21.29655,20.43069,19.1673,17.93985,17.39713,17.04221,16.83192,2.628661,0.03462897,0.00740632,0.006294323,0.007164258,0.01496,0.2588328,0.142896,0.04837961,29.5155,4.195759,AIS,3
587739505005953096,2004,53737,194,182.7039,31.92524,16.99193,19.25046,17.75154,16.97504,16.60802,16.33907,20.99238,20.63065,19.1609,17.68564,16.92725,16.57178,16.31337,2.538944,0.03709181,0.00858535,0.007710409,0.008246926,0.01273604,0.3100363,0.1364197,0.01707814,34.5295,3.502815,AIS,3
587738568704589948,1768,53442,225,187.4392,14.53786,18.13007,19.34987,18.24305,17.82247,17.50725,17.3154,20.67924,20.35227,19.17709,18.11592,17.73027,17.43733,17.26582,2.975157,0.03859112,0.008400913,0.01004867,0.007943163,0.02401462,0.2599206,0.1814291,0.03395332,17.4429,4.178199,AIS,3
587739133491675295,1839,53471,405,212.3354,35.45589,17.79731,18.84835,17.73659,17.24578,16.91722,16.77615,20.20466,19.51719,18.77797,17.6848,17.20821,16.88873,16.75595,3.378575,0.02861959,0.005360604,0.004998511,0.005392336,0.01314296,0.2836821,0.07171187,0.01347168,19.5191,3.828229,AIS,3
588013383794164256,859,52317,269,118.2206,28.09284,18.09386,19.49941,18.21064,17.7324,17.39473,17.25251,20.95113,20.57078,19.32194,18.08006,17.63769,17.32291,17.20159,2.611664,0.04186474,0.009326527,0.009720747,0.01085428,0.01715171,0.2208605,0.1773169,0.03423753,15.9716,4.91713,AIS,3
587741726582308970,2661,54505,572,194.067,24.988,17.90621,19.67997,18.36943,17.70685,17.32107,17.07759,21.46173,20.94045,19.60537,18.31454,17.66704,17.29089,17.05619,3.363326,0.0489499,0.008043273,0.00685013,0.007183238,0.02096881,0.3307902,0.1418847,0.01444529,22.8239,3.283048,AIS,3
587726016688226441,851,52376,124,199.9081,3.516668,17.79006,18.42414,17.49283,17.1655,16.8789,16.76366,19.29912,19.12957,18.2944,17.39737,17.09626,16.8264,16.72644,3.122275,0.0236889,0.006005438,0.008363123,0.007755063,0.01966383,0.1252093,0.08958669,0.02484567,21.7573,8.673476,AIS,3
587730021718818930,1829,53494,125,221.7785,5.218144,17.67095,18.94077,17.8555,17.39165,17.09461,16.91331,20.45345,20.31303,18.74664,17.71267,17.28805,17.01605,16.85762,3.382578,0.03150524,0.006227681,0.005814253,0.005661591,0.0149026,0.1766255,0.1262897,0.0377673,24.3442,6.148603,AIS,3
587741533864263841,2230,53799,539,183.9669,30.74719,17.49541,19.45889,17.95892,17.33031,16.95841,16.71036,20.99378,20.78625,19.376,17.89793,17.28608,16.92486,16.68658,3.13704,0.03387233,0.006039481,0.005218454,0.005556754,0.01076065,0.3287703,0.2082825,0.01606834,24.4697,3.303218,AIS,3
587742014900404383,2652,54508,332,199.453,22.52256,17.917,19.39159,18.1747,17.58669,17.21651,17.03362,21.04928,20.43481,19.32856,18.12832,17.55305,17.191,17.01554,2.845225,0.03567841,0.009030756,0.006874642,0.006957793,0.01470669,0.3619617,0.09947183,0.01217319,18.0916,3.000318,AIS,3
587731187263865268,371,52078,594,328.5551,0.6791602,17.74516,19.71002,18.23168,17.50126,17.09482,16.83162,21.66701,21.07199,19.34521,17.96326,17.30658,16.94719,16.72695,3.209976,0.05183227,0.009678579,0.007834777,0.007868762,0.02265032,0.2969071,0.1765103,0.0710961,26.1206,3.65771,AIS,3
587734949130600635,1599,53089,395,156.6208,11.20743,17.98497,19.66842,18.3036,17.65578,17.29604,17.08379,20.9188,20.60412,19.52769,18.20006,17.58068,17.2391,17.04342,3.488533,0.05187209,0.008862259,0.007983939,0.00828198,0.02280782,0.3132362,0.1213799,0.02733926,16.9102,3.467033,AIS,3
587731187283263631,394,51812,416,12.77188,0.7668759,19.15533,19.60362,18.78566,18.78871,18.54714,18.60599,19.9017,19.91567,19.4804,18.69499,18.72294,18.49727,18.57063,2.259589,0.03991931,0.01021413,0.01288402,0.01589976,0.04733721,0.1785038,0.1262542,0.02370671,19.5737,6.083906,AIS,3
588013383265353989,1198,52669,564,135.056,40.10952,18.28757,18.98914,17.9514,17.50815,17.18596,17.02078,19.98005,19.66128,18.89853,17.88473,17.4598,17.14929,16.99479,3.426245,0.03898373,0.00721793,0.007250461,0.007669907,0.02463908,0.1798112,0.08259593,0.01768566,16.0591,6.03967,AIS,3
587742060532531338,2511,53882,202,176.2172,21.55389,18.04066,19.94202,18.55369,17.80458,17.4077,17.09949,21.94501,21.49005,19.82103,18.46467,17.74002,17.35874,17.06477,2.994794,0.06458636,0.01027023,0.007587235,0.007768031,0.01500839,0.4793332,0.183648,0.02394786,16.8007,2.265648,AIS,3
588011219676364891,791,52435,562,222.7515,57.81884,17.75636,18.95124,17.82587,17.38424,17.05986,16.92588,20.5536,20.16208,18.88758,17.77903,17.35027,17.0341,16.90761,3.280296,0.02942769,0.005891259,0.005583336,0.006411744,0.01473866,0.2607358,0.148665,0.01224994,20.1158,4.165136,AIS,3
587739706334970025,2127,53859,311,212.6028,26.10372,17.23766,18.9251,17.45406,16.84188,16.54767,16.3448,21.07224,20.671,18.83734,17.38948,16.79505,16.51216,16.31962,3.180264,0.02943118,0.00588011,0.004627887,0.004876295,0.01076564,0.4101084,0.2240818,0.01702459,27.8539,2.64808,AIS,3
587730817896677403,718,52206,454,332.2307,-8.004814,17.49946,19.27782,17.91176,17.18513,16.89346,16.54454,18.67098,18.31989,19.03718,17.7347,17.05671,16.79609,16.4755,2.850448,0.0500897,0.007825144,0.005913011,0.006577716,0.01375113,0.1016272,0.06170828,0.04635886,32.2135,10.68612,AIS,3
587741816244404329,2362,53759,153,147.313,19.87767,18.18596,18.89318,17.93375,17.62114,17.331,17.26082,19.96695,19.47496,18.77866,17.84949,17.56003,17.28466,17.22796,2.916582,0.0277246,0.00619109,0.006275388,0.006631295,0.01882769,0.1286731,0.06998918,0.02214976,21.1925,8.439994,AIS,3
588848899382640916,293,51994,27,195.644,-0.5409036,18.32595,19.21052,18.18536,17.73772,17.39924,17.28695,20.68755,20.31323,19.11012,18.1115,17.68414,17.35862,17.25814,3.450587,0.03434098,0.007701349,0.009465129,0.007465014,0.0196391,0.1547309,0.07953022,0.01921909,14.1981,7.018639,AIS,3
587742572683198508,2485,54176,458,164.8432,18.89925,17.68308,19.07029,18.07377,17.66298,17.26334,17.06333,19.86396,19.42137,18.95806,17.99119,17.60309,17.21793,17.03113,2.451533,0.03242894,0.006353142,0.006143165,0.006140372,0.01721451,0.1126911,0.07099027,0.02177035,26.4534,9.636961,AIS,3
587728931336487152,758,52253,195,120.9654,36.96392,17.96203,19.24318,17.90875,17.39088,17.09958,16.88597,20.23396,20.11417,18.96505,17.70411,17.24245,16.98703,16.80617,3.43108,0.03370751,0.006292857,0.005723019,0.006171583,0.01643592,0.2109417,0.1034097,0.05422159,19.3416,5.148343,AIS,3
587727866180993320,543,52017,141,118.0566,36.5436,18.04927,19.10319,18.02675,17.58116,17.25242,17.11128,20.12973,19.82817,18.87217,17.85676,17.45787,17.15893,17.045,3.491504,0.02750183,0.008094594,0.006581699,0.006600562,0.01797026,0.1650551,0.07842825,0.04476057,19.8823,6.579621,AIS,3
587741708336037897,2298,53737,114,150.1566,22.49688,18.88359,19.62428,18.75856,18.59215,18.13207,18.25041,20.82,20.40858,19.47525,18.6489,18.51261,18.07176,18.20765,2.185861,0.04384886,0.01001429,0.01070997,0.01041845,0.03679611,0.3390786,0.188031,0.02892434,12.8355,3.202797,AIS,3
