Objid,plate,mjd,fiberid,ra,dec,fiberMag_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,fuv_mag,nuv_mag,dered_u,dered_g,dered_r,dered_i,dered_z,petroR90_r,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,fuv_magerr,nuv_magerr,e_bv,s2n_r,sn_fuv_auto,survey,morph_type
587739647283232859,1979,53431,494,170.7365,31.55985,18.04387,18.98726,17.89953,17.57829,17.30301,17.23386,19.5513,19.14209,18.90515,17.83911,17.53446,17.26978,17.2103,3.028858,0.02772999,0.006550316,0.006424518,0.008516748,0.02182062,0.1804078,0.08702974,0.0160935,22.5543,6.019697,AIS,3
587732772664508594,1227,52733,444,178.7645,10.88203,17.93202,19.60943,18.33193,17.62975,17.22888,17.02251,21.36578,20.85001,19.48778,18.24243,17.56483,17.17966,16.98761,3.259906,0.05050965,0.008363238,0.006746106,0.006823274,0.01534416,0.3384894,0.2212417,0.02335259,15.9094,3.208372,AIS,3
587728669343940810,547,51959,499,125.2952,44.01539,17.9004,19.48394,18.25322,17.63622,17.29016,17.0723,20.8466,20.6551,19.15986,18.01477,17.46328,17.15902,16.97932,2.88769,0.03408634,0.009869888,0.00643519,0.006846367,0.01933721,0.2079381,0.1045451,0.06237986,31.0402,5.222709,AIS,3
587739459368779942,2122,54178,562,211.6734,30.31852,17.64756,19.41289,18.06339,17.41398,17.05561,16.81607,20.68491,20.41786,19.34792,18.01559,17.37931,17.02932,16.79743,3.166409,0.03582735,0.009007013,0.006517853,0.00662374,0.01440115,0.2122479,0.08168802,0.01255818,25.8886,5.116658,AIS,3
587736753546461289,2949,54557,557,250.6166,26.9799,17.34517,19.84903,18.09242,17.32164,17.13051,16.91598,19.79994,18.98526,19.3219,17.70456,17.04033,16.91721,16.76474,2.947084,0.0564125,0.007109872,0.005404573,0.006820353,0.01452977,0.1751243,0.07258014,0.09900597,27.31,6.201308,AIS,3
587732772662214738,1224,52765,336,173.3094,10.76521,18.00898,19.3185,18.30248,17.84659,17.42678,17.35788,20.77869,20.71967,19.17744,18.19869,17.77131,17.3697,17.31741,2.84159,0.03532645,0.007288317,0.007175324,0.006787383,0.0166387,0.2821714,0.1690928,0.02715554,16.1231,3.848725,AIS,3
588017947746041907,1460,53138,29,199.0251,41.06842,18.53649,19.82079,18.59017,18.26203,18.07585,17.57219,20.91763,20.21922,19.75483,18.54163,18.22683,18.04916,17.55327,2.953812,0.06708123,0.00967013,0.01035358,0.01164687,0.02546718,0.2784924,0.160724,0.01283349,11.5396,3.899568,AIS,3
587735743688409427,1403,53227,469,237.5552,34.05522,18.01707,19.05145,18.03797,17.5187,17.18711,17.02153,21.26168,20.56738,18.86961,17.90417,17.42165,17.11352,16.96936,3.465128,0.03509039,0.008010478,0.007014606,0.00832757,0.02101531,0.3381089,0.1754946,0.03498754,20.3959,3.211983,AIS,3
587727229449076794,664,52174,212,26.29169,-10.17298,17.0519,18.35866,17.38691,16.9276,16.57569,16.41223,19.60599,19.18773,18.21362,17.28018,16.8502,16.51699,16.37062,2.745113,0.02060478,0.00521049,0.004479568,0.004728528,0.01087245,0.1047952,0.05703776,0.02786564,30.0236,10.36307,AIS,3
588017703466237972,1609,53142,196,177.3204,12.28482,17.73007,19.52738,18.24943,17.51974,17.08876,16.83472,21.81809,21.38286,19.38685,18.14603,17.44475,17.03189,16.79441,3.306309,0.05086764,0.008040887,0.00623235,0.005916105,0.013512,0.4925179,0.4090981,0.02737684,23.2622,2.204996,AIS,3
587729158444875947,591,52022,71,229.726,3.038389,18.17251,19.55724,18.37827,17.89477,17.55995,17.35663,21.0711,20.69096,19.32696,18.20884,17.77188,17.46677,17.29056,3.024211,0.04801735,0.00840869,0.007595487,0.008254357,0.0185868,0.2409389,0.1541829,0.04420403,16.7116,4.507368,AIS,3
587742773493563591,2605,54484,94,200.655,16.06045,17.82147,19.51635,18.19286,17.58274,17.20749,16.99968,21.26525,20.42107,19.40264,18.1092,17.52207,17.16148,16.96706,2.959537,0.05728865,0.007773044,0.00658155,0.006284974,0.01710364,0.3592911,0.09619424,0.02204349,23.4547,3.022619,AIS,3
587741723360690263,2241,54169,451,195.0965,28.20748,18.49379,19.01205,18.25345,18.15863,17.82325,17.83423,19.92948,19.44817,18.94872,18.20685,18.12484,17.79763,17.81606,2.284135,0.0294482,0.007046869,0.007941788,0.008879744,0.02630619,0.1892135,0.08390039,0.01237886,17.8731,5.73955,AIS,3
588017112366317823,1442,53050,451,172.6805,47.78483,18.03168,19.8892,18.44548,17.71537,17.34939,17.09377,21.58093,21.05883,19.78814,18.37112,17.66144,17.3085,17.06478,3.361202,0.06462908,0.008606453,0.007103558,0.007694274,0.01726657,0.2756866,0.1219971,0.01942347,16.7119,3.939255,AIS,3
587745541047779335,2575,54085,323,133.7087,11.97863,17.86463,18.88039,17.8371,17.54684,17.28757,17.16891,20.08561,19.71396,18.66802,17.68084,17.43351,17.20163,17.10798,2.646481,0.02374263,0.007330885,0.00813665,0.008842411,0.01493982,0.1290738,0.08036221,0.04112922,21.3989,8.413789,AIS,3
587732153108987943,944,52614,222,153.9869,45.80107,17.93479,19.19306,18.09206,17.57189,17.23611,17.10243,20.69015,20.47971,19.15826,18.06646,17.55332,17.22203,17.09244,3.383229,0.03726057,0.006639175,0.006143689,0.006310665,0.01893345,0.1781048,0.1169603,0.006901582,22.9084,6.097534,AIS,3
587742549601026071,2642,54232,121,205.1866,17.87868,18.17632,19.09743,18.11013,17.73914,17.42995,17.29037,20.07549,19.92748,18.99538,18.03504,17.68468,17.38865,17.26109,3.142284,0.03073417,0.007756668,0.006792302,0.00738631,0.01835177,0.2037955,0.1430652,0.01973978,17.2445,5.328872,AIS,3
587728669881270433,548,51986,247,125.8182,45.04827,17.86492,19.30766,18.17293,17.56019,17.17737,16.95967,22.143,20.73556,19.05368,17.98605,17.42465,17.07459,16.88681,3.171909,0.03602479,0.007951933,0.00622576,0.006563698,0.01754071,0.4826974,0.2006177,0.04936175,30.8722,2.249857,AIS,3
587726102562603258,589,52055,529,226.0744,4.647697,18.02896,19.61326,18.31069,17.74452,17.37487,17.13368,21.43612,20.68863,19.36366,18.12703,17.61132,17.27387,17.06207,3.307206,0.05320882,0.008071421,0.007262076,0.007738652,0.02001535,0.3609329,0.1742831,0.04805427,19.554,3.008869,AIS,3
587741491441041440,2353,53794,428,156.4313,27.77446,17.43796,18.24212,17.31427,17.01743,16.738,16.6549,19.22774,18.88157,18.09151,17.20345,16.93706,16.67706,16.61169,3.054198,0.01758028,0.005845195,0.006853689,0.00730962,0.01434862,0.09793643,0.0580586,0.02913144,29.4516,11.08883,AIS,3
587741709949075542,2349,53734,324,155.7297,25.27748,17.62071,18.91378,17.76372,17.24668,16.85519,16.67824,20.64495,19.99421,18.83262,17.704,17.20337,16.82235,16.65495,3.475596,0.02943052,0.009530986,0.005622329,0.006936009,0.01476577,0.1646782,0.09380621,0.01566983,24.5172,6.594679,AIS,3
588007005271556403,632,52071,146,254.1205,38.00392,17.52982,19.67022,18.00159,17.23639,16.86034,16.60146,21.51984,21.15423,19.58414,17.93825,17.19045,16.82551,16.57676,3.153243,0.04583055,0.006421583,0.00523712,0.005223967,0.01325038,0.4294349,0.1831776,0.01657953,24.4701,2.528905,AIS,3
587736917286125705,2745,54231,205,212.7615,14.40226,17.68421,19.23338,18.01132,17.44262,17.0956,16.85703,20.75051,20.19537,19.10659,17.91802,17.37496,17.04429,16.82065,3.394266,0.03688264,0.006569497,0.006342311,0.006440782,0.01413703,0.2929268,0.1039164,0.02498004,23.7679,3.707411,AIS,3
588010879303024726,849,52439,591,196.2107,5.10012,17.61796,18.78929,17.72537,17.33588,17.03242,16.91196,20.20362,19.51698,18.61432,17.59663,17.24251,16.96162,16.86176,2.565599,0.02404856,0.005315181,0.005172648,0.00540464,0.01569023,0.2071058,0.08957262,0.03413118,25.4351,5.243696,AIS,3
587722983360364886,297,51663,117,202.1735,0.03123716,18.20264,19.35655,18.29526,17.8284,17.51395,17.34965,20.49046,20.2874,19.21894,18.19401,17.75496,17.45826,17.31017,3.19431,0.03316161,0.006989788,0.006654131,0.007125248,0.02199824,0.1663318,0.08533345,0.02633983,16.0779,6.529119,AIS,3
587735349647704114,1764,53467,602,182.0888,15.87578,17.97837,19.31521,18.16176,17.62078,17.25722,17.07857,20.92122,20.61601,19.14918,18.0396,17.53218,17.19004,17.03093,3.24568,0.03689248,0.007053127,0.007896856,0.008740176,0.01908423,0.2849371,0.1336739,0.03220476,21.6449,3.811368,AIS,3
587725504483229757,351,51695,46,257.0519,60.56144,17.08682,18.11344,17.09991,16.69674,16.32542,16.20307,19.44841,18.94028,17.99089,17.00974,16.63134,16.27583,16.16791,3.420996,0.01565401,0.00588328,0.006074014,0.006447422,0.0128947,0.08051085,0.0471142,0.02380476,33.2301,13.48887,AIS,3
587733398099001362,1046,52460,109,218.037,49.83947,17.36693,18.80829,17.66816,17.28812,16.77569,16.59644,19.54692,19.42204,18.71927,17.60266,17.24061,16.73967,16.5709,2.930528,0.0256656,0.005703774,0.01948954,0.005300201,0.013544,0.1319681,0.08765609,0.01729373,27.0486,8.229261,AIS,3
587728308561707143,505,52317,77,159.8759,2.183114,17.63427,19.32585,18.03035,17.59102,17.33425,17.11628,21.03615,20.44349,19.15318,17.9033,17.49887,17.26438,17.06674,2.202699,0.02910056,0.006260524,0.005925375,0.00623171,0.01593663,0.3449689,0.08115894,0.03356674,22.5599,3.14811,AIS,3
587739504469475414,2004,53737,43,183.6855,31.51818,17.81165,19.95901,18.44575,17.7142,17.30808,17.01214,22.35314,22.30015,19.88549,18.39166,17.67497,17.27834,16.99105,3.236756,0.05425931,0.009893973,0.006952613,0.00677831,0.01404615,0.5409634,0.3906868,0.01414222,22.0837,2.007529,AIS,3
587729387692359802,957,52398,622,196.2863,60.0209,17.85212,19.59158,18.38921,17.64544,17.24469,16.98113,21.08387,20.73152,19.4676,18.29798,17.57927,17.19452,16.94556,3.284263,0.04304486,0.008382312,0.006974457,0.006830344,0.01413795,0.3602195,0.1882199,0.0243605,19.0941,3.014828,AIS,3
587736478659969129,1701,53142,390,206.1739,12.30343,17.68775,19.14004,17.98329,17.45273,17.07442,16.89791,20.74687,20.02092,19.00968,17.88737,17.38316,17.02166,16.8605,3.063353,0.03121134,0.006663667,0.006216099,0.006318889,0.01443842,0.2560444,0.09400924,0.0247021,22.0381,4.241452,AIS,3
587738615953948800,2012,53493,521,175.7204,36.44196,17.68843,18.9692,17.88111,17.39399,17.05869,16.87676,20.72145,19.81127,18.87031,17.80834,17.34121,17.01868,16.84838,2.961235,0.0285167,0.006706498,0.006278461,0.006848121,0.01483563,0.2685523,0.1238627,0.01925699,24.069,4.043905,AIS,3
587739708486123658,2143,54184,404,221.9869,25.48116,18.1338,19.26782,18.26562,17.8286,17.53336,17.35477,20.74395,20.21797,19.09897,18.14138,17.7385,17.46504,17.30633,3.108542,0.03357499,0.009188324,0.007216701,0.0102682,0.02136551,0.3325088,0.1218214,0.03262644,17.0731,3.266079,AIS,3
587742575922643149,2751,54243,561,225.8506,14.53283,17.75388,18.77028,17.83847,17.41158,17.05914,16.90411,19.33235,18.86742,18.63245,17.73705,17.33803,17.00337,16.86457,2.826179,0.03267764,0.006289391,0.005994973,0.005507201,0.01443528,0.1402178,0.06613698,0.02667124,23.5678,7.745092,AIS,3
587725550675361875,493,51957,144,183.3896,66.84895,19.10973,19.20599,18.63478,18.73851,18.4271,18.41684,19.15451,19.13424,19.13056,18.57928,18.69826,18.39658,18.3952,3.383862,0.03453362,0.009221415,0.01319384,0.01413596,0.04511203,0.1386608,0.08169548,0.01452715,9.82428,7.832064,AIS,3
587733081878954182,1008,52707,378,154.9404,52.10276,18.0199,19.65534,18.29481,17.63097,17.29539,17.0381,21.58158,21.89635,19.60024,18.25427,17.60156,17.2731,17.0223,3.169116,0.05985749,0.008241345,0.006895776,0.00742404,0.01765978,0.4630688,0.3672071,0.01045997,16.7278,2.345224,AIS,3
588017626148241471,1362,53050,243,162.689,42.33801,17.37329,18.59056,17.52388,17.0332,16.68696,16.51815,20.44623,19.59642,18.52942,17.4789,17.00057,16.66222,16.50061,3.409265,0.02103422,0.005288594,0.005141188,0.004994331,0.01138125,0.2534474,0.1114376,0.01197309,35.0945,4.284914,AIS,3
587729748450148447,2954,54561,611,233.8984,2.160944,17.30162,20.09011,18.8449,17.65356,17.48141,17.26282,21.20811,20.21634,19.80857,18.63774,17.50331,17.36749,17.18205,2.242526,0.06078112,0.01168483,0.006254098,0.007995441,0.01698267,0.3733747,0.1841917,0.05403677,25.4653,2.908606,AIS,3
587739811564617943,2148,54526,339,223.534,22.87794,17.6917,19.31144,18.09337,17.49519,17.08142,16.87858,21.54203,20.67496,19.12172,17.95378,17.39395,17.00465,16.82415,3.109612,0.03501761,0.009106697,0.009639482,0.009928792,0.03222641,0.5042236,0.2499658,0.0367646,21.8588,2.153806,AIS,3
587738947754524854,1972,53466,568,176.0101,39.98658,18.12751,19.54682,18.40504,17.82906,17.46197,17.30111,21.09387,20.68554,19.45429,18.33695,17.77967,17.42452,17.27456,3.416623,0.04188788,0.007115507,0.006432909,0.006846966,0.02202347,0.3226838,0.1322773,0.01767683,20.0444,3.365524,AIS,3
587735042536243447,1266,52709,37,124.6639,25.41074,17.7856,19.48513,18.26201,17.55272,17.13877,16.91576,21.51288,20.56994,19.29135,18.11942,17.44931,17.06036,16.86016,3.31957,0.04343508,0.008279682,0.006905276,0.006137194,0.01882185,0.2781901,0.1319946,0.03783347,19.9547,3.903805,AIS,3
588023046399459701,2276,53712,216,128.2695,15.50328,18.31618,19.42353,18.27904,17.77975,17.45524,17.2857,20.99158,20.71254,19.27655,18.17089,17.70131,17.39577,17.24353,3.181587,0.04072001,0.008614209,0.007730934,0.008679657,0.02191721,0.3672117,0.2009181,0.02860699,17.1658,2.957422,AIS,3
587741602037498002,2243,53794,482,198.8955,26.93784,17.73623,19.00668,17.87486,17.29222,16.93204,16.72874,20.65022,19.81613,18.944,17.82874,17.25877,16.90668,16.71076,3.155562,0.03203038,0.006563227,0.005821804,0.005828903,0.01872472,0.3044581,0.1152939,0.01209988,21.3228,3.566994,AIS,3
588007004185297078,610,52056,277,223.3266,58.56258,18.37678,18.85859,18.03147,17.76194,17.46282,17.41726,19.76514,19.35899,18.80232,17.99007,17.73191,17.44005,17.40111,3.253305,0.02898393,0.01129627,0.008973652,0.008064304,0.01991564,0.09356255,0.065357,0.01095221,16.7683,11.60721,AIS,3
587735665315676295,1335,52824,391,239.8899,41.3587,18.78518,19.35009,18.43948,18.35014,17.9556,18.00109,20.67578,19.95158,19.28267,18.38988,18.31417,17.92832,17.98175,3.333321,0.03971345,0.008370092,0.02557743,0.009194262,0.03112566,0.2005611,0.06892701,0.01323437,12.4301,5.414809,AIS,3
587741726587617411,2783,54524,395,207.3966,23.54368,17.99105,19.10955,17.93297,17.41438,17.07042,16.83063,20.83107,20.18318,19.04479,17.88531,17.37981,17.04421,16.81205,3.490718,0.04334289,0.006782851,0.006183609,0.006500116,0.01968676,0.2981768,0.08655848,0.01248269,23.1297,3.642135,AIS,3
587727223022223510,747,52234,582,355.4908,15.47052,17.88272,18.8887,18.072,17.62235,17.26649,17.16747,20.21882,19.72163,18.65817,17.90238,17.49932,17.1732,17.10133,2.916407,0.02579948,0.006970646,0.006308472,0.007010972,0.01745612,0.1587317,0.05336804,0.04427906,20.0975,6.841733,AIS,3
587733081885114419,1016,52759,563,177.9125,55.7266,18.21708,19.50701,18.27099,17.75408,17.41227,17.27107,21.1296,20.76917,19.44342,18.2242,17.72015,17.38654,17.25283,3.374735,0.05134485,0.009544724,0.01197966,0.009078847,0.02090809,0.2378979,0.08922722,0.01248645,16.4643,4.564984,AIS,3
588018253225525478,1685,53463,208,248.2057,29.97164,17.85424,18.98484,17.93249,17.47706,17.17501,16.98924,20.32867,20.02398,18.87485,17.85156,17.41836,17.13051,16.95768,3.29385,0.02976122,0.006790369,0.007532795,0.008167577,0.0170257,0.2647091,0.07444876,0.02147734,20.1443,4.102616,AIS,3
587722983908311148,311,51665,387,227.3795,0.5570894,17.77146,19.23537,18.19067,17.6058,17.20101,17.02684,20.82094,20.63988,18.95042,17.981,17.45374,17.0857,16.94509,2.973938,0.02930529,0.007647827,0.006755524,0.006973402,0.01478753,0.2454909,0.1545256,0.05487115,22.1133,4.423789,AIS,3
588017627218837592,1357,53034,479,153.2105,40.91439,17.71508,18.91009,17.88586,17.43829,17.14164,17.04337,20.15056,19.68932,18.82998,17.82691,17.39553,17.10922,17.02038,2.69287,0.02358003,0.006051253,0.005501082,0.006002602,0.01388895,0.1400817,0.07816873,0.01538869,26.4338,7.752619,AIS,3
588013381661818973,873,52674,53,155.2478,47.26166,17.18023,19.37483,17.88449,17.10683,16.65198,16.32256,20.89339,20.69385,19.32429,17.8473,17.07986,16.63152,16.30806,3.484547,0.03545263,0.006789366,0.004859144,0.004870934,0.01010734,0.2987809,0.1119489,0.009475291,24.8711,3.634771,AIS,3
587739382058713169,2121,54180,600,211.6367,32.70684,18.09241,19.69537,18.29166,17.62372,17.52481,16.9322,19.92932,19.19078,19.619,18.23547,17.58296,17.4939,16.91029,3.116842,0.06687611,0.008115399,0.006652432,0.009448142,0.01564296,0.2134441,0.09385286,0.01481897,17.4465,5.087983,AIS,3
587732592251240570,953,52411,409,176.3754,60.92255,17.78426,19.10954,18.02826,17.59339,17.2406,17.0927,20.27954,20.10763,18.8876,17.86496,17.47495,17.15079,17.02903,2.693838,0.03066519,0.007295588,0.00581026,0.006230315,0.01500856,0.2101882,0.1357121,0.04301735,20.6147,5.166799,AIS,3
588017977836240925,1651,53442,255,230.8841,29.51992,19.28032,18.69351,18.17541,18.79173,18.1207,18.73678,18.84639,18.78769,18.57437,18.08774,18.72815,18.07249,18.7026,2.487348,0.02270047,0.00646729,0.01148419,0.009502443,0.04415808,0.09310181,0.05905236,0.0230099,11.0243,11.66465,AIS,3
587736584964800596,1380,53084,19,215.3941,37.90991,17.92756,18.71342,17.78231,17.41236,17.11808,17.01423,19.68971,19.3692,18.62273,17.71558,17.36397,17.08138,16.9882,3.112378,0.02317273,0.005822719,0.005563061,0.006040591,0.01625854,0.1242881,0.07104315,0.01820616,18.275,8.737765,AIS,3
587734863755149487,1235,52734,632,149.6147,8.82824,18.21137,19.56959,18.30049,17.71043,17.36548,17.14927,20.44135,20.37261,19.36969,18.1534,17.60375,17.28459,17.09192,3.459719,0.04230001,0.008067895,0.007728783,0.01054846,0.02116095,0.242874,0.1214644,0.03811445,15.2,4.471455,AIS,3
587739406259126518,2141,53764,208,221.6827,28.5543,18.62463,19.03243,18.25042,18.19512,17.89369,17.79576,19.6959,19.18463,18.93304,18.17728,18.14208,17.85347,17.76724,3.27527,0.0320319,0.006961814,0.00864542,0.008889394,0.02939152,0.173755,0.09120522,0.01933334,14.6298,6.25018,AIS,3
588017110217130035,1438,53054,209,167.572,45.3115,19.18385,19.87471,19.00187,18.87722,18.50694,18.55886,20.02816,19.92229,19.81613,18.95876,18.84596,18.48323,18.54206,2.602262,0.05139642,0.01049003,0.0122444,0.01179428,0.04068168,0.1880194,0.1408898,0.01129457,9.11281,5.776,AIS,3
588023720171470891,2789,54555,206,220.5047,20.06414,17.77808,18.62031,17.64701,17.30477,17.04277,16.89602,19.71964,19.36687,18.49368,17.55383,17.23719,16.99153,16.85969,3.110581,0.02503733,0.005203899,0.005092005,0.004993013,0.01241696,0.2086629,0.1117548,0.02466618,23.797,5.204566,AIS,3
587732581519982791,952,52409,189,172.1584,58.82134,18.0797,19.87483,18.40487,17.75263,17.39287,17.14181,21.37521,20.49141,19.79511,18.34621,17.71009,17.36061,17.11894,3.271063,0.06280316,0.008880905,0.008416755,0.009351389,0.01946633,0.3317932,0.1715505,0.0163174,18.9089,3.273123,AIS,3
587732483828285594,1283,52762,384,201.969,49.02314,18.31715,19.09972,18.05046,17.70486,17.42724,17.36126,19.74493,19.53589,19.05452,18.0172,17.68074,17.40895,17.34829,3.457271,0.03332845,0.007192142,0.007320906,0.008149262,0.02484897,0.171948,0.08080092,0.009008928,14.5864,6.315865,AIS,3
587738951496958045,1839,53471,276,211.85,33.99243,17.51227,18.55754,17.55792,17.15561,16.84802,16.73597,19.91634,19.272,18.47299,17.49571,17.11049,16.8138,16.71171,2.805644,0.01939469,0.004991782,0.004597081,0.00494609,0.01260291,0.2465177,0.1076701,0.01639607,25.7319,4.405364,AIS,3
587729154673410070,601,52316,461,191.1008,64.78519,17.24791,18.37629,17.35152,16.91669,16.56371,16.42375,20.10719,19.39856,18.25978,17.2658,16.85452,16.51656,16.39033,3.292583,0.01938391,0.004684247,0.004307223,0.004352996,0.01014601,0.1884029,0.09653503,0.02304054,28.3187,5.764242,AIS,3
587727780279615598,667,52163,503,32.73308,-8.87521,17.00704,18.7767,17.4809,16.77409,16.39312,16.12338,20.89153,20.13348,18.668,17.40092,16.71608,16.34913,16.09219,3.381022,0.02669614,0.005496659,0.005067741,0.005509852,0.009807732,0.2205857,0.1079572,0.0212385,32.7928,4.923257,AIS,3
588016527708061744,1356,53033,386,149.9256,39.84244,17.87261,19.54302,18.26037,17.62203,17.26165,17.02262,21.51577,21.13864,19.48719,18.21929,17.59223,17.23906,17.00661,3.029104,0.03699093,0.007210557,0.006093342,0.006762982,0.01481238,0.405839,0.2526918,0.0108529,17.9466,2.675938,AIS,3
587742577524605101,2642,54232,582,205.8209,19.4064,18.15182,19.76887,18.43433,17.77341,17.3779,17.20355,21.52801,20.95479,19.65189,18.34825,17.71098,17.33056,17.16998,3.116218,0.0617741,0.01253115,0.01037283,0.011476,0.02185004,0.3898245,0.1776746,0.02252457,16.7085,2.785869,AIS,3
587736541476552784,1802,53885,138,203.9637,8.692746,17.98076,19.1562,18.01469,17.5723,17.27258,17.11081,19.96416,19.928,19.02857,17.92078,17.50419,17.22094,17.07419,2.85186,0.04018706,0.008223315,0.008307395,0.007698961,0.01996321,0.1880466,0.1259536,0.02460003,19.8204,5.775166,AIS,3
587734948049780760,1302,52763,219,140.4543,8.140182,17.74776,19.17446,17.9476,17.43688,17.09407,16.92692,20.54393,19.94412,18.89779,17.74403,17.28924,16.98211,16.84754,3.294298,0.03565641,0.006376555,0.005984813,0.005879222,0.01544308,0.1956407,0.09658821,0.05532255,21.9612,5.550992,AIS,3
587729231444770903,630,52050,600,253.3796,40.10719,18.13694,18.84269,17.91603,17.7493,17.45363,17.37062,19.58807,19.50158,18.73324,17.8355,17.6909,17.40934,17.33922,3.139813,0.02665364,0.006168232,0.006610718,0.006495058,0.01804945,0.1529668,0.09769806,0.02177952,24.0337,7.099578,AIS,3
587741817856262293,2363,53763,567,149.8758,21.89464,17.84269,19.46039,18.24965,17.62278,17.25171,17.04515,20.76509,19.91478,19.3297,18.15349,17.55304,17.19883,17.00766,3.018329,0.04207357,0.006809271,0.005836778,0.006212277,0.01434126,0.3341806,0.1584348,0.02511149,21.3654,3.24974,AIS,3
588011217534386407,812,52352,263,237.3516,48.38227,18.05092,18.97445,17.91553,17.56117,17.29704,17.19085,19.93023,19.76437,18.87182,17.84002,17.5064,17.25551,17.16141,3.347099,0.03132785,0.006554237,0.006134628,0.006098629,0.01714207,0.1704816,0.07136877,0.01997184,20.4061,6.370189,AIS,3
587739720292761772,2002,53471,195,199.8333,28.82405,17.72108,19.82998,18.25542,17.48505,17.09626,16.86032,21.70821,21.4901,19.75043,18.1969,17.4426,17.06408,16.83749,3.248909,0.05687716,0.007852857,0.006567986,0.006351562,0.01666926,0.3847142,0.3140864,0.0150307,21.9295,2.822875,AIS,3
588017978370687141,1648,53171,232,225.2719,32.28727,17.24637,19.2598,17.67796,16.94537,16.59899,16.31281,21.49419,21.19441,19.17184,17.61324,16.89843,16.56339,16.28757,3.248882,0.03432752,0.006036042,0.004735068,0.005347459,0.01125813,0.3300134,0.2256553,0.01730087,26.818,3.290776,AIS,3
587729229300760654,623,52051,626,244.3277,52.48429,17.02043,20.28293,18.54345,17.77069,17.28437,17.10553,22.2188,21.73191,20.16841,18.45919,17.70958,17.23803,17.07267,1.901979,0.07324933,0.00871756,0.006636554,0.006259355,0.01354874,0.4644073,0.1952038,0.02246064,29.9045,2.338464,AIS,3
587739505550164050,2110,53467,466,202.4597,31.18742,18.97601,18.87802,18.20665,18.60509,18.22527,18.40325,19.02565,18.95084,18.82222,18.16559,18.57531,18.20269,18.38724,2.489468,0.02600613,0.007005029,0.01024134,0.01019262,0.03499373,0.1591946,0.08042347,0.01082017,12.1832,6.821837,AIS,3
587732484352311395,961,52615,537,157.4015,47.3217,17.6881,18.65654,17.66348,17.25789,16.95377,16.79033,19.82813,19.36337,18.58311,17.60945,17.21871,16.92405,16.76926,3.341179,0.02214269,0.006180513,0.005775924,0.006354268,0.01609434,0.2037021,0.05606323,0.01598804,25.6908,5.331314,AIS,3
587727225691177028,651,52141,168,2.365465,-10.44979,17.97477,18.68341,17.77539,17.36507,17.05143,16.86686,19.69696,19.39929,18.48585,17.63002,17.25964,16.97149,16.81018,3.302795,0.03800002,0.008891417,0.008620469,0.009536153,0.02342324,0.1024268,0.05588621,0.0386904,19.818,10.60269,AIS,3
587741726584733794,2664,54524,390,200.1803,24.56715,17.90402,19.02682,17.89735,17.45879,17.1771,17.01058,21.21231,20.40425,18.96506,17.85191,17.42583,17.15211,16.99287,3.417677,0.0309815,0.006446576,0.006160534,0.006800059,0.02118273,0.3238867,0.1788844,0.01204113,19.7813,3.353025,AIS,3
587739407858729075,2031,53848,291,192.8717,35.36324,17.80658,19.87873,18.38079,17.62299,17.21264,16.97052,22.14204,21.70087,19.79808,18.32146,17.57996,17.18,16.94738,3.112297,0.05889452,0.008075987,0.006291298,0.006801477,0.01443783,0.3429669,0.2599185,0.01554696,21.0228,3.166487,AIS,3
587742062124597401,2429,53799,48,132.1158,14.56998,17.60334,18.61372,17.59861,17.1593,16.7645,16.63099,20.44985,19.67875,18.46814,17.4915,17.08162,16.70559,16.58922,3.220319,0.02174532,0.005326615,0.004863896,0.00512681,0.01123512,0.1676355,0.07858752,0.02860311,22.0351,6.478343,AIS,3
587729777444192303,916,52378,23,214.2735,-2.302469,17.51776,18.64328,17.69811,17.25847,16.89529,16.71437,19.74182,19.43929,18.31744,17.45836,17.08458,16.76344,16.62089,3.164116,0.02390465,0.00617374,0.005931671,0.005731617,0.013979,0.1775752,0.1031865,0.06281793,22.758,6.115718,AIS,3
587742552287084684,2770,54510,123,209.5665,19.41417,18.19087,19.41074,18.33395,17.8036,17.45019,17.22389,20.38038,20.57932,19.17265,18.15877,17.67655,17.35384,17.15558,3.168098,0.04757791,0.01266569,0.00839622,0.01309058,0.01996172,0.2216648,0.1945141,0.04715531,19.4588,4.899291,AIS,3
587729387152605242,954,52405,555,182.9019,60.06343,17.04726,19.17496,18.04762,17.19773,16.89484,16.16333,18.2888,17.73879,19.06908,17.96972,17.14122,16.85199,16.13295,2.664543,0.03061024,0.00705524,0.005194811,0.005310945,0.008674246,0.07934971,0.02402734,0.02077341,30.2185,13.68625,AIS,3
588017720639750277,1439,53003,117,168.7511,41.0736,18.03377,19.3853,18.33854,17.8162,17.44012,17.28346,20.56301,20.12338,19.31347,18.28569,17.77787,17.41105,17.26285,2.910192,0.03792345,0.00806,0.008026119,0.00712828,0.02130591,0.2677736,0.1736798,0.01425126,18.6112,4.055665,AIS,3
587739827125158003,2115,53535,91,207.9706,24.82033,18.75006,19.45314,18.63408,18.41552,18.13751,18.06944,20.28535,19.91717,19.38056,18.58068,18.37679,18.10814,18.04861,2.726455,0.04526751,0.009201982,0.01100585,0.01027353,0.02925235,0.2478185,0.08483777,0.0140477,13.8691,4.38224,AIS,3
