#lambda       q_CCM       q_CAL       q_HZ1       q_HZ2       q_HZ3       q_HZ4       q_HZ5       q_GD1       q_GD2       q_GD3
 1754.0     2.50761     2.34579     2.72545     2.48903     2.58224     3.83656     2.34579     3.91084     2.88405     2.57576
 1755.0     2.50771     2.34510     2.72576     2.48931     2.58204     3.83456     2.34510     3.90893     2.88315     2.57534
 1756.0     2.50781     2.34441     2.72606     2.48960     2.58184     3.83095     2.34441     3.90702     2.88225     2.57493
 1757.0     2.50792     2.34372     2.72636     2.48990     2.58165     3.82734     2.34372     3.90511     2.88136     2.57451
 1758.0     2.50804     2.34303     2.72667     2.49020     2.58146     3.82373     2.34303     3.90321     2.88047     2.57410
 1759.0     2.50817     2.34234     2.72697     2.49050     2.58128     3.82012     2.34234     3.90131     2.87957     2.57369
 1760.0     2.50830     2.34165     2.72727     2.49081     2.58110     3.81651     2.34165     3.89941     2.87868     2.57327
 1761.0     2.50843     2.34096     2.72758     2.49113     2.58093     3.81290     2.34096     3.89751     2.87779     2.57286
 1762.0     2.50858     2.34028     2.72788     2.49146     2.58077     3.80929     2.34028     3.89562     2.87690     2.57245
 1763.0     2.50873     2.33959     2.72818     2.49179     2.58060     3.80568     2.33959     3.89372     2.87601     2.57204
 1764.0     2.50889     2.33891     2.72848     2.49213     2.58045     3.80207     2.33891     3.89183     2.87513     2.57162
 1765.0     2.50906     2.33822     2.72879     2.49247     2.58030     3.79846     2.33822     3.88994     2.87424     2.57121
 1766.0     2.50923     2.33754     2.72909     2.49282     2.58015     3.79485     2.33754     3.88806     2.87335     2.57080
 1767.0     2.50941     2.33686     2.72939     2.49318     2.58001     3.79124     2.33686     3.88617     2.87247     2.57039
 1768.0     2.50960     2.33617     2.72970     2.49354     2.57987     3.78763     2.33617     3.88429     2.87159     2.56998
 1769.0     2.50979     2.33549     2.73000     2.49392     2.57974     3.78402     2.33549     3.88241     2.87070     2.56957
 1770.0     2.50999     2.33481     2.73030     2.49429     2.57962     3.78041     2.33481     3.88053     2.86982     2.56916
 1771.0     2.51020     2.33413     2.73061     2.49468     2.57950     3.77680     2.33413     3.87866     2.86894     2.56876
 1772.0     2.51042     2.33345     2.73091     2.49507     2.57938     3.77320     2.33345     3.87678     2.86806     2.56835
 1773.0     2.51064     2.33277     2.73121     2.49546     2.57927     3.76959     2.33277     3.87491     2.86718     2.56794
 1774.0     2.51087     2.33209     2.73152     2.49587     2.57917     3.76598     2.33209     3.87304     2.86631     2.56753
 1775.0     2.51111     2.33141     2.73182     2.49628     2.57907     3.76237     2.33141     3.87118     2.86543     2.56713
 1776.0     2.51136     2.33073     2.73212     2.49670     2.57898     3.75876     2.33073     3.86931     2.86455     2.56672
 1777.0     2.51161     2.33006     2.73242     2.49712     2.57889     3.75515     2.33006     3.86745     2.86368     2.56632
 1778.0     2.51187     2.32938     2.73273     2.49755     2.57880     3.75154     2.32938     3.86536     2.86284     2.56600
 1779.0     2.51214     2.32870     2.73303     2.49799     2.57873     3.74793     2.32870     3.86246     2.86210     2.56598
 1780.0     2.51242     2.32803     2.73333     2.49844     2.57866     3.74432     2.32803     3.85957     2.86137     2.56597
 1781.0     2.51270     2.32735     2.73364     2.49889     2.57859     3.74071     2.32735     3.85668     2.86064     2.56596
 1782.0     2.51300     2.32668     2.73394     2.49935     2.57853     3.73710     2.32668     3.85379     2.85991     2.56595
 1783.0     2.51330     2.32600     2.73424     2.49981     2.57847     3.73349     2.32600     3.85091     2.85918     2.56593
 1784.0     2.51360     2.32533     2.73455     2.50029     2.57842     3.72988     2.32533     3.84803     2.85845     2.56592
 1785.0     2.51392     2.32466     2.73485     2.50077     2.57838     3.72627     2.32466     3.84515     2.85772     2.56591
 1786.0     2.51424     2.32399     2.73515     2.50125     2.57834     3.72266     2.32399     3.84228     2.85699     2.56590
 1787.0     2.51457     2.32332     2.73545     2.50175     2.57831     3.71905     2.32332     3.83941     2.85627     2.56588
 1788.0     2.51491     2.32265     2.73576     2.50225     2.57828     3.71544     2.32265     3.83654     2.85554     2.56587
 1789.0     2.51526     2.32197     2.73606     2.50276     2.57826     3.71183     2.32197     3.83368     2.85481     2.56586
 1790.0     2.51562     2.32131     2.73636     2.50327     2.57824     3.70822     2.32131     3.83082     2.85409     2.56585
 1791.0     2.51598     2.32064     2.73667     2.50380     2.57823     3.70461     2.32064     3.82796     2.85337     2.56583
 1792.0     2.51635     2.31997     2.73697     2.50433     2.57823     3.70100     2.31997     3.82511     2.85264     2.56582
 1793.0     2.51673     2.31930     2.73727     2.50487     2.57823     3.69739     2.31930     3.82226     2.85192     2.56581
 1794.0     2.51712     2.31863     2.73758     2.50541     2.57824     3.69378     2.31863     3.81941     2.85120     2.56580
 1795.0     2.51752     2.31797     2.73788     2.50596     2.57825     3.69017     2.31797     3.81656     2.85048     2.56578
 1796.0     2.51792     2.31730     2.73818     2.50653     2.57827     3.68656     2.31730     3.81372     2.84976     2.56577
 1797.0     2.51834     2.31663     2.73849     2.50709     2.57829     3.68295     2.31663     3.81088     2.84904     2.56576
 1798.0     2.51876     2.31597     2.73879     2.50767     2.57833     3.67934     2.31597     3.80805     2.84832     2.56575
 1799.0     2.51919     2.31530     2.73909     2.50825     2.57836     3.67574     2.31530     3.80522     2.84761     2.56573
 1800.0     2.51963     2.31464     2.73939     2.50884     2.57840     3.67213     2.31464     3.80239     2.84689     2.56572
 1801.0     2.52008     2.31398     2.73970     2.50944     2.57845     3.66852     2.31398     3.79956     2.84617     2.56571
 1802.0     2.52053     2.31331     2.74000     2.51004     2.57851     3.66491     2.31331     3.79674     2.84546     2.56570
 1803.0     2.52100     2.31265     2.74030     2.51066     2.57857     3.66130     2.31265     3.79392     2.84474     2.56569
 1804.0     2.52147     2.31199     2.74061     2.51128     2.57864     3.65769     2.31199     3.79111     2.84403     2.56567
 1805.0     2.52195     2.31133     2.74091     2.51191     2.57871     3.65408     2.31133     3.78829     2.84332     2.56566
 1806.0     2.52244     2.31067     2.74121     2.51254     2.57879     3.65047     2.31067     3.78548     2.84261     2.56565
 1807.0     2.52294     2.31001     2.74152     2.51319     2.57887     3.64686     2.31001     3.78268     2.84190     2.56564
 1808.0     2.52345     2.30935     2.74182     2.51384     2.57897     3.64325     2.30935     3.77987     2.84119     2.56562
 1809.0     2.52397     2.30869     2.74212     2.51450     2.57906     3.63964     2.30869     3.77707     2.84048     2.56561
 1810.0     2.52450     2.30803     2.74242     2.51517     2.57917     3.63603     2.30803     3.77427     2.83977     2.56560
 1811.0     2.52504     2.30737     2.74273     2.51584     2.57928     3.63404     2.30737     3.77148     2.83906     2.56559
 1812.0     2.52558     2.30672     2.74303     2.51653     2.57939     3.63206     2.30672     3.76869     2.83835     2.56558
 1813.0     2.52613     2.30606     2.74333     2.51722     2.57952     3.63007     2.30606     3.76590     2.83765     2.56556
 1814.0     2.52670     2.30540     2.74364     2.51792     2.57965     3.62809     2.30540     3.76311     2.83694     2.56555
 1815.0     2.52727     2.30475     2.74394     2.51863     2.57978     3.62610     2.30475     3.76033     2.83624     2.56554
 1816.0     2.52785     2.30409     2.74424     2.51934     2.57992     3.62412     2.30409     3.75755     2.83553     2.56553
 1817.0     2.52844     2.30344     2.74455     2.52007     2.58007     3.62213     2.30344     3.75478     2.83483     2.56551
 1818.0     2.52905     2.30278     2.74485     2.52080     2.58023     3.62015     2.30278     3.75200     2.83413     2.56550
 1819.0     2.52966     2.30213     2.74515     2.52154     2.58039     3.61816     2.30213     3.74923     2.83343     2.56549
 1820.0     2.53028     2.30148     2.74545     2.52229     2.58056     3.61618     2.30148     3.74647     2.83273     2.56548
 1821.0     2.53090     2.30082     2.74576     2.52305     2.58073     3.61419     2.30082     3.74370     2.83203     2.56547
 1822.0     2.53154     2.30017     2.74606     2.52381     2.58091     3.61221     2.30017     3.74094     2.83133     2.56545
 1823.0     2.53219     2.29952     2.74636     2.52459     2.58110     3.61022     2.29952     3.73818     2.83063     2.56544
 1824.0     2.53285     2.29887     2.74667     2.52537     2.58129     3.60824     2.29887     3.73543     2.82993     2.56543
 1825.0     2.53352     2.29822     2.74697     2.52616     2.58149     3.60625     2.29822     3.73268     2.82923     2.56542
 1826.0     2.53420     2.29757     2.74727     2.52696     2.58170     3.60426     2.29757     3.72993     2.82854     2.56541
 1827.0     2.53488     2.29692     2.74758     2.52777     2.58192     3.60228     2.29692     3.72718     2.82784     2.56539
 1828.0     2.53558     2.29627     2.74788     2.52858     2.58214     3.60029     2.29627     3.72444     2.82715     2.56538
 1829.0     2.53629     2.29562     2.74818     2.52941     2.58237     3.59831     2.29562     3.72170     2.82645     2.56537
 1830.0     2.53701     2.29497     2.74848     2.53024     2.58260     3.59632     2.29497     3.71896     2.82576     2.56536
 1831.0     2.53773     2.29432     2.74879     2.53108     2.58284     3.59434     2.29432     3.71623     2.82507     2.56535
 1832.0     2.53847     2.29368     2.74909     2.53193     2.58309     3.59235     2.29368     3.71350     2.82438     2.56533
 1833.0     2.53922     2.29303     2.74939     2.53279     2.58335     3.59037     2.29303     3.71077     2.82368     2.56532
 1834.0     2.53998     2.29238     2.74970     2.53366     2.58361     3.58838     2.29238     3.70805     2.82299     2.56531
 1835.0     2.54075     2.29174     2.75000     2.53454     2.58388     3.58640     2.29174     3.70533     2.82231     2.56530
 1836.0     2.54153     2.29109     2.75030     2.53542     2.58415     3.58441     2.29109     3.70261     2.82162     2.56529
 1837.0     2.54232     2.29045     2.75061     2.53632     2.58444     3.58243     2.29045     3.69989     2.82093     2.56527
 1838.0     2.54312     2.28980     2.75091     2.53722     2.58473     3.58044     2.28980     3.69718     2.82024     2.56526
 1839.0     2.54393     2.28916     2.75121     2.53813     2.58503     3.57846     2.28916     3.69447     2.81956     2.56525
 1840.0     2.54475     2.28852     2.75152     2.53906     2.58533     3.57647     2.28852     3.69176     2.81887     2.56524
 1841.0     2.54558     2.28787     2.75182     2.53999     2.58564     3.57449     2.28787     3.68906     2.81818     2.56523
 1842.0     2.54642     2.28723     2.75212     2.54093     2.58596     3.57250     2.28723     3.68636     2.81750     2.56522
 1843.0     2.54727     2.28659     2.75242     2.54187     2.58629     3.57051     2.28659     3.68366     2.81682     2.56520
 1844.0     2.54814     2.28595     2.75273     2.54283     2.58662     3.56853     2.28595     3.68096     2.81613     2.56519
 1845.0     2.54901     2.28531     2.75303     2.54380     2.58696     3.56654     2.28531     3.67827     2.81545     2.56518
 1846.0     2.54990     2.28467     2.75333     2.54478     2.58731     3.56456     2.28467     3.67558     2.81477     2.56517
 1847.0     2.55079     2.28403     2.75364     2.54576     2.58767     3.56257     2.28403     3.67289     2.81409     2.56516
 1848.0     2.55170     2.28339     2.75394     2.54676     2.58803     3.56059     2.28339     3.67021     2.81341     2.56515
 1849.0     2.55262     2.28275     2.75424     2.54776     2.58840     3.55860     2.28275     3.66753     2.81273     2.56513
 1850.0     2.55355     2.28211     2.75455     2.54877     2.58878     3.55662     2.28211     3.66485     2.81205     2.56512
 1851.0     2.55449     2.28147     2.75485     2.54980     2.58916     3.55463     2.28147     3.66218     2.81138     2.56511
 1852.0     2.55544     2.28084     2.75515     2.55083     2.58955     3.55265     2.28084     3.65950     2.81070     2.56510
 1853.0     2.55640     2.28020     2.75545     2.55187     2.58995     3.55066     2.28020     3.65684     2.81002     2.56509
 1854.0     2.55738     2.27956     2.75576     2.55292     2.59036     3.54868     2.27956     3.65417     2.80935     2.56507
 1855.0     2.55836     2.27893     2.75606     2.55398     2.59078     3.54669     2.27893     3.65151     2.80867     2.56506
 1856.0     2.55936     2.27829     2.75636     2.55505     2.59120     3.54471     2.27829     3.64884     2.80800     2.56505
 1857.0     2.56037     2.27766     2.75667     2.55613     2.59163     3.54272     2.27766     3.64619     2.80733     2.56504
 1858.0     2.56139     2.27702     2.75697     2.55722     2.59207     3.54074     2.27702     3.64353     2.80665     2.56503
 1859.0     2.56242     2.27639     2.75727     2.55832     2.59251     3.53875     2.27639     3.64088     2.80598     2.56502
 1860.0     2.56346     2.27575     2.75758     2.55943     2.59297     3.53676     2.27575     3.63823     2.80531     2.56501
 1861.0     2.56452     2.27512     2.75788     2.56054     2.59343     3.53574     2.27512     3.63609     2.80504     2.56550
 1862.0     2.56558     2.27449     2.75818     2.56167     2.59389     3.53471     2.27449     3.63438     2.80512     2.56644
 1863.0     2.56666     2.27386     2.75848     2.56281     2.59437     3.53368     2.27386     3.63267     2.80520     2.56737
 1864.0     2.56775     2.27322     2.75879     2.56396     2.59486     3.53265     2.27322     3.63097     2.80529     2.56830
 1865.0     2.56885     2.27259     2.75909     2.56511     2.59535     3.53162     2.27259     3.62926     2.80537     2.56923
 1866.0     2.56997     2.27196     2.75939     2.56628     2.59585     3.53059     2.27196     3.62756     2.80545     2.57017
 1867.0     2.57110     2.27133     2.75970     2.56746     2.59636     3.52956     2.27133     3.62586     2.80553     2.57110
 1868.0     2.57223     2.27070     2.76000     2.56865     2.59687     3.52853     2.27070     3.62417     2.80561     2.57202
 1869.0     2.57338     2.27007     2.76030     2.56984     2.59740     3.52750     2.27007     3.62247     2.80569     2.57295
 1870.0     2.57455     2.26944     2.76061     2.57105     2.59793     3.52647     2.26944     3.62078     2.80577     2.57388
 1871.0     2.57572     2.26881     2.76091     2.57227     2.59847     3.52544     2.26881     3.61908     2.80585     2.57481
 1872.0     2.57691     2.26818     2.76121     2.57349     2.59902     3.52441     2.26818     3.61739     2.80593     2.57573
 1873.0     2.57811     2.26756     2.76152     2.57473     2.59957     3.52338     2.26756     3.61570     2.80601     2.57665
 1874.0     2.57932     2.26693     2.76182     2.57598     2.60014     3.52235     2.26693     3.61402     2.80609     2.57758
 1875.0     2.58055     2.26630     2.76212     2.57724     2.60071     3.52132     2.26630     3.61233     2.80617     2.57850
 1876.0     2.58178     2.26567     2.76242     2.57850     2.60129     3.52029     2.26567     3.61065     2.80625     2.57942
 1877.0     2.58303     2.26505     2.76273     2.57978     2.60188     3.51926     2.26505     3.60897     2.80633     2.58034
 1878.0     2.58430     2.26442     2.76303     2.58107     2.60248     3.51824     2.26442     3.60729     2.80641     2.58126
 1879.0     2.58557     2.26380     2.76333     2.58237     2.60309     3.51721     2.26380     3.60561     2.80648     2.58218
 1880.0     2.58686     2.26317     2.76364     2.58368     2.60370     3.51618     2.26317     3.60394     2.80656     2.58310
 1881.0     2.58816     2.26255     2.76394     2.58500     2.60432     3.51515     2.26255     3.60226     2.80664     2.58401
 1882.0     2.58947     2.26192     2.76424     2.58633     2.60495     3.51412     2.26192     3.60059     2.80672     2.58493
 1883.0     2.59080     2.26130     2.76455     2.58767     2.60559     3.51309     2.26130     3.59892     2.80680     2.58584
 1884.0     2.59214     2.26068     2.76485     2.58902     2.60624     3.51206     2.26068     3.59725     2.80688     2.58675
 1885.0     2.59349     2.26005     2.76515     2.59038     2.60689     3.51103     2.26005     3.59558     2.80696     2.58767
 1886.0     2.59486     2.25943     2.76545     2.59175     2.60756     3.51000     2.25943     3.59392     2.80704     2.58858
 1887.0     2.59623     2.25881     2.76576     2.59313     2.60823     3.50897     2.25881     3.59225     2.80712     2.58949
 1888.0     2.59763     2.25819     2.76606     2.59453     2.60891     3.50794     2.25819     3.59059     2.80719     2.59040
 1889.0     2.59903     2.25757     2.76636     2.59593     2.60960     3.50691     2.25757     3.58893     2.80727     2.59131
 1890.0     2.60045     2.25695     2.76667     2.59734     2.61030     3.50588     2.25695     3.58728     2.80735     2.59221
 1891.0     2.60188     2.25633     2.76697     2.59877     2.61101     3.50485     2.25633     3.58562     2.80743     2.59312
 1892.0     2.60332     2.25571     2.76727     2.60020     2.61172     3.50382     2.25571     3.58396     2.80751     2.59403
 1893.0     2.60478     2.25509     2.76758     2.60165     2.61245     3.50279     2.25509     3.58231     2.80759     2.59493
 1894.0     2.60625     2.25447     2.76788     2.60311     2.61318     3.50176     2.25447     3.58066     2.80766     2.59583
 1895.0     2.60774     2.25385     2.76818     2.60457     2.61392     3.50074     2.25385     3.57901     2.80774     2.59674
 1896.0     2.60924     2.25323     2.76849     2.60605     2.61467     3.49971     2.25323     3.57736     2.80782     2.59764
 1897.0     2.61075     2.25261     2.76879     2.60754     2.61543     3.49868     2.25261     3.57572     2.80790     2.59854
 1898.0     2.61228     2.25200     2.76909     2.60904     2.61620     3.49765     2.25200     3.57407     2.80798     2.59944
 1899.0     2.61382     2.25138     2.76939     2.61055     2.61698     3.49662     2.25138     3.57243     2.80805     2.60034
 1900.0     2.61537     2.25076     2.76970     2.61207     2.61776     3.49559     2.25076     3.57079     2.80813     2.60124
 1901.0     2.61694     2.25015     2.77000     2.61360     2.61856     3.49456     2.25015     3.56915     2.80821     2.60213
 1902.0     2.61852     2.24953     2.77030     2.61515     2.61936     3.49353     2.24953     3.56751     2.80829     2.60303
 1903.0     2.62011     2.24892     2.77061     2.61670     2.62018     3.49250     2.24892     3.56588     2.80836     2.60392
 1904.0     2.62172     2.24830     2.77091     2.61826     2.62100     3.49147     2.24830     3.56424     2.80844     2.60482
 1905.0     2.62334     2.24769     2.77121     2.61984     2.62183     3.49044     2.24769     3.56261     2.80852     2.60571
 1906.0     2.62498     2.24707     2.77152     2.62143     2.62267     3.48941     2.24707     3.56098     2.80860     2.60660
 1907.0     2.62663     2.24646     2.77182     2.62303     2.62351     3.48838     2.24646     3.55935     2.80867     2.60750
 1908.0     2.62829     2.24584     2.77212     2.62463     2.62437     3.48735     2.24584     3.55773     2.80875     2.60839
 1909.0     2.62997     2.24523     2.77242     2.62625     2.62524     3.48632     2.24523     3.55610     2.80883     2.60928
 1910.0     2.63167     2.24462     2.77273     2.62789     2.62611     3.48529     2.24462     3.55448     2.80890     2.61016
 1911.0     2.63337     2.24401     2.77303     2.62953     2.62700     3.48374     2.24401     3.55285     2.80898     2.61105
 1912.0     2.63510     2.24339     2.77333     2.63118     2.62789     3.48219     2.24339     3.55123     2.80906     2.61194
 1913.0     2.63683     2.24278     2.77364     2.63284     2.62879     3.48064     2.24278     3.54962     2.80913     2.61283
 1914.0     2.63858     2.24217     2.77394     2.63452     2.62970     3.47908     2.24217     3.54800     2.80921     2.61371
 1915.0     2.64034     2.24156     2.77424     2.63621     2.63062     3.47753     2.24156     3.54638     2.80929     2.61459
 1916.0     2.64212     2.24095     2.77455     2.63790     2.63155     3.47598     2.24095     3.54477     2.80936     2.61548
 1917.0     2.64392     2.24034     2.77485     2.63961     2.63249     3.47443     2.24034     3.54316     2.80944     2.61636
 1918.0     2.64572     2.23973     2.77515     2.64133     2.63344     3.47288     2.23973     3.54155     2.80951     2.61724
 1919.0     2.64755     2.23912     2.77545     2.64306     2.63440     3.47132     2.23912     3.53994     2.80959     2.61812
 1920.0     2.64938     2.23851     2.77576     2.64480     2.63536     3.46977     2.23851     3.53833     2.80967     2.61900
 1921.0     2.65123     2.23791     2.77606     2.64656     2.63634     3.46822     2.23791     3.53673     2.80974     2.61988
 1922.0     2.65310     2.23730     2.77636     2.64832     2.63732     3.46667     2.23730     3.53513     2.80982     2.62076
 1923.0     2.65498     2.23669     2.77667     2.65010     2.63832     3.46511     2.23669     3.53352     2.80989     2.62163
 1924.0     2.65687     2.23608     2.77697     2.65188     2.63932     3.46356     2.23608     3.53192     2.80997     2.62251
 1925.0     2.65878     2.23548     2.77727     2.65368     2.64033     3.46201     2.23548     3.53032     2.81005     2.62338
 1926.0     2.66070     2.23487     2.77758     2.65549     2.64135     3.46046     2.23487     3.52873     2.81012     2.62426
 1927.0     2.66264     2.23426     2.77788     2.65731     2.64239     3.45891     2.23426     3.52713     2.81020     2.62513
 1928.0     2.66460     2.23366     2.77818     2.65914     2.64343     3.45735     2.23366     3.52554     2.81027     2.62600
 1929.0     2.66656     2.23305     2.77848     2.66098     2.64447     3.45580     2.23305     3.52395     2.81035     2.62687
 1930.0     2.66855     2.23245     2.77879     2.66284     2.64553     3.45425     2.23245     3.52236     2.81042     2.62774
 1931.0     2.67054     2.23184     2.77909     2.66470     2.64660     3.45270     2.23184     3.52077     2.81050     2.62861
 1932.0     2.67255     2.23124     2.77939     2.66658     2.64768     3.45114     2.23124     3.51918     2.81057     2.62948
 1933.0     2.67458     2.23064     2.77970     2.66847     2.64876     3.44959     2.23064     3.51760     2.81065     2.63035
 1934.0     2.67662     2.23003     2.78000     2.67036     2.64986     3.44804     2.23003     3.51601     2.81072     2.63122
 1935.0     2.67868     2.22943     2.78030     2.67227     2.65097     3.44649     2.22943     3.51443     2.81080     2.63208
 1936.0     2.68075     2.22883     2.78061     2.67419     2.65208     3.44493     2.22883     3.51285     2.81087     2.63295
 1937.0     2.68283     2.22822     2.78091     2.67613     2.65320     3.44338     2.22822     3.51127     2.81095     2.63381
 1938.0     2.68493     2.22762     2.78121     2.67807     2.65434     3.44183     2.22762     3.50970     2.81102     2.63467
 1939.0     2.68705     2.22702     2.78152     2.68002     2.65548     3.44028     2.22702     3.50812     2.81110     2.63554
 1940.0     2.68918     2.22642     2.78182     2.68199     2.65663     3.43873     2.22642     3.50655     2.81117     2.63640
 1941.0     2.69132     2.22582     2.78212     2.68396     2.65779     3.43717     2.22582     3.50497     2.81124     2.63726
 1942.0     2.69348     2.22522     2.78242     2.68595     2.65896     3.43562     2.22522     3.50340     2.81132     2.63812
 1943.0     2.69566     2.22462     2.78273     2.68795     2.66014     3.43407     2.22462     3.50183     2.81139     2.63898
 1944.0     2.69784     2.22402     2.78303     2.68996     2.66133     3.43252     2.22402     3.50027     2.81147     2.63983
 1945.0     2.70005     2.22342     2.78333     2.69198     2.66253     3.43096     2.22342     3.49870     2.81154     2.64069
 1946.0     2.70227     2.22282     2.78364     2.69401     2.66373     3.42941     2.22282     3.49714     2.81162     2.64155
 1947.0     2.70450     2.22222     2.78394     2.69605     2.66495     3.42786     2.22222     3.49558     2.81169     2.64240
 1948.0     2.70675     2.22162     2.78424     2.69810     2.66617     3.42631     2.22162     3.49401     2.81176     2.64326
 1949.0     2.70901     2.22102     2.78455     2.70017     2.66741     3.42476     2.22102     3.49246     2.81184     2.64411
 1950.0     2.71129     2.22043     2.78485     2.70224     2.66865     3.42320     2.22043     3.49090     2.81191     2.64496
 1951.0     2.71358     2.21983     2.78515     2.70433     2.66991     3.42165     2.21983     3.48934     2.81198     2.64581
 1952.0     2.71588     2.21923     2.78545     2.70642     2.67117     3.42010     2.21923     3.48739     2.81289     2.64764
 1953.0     2.71820     2.21863     2.78576     2.70853     2.67244     3.41855     2.21863     3.48534     2.81404     2.64974
 1954.0     2.72054     2.21804     2.78606     2.71065     2.67372     3.41699     2.21804     3.48328     2.81518     2.65183
 1955.0     2.72289     2.21744     2.78636     2.71277     2.67501     3.41544     2.21744     3.48123     2.81632     2.65393
 1956.0     2.72525     2.21685     2.78667     2.71491     2.67631     3.41389     2.21685     3.47918     2.81746     2.65602
 1957.0     2.72763     2.21625     2.78697     2.71706     2.67761     3.41234     2.21625     3.47713     2.81860     2.65811
 1958.0     2.73002     2.21566     2.78727     2.71922     2.67893     3.41078     2.21566     3.47509     2.81974     2.66020
 1959.0     2.73243     2.21506     2.78758     2.72139     2.68026     3.40923     2.21506     3.47304     2.82087     2.66228
 1960.0     2.73485     2.21447     2.78788     2.72357     2.68159     3.40768     2.21447     3.47100     2.82201     2.66437
 1961.0     2.73729     2.21387     2.78818     2.72577     2.68293     3.40613     2.21387     3.46896     2.82314     2.66645
 1962.0     2.73974     2.21328     2.78849     2.72797     2.68429     3.40458     2.21328     3.46692     2.82428     2.66853
 1963.0     2.74220     2.21269     2.78879     2.73018     2.68565     3.40302     2.21269     3.46489     2.82541     2.67061
 1964.0     2.74468     2.21209     2.78909     2.73240     2.68702     3.40147     2.21209     3.46285     2.82654     2.67268
 1965.0     2.74717     2.21150     2.78939     2.73463     2.68839     3.39992     2.21150     3.46082     2.82767     2.67475
 1966.0     2.74968     2.21091     2.78970     2.73688     2.68978     3.39837     2.21091     3.45879     2.82880     2.67682
 1967.0     2.75220     2.21032     2.79000     2.73913     2.69118     3.39681     2.21032     3.45677     2.82993     2.67889
 1968.0     2.75473     2.20973     2.79030     2.74139     2.69258     3.39526     2.20973     3.45474     2.83105     2.68096
 1969.0     2.75728     2.20913     2.79061     2.74366     2.69399     3.39371     2.20913     3.45272     2.83218     2.68302
 1970.0     2.75984     2.20854     2.79091     2.74595     2.69542     3.39216     2.20854     3.45070     2.83330     2.68509
 1971.0     2.76242     2.20795     2.79121     2.74824     2.69685     3.39060     2.20795     3.44868     2.83442     2.68715
 1972.0     2.76500     2.20736     2.79152     2.75054     2.69829     3.38905     2.20736     3.44666     2.83555     2.68920
 1973.0     2.76761     2.20677     2.79182     2.75285     2.69973     3.38750     2.20677     3.44464     2.83667     2.69126
 1974.0     2.77022     2.20618     2.79212     2.75517     2.70119     3.38595     2.20618     3.44263     2.83779     2.69332
 1975.0     2.77285     2.20559     2.79242     2.75751     2.70265     3.38440     2.20559     3.44062     2.83891     2.69537
 1976.0     2.77549     2.20501     2.79273     2.75985     2.70412     3.38284     2.20501     3.43861     2.84002     2.69742
 1977.0     2.77815     2.20442     2.79303     2.76220     2.70560     3.38129     2.20442     3.43660     2.84114     2.69946
 1978.0     2.78081     2.20383     2.79333     2.76456     2.70709     3.37974     2.20383     3.43460     2.84225     2.70151
 1979.0     2.78349     2.20324     2.79364     2.76692     2.70859     3.37819     2.20324     3.43260     2.84337     2.70355
 1980.0     2.78619     2.20265     2.79394     2.76930     2.71009     3.37663     2.20265     3.43060     2.84448     2.70560
 1981.0     2.78889     2.20207     2.79424     2.77169     2.71161     3.37508     2.20207     3.42860     2.84559     2.70764
 1982.0     2.79161     2.20148     2.79455     2.77408     2.71313     3.37353     2.20148     3.42660     2.84670     2.70967
 1983.0     2.79434     2.20089     2.79485     2.77649     2.71465     3.37198     2.20089     3.42461     2.84781     2.71171
 1984.0     2.79709     2.20031     2.79515     2.77890     2.71619     3.37042     2.20031     3.42261     2.84892     2.71374
 1985.0     2.79984     2.19972     2.79545     2.78132     2.71773     3.36887     2.19972     3.42062     2.85003     2.71577
 1986.0     2.80261     2.19913     2.79576     2.78375     2.71928     3.36732     2.19913     3.41863     2.85113     2.71780
 1987.0     2.80539     2.19855     2.79606     2.78619     2.72084     3.36577     2.19855     3.41665     2.85224     2.71983
 1988.0     2.80818     2.19796     2.79636     2.78863     2.72241     3.36422     2.19796     3.41466     2.85334     2.72186
 1989.0     2.81098     2.19738     2.79667     2.79109     2.72398     3.36266     2.19738     3.41268     2.85444     2.72388
 1990.0     2.81379     2.19680     2.79697     2.79355     2.72556     3.36111     2.19680     3.41070     2.85555     2.72590
 1991.0     2.81662     2.19621     2.79727     2.79602     2.72715     3.35956     2.19621     3.40872     2.85665     2.72792
 1992.0     2.81946     2.19563     2.79758     2.79850     2.72874     3.35801     2.19563     3.40674     2.85775     2.72994
 1993.0     2.82230     2.19504     2.79788     2.80099     2.73034     3.35645     2.19504     3.40477     2.85884     2.73195
 1994.0     2.82516     2.19446     2.79818     2.80348     2.73195     3.35490     2.19446     3.40280     2.85994     2.73396
 1995.0     2.82803     2.19388     2.79848     2.80598     2.73357     3.35335     2.19388     3.40082     2.86104     2.73597
 1996.0     2.83091     2.19330     2.79879     2.80849     2.73519     3.35180     2.19330     3.39886     2.86213     2.73798
 1997.0     2.83380     2.19271     2.79909     2.81101     2.73682     3.35024     2.19271     3.39689     2.86323     2.73999
 1998.0     2.83670     2.19213     2.79939     2.81353     2.73845     3.34869     2.19213     3.39492     2.86432     2.74200
 1999.0     2.83961     2.19155     2.79970     2.81606     2.74009     3.34714     2.19155     3.39296     2.86541     2.74400
 2000.0     2.84253     2.19097     2.80000     2.81859     2.74174     3.34559     2.19097     3.39100     2.86650     2.74600
 2001.0     2.84545     2.19039     2.80045     2.82114     2.74339     3.34389     2.19039     3.38904     2.86759     2.74800
