#lambda       q_CCM       q_CAL       q_HZ1       q_HZ2       q_HZ3       q_HZ4       q_HZ5       q_GD1       q_GD2       q_GD3
 7608.0     0.65585     0.67828     0.62946     0.62946     0.62946     0.76131     0.67828     0.62832     0.56843     0.54262
 7609.0     0.65570     0.67816     0.62934     0.62934     0.62934     0.76121     0.67816     0.62819     0.56828     0.54246
 7610.0     0.65555     0.67805     0.62922     0.62922     0.62922     0.76110     0.67805     0.62806     0.56814     0.54231
 7611.0     0.65539     0.67793     0.62910     0.62910     0.62910     0.76100     0.67793     0.62792     0.56799     0.54215
 7612.0     0.65524     0.67781     0.62897     0.62897     0.62897     0.76090     0.67781     0.62779     0.56784     0.54199
 7613.0     0.65509     0.67769     0.62885     0.62885     0.62885     0.76080     0.67769     0.62766     0.56769     0.54184
 7614.0     0.65493     0.67757     0.62873     0.62873     0.62873     0.76069     0.67757     0.62752     0.56754     0.54168
 7615.0     0.65478     0.67746     0.62861     0.62861     0.62861     0.76059     0.67746     0.62739     0.56740     0.54152
 7616.0     0.65463     0.67734     0.62849     0.62849     0.62849     0.76049     0.67734     0.62726     0.56725     0.54137
 7617.0     0.65448     0.67722     0.62837     0.62837     0.62837     0.76038     0.67722     0.62712     0.56710     0.54121
 7618.0     0.65432     0.67710     0.62824     0.62824     0.62824     0.76028     0.67710     0.62699     0.56695     0.54105
 7619.0     0.65417     0.67699     0.62812     0.62812     0.62812     0.76018     0.67699     0.62686     0.56681     0.54090
 7620.0     0.65402     0.67687     0.62800     0.62800     0.62800     0.76007     0.67687     0.62672     0.56666     0.54074
 7621.0     0.65386     0.67675     0.62788     0.62788     0.62788     0.75997     0.67675     0.62659     0.56651     0.54058
 7622.0     0.65371     0.67663     0.62776     0.62776     0.62776     0.75987     0.67663     0.62646     0.56636     0.54043
 7623.0     0.65356     0.67652     0.62763     0.62763     0.62763     0.75977     0.67652     0.62633     0.56622     0.54027
 7624.0     0.65341     0.67640     0.62751     0.62751     0.62751     0.75966     0.67640     0.62619     0.56607     0.54012
 7625.0     0.65325     0.67628     0.62739     0.62739     0.62739     0.75956     0.67628     0.62606     0.56592     0.53996
 7626.0     0.65310     0.67616     0.62727     0.62727     0.62727     0.75946     0.67616     0.62593     0.56577     0.53980
 7627.0     0.65295     0.67605     0.62715     0.62715     0.62715     0.75935     0.67605     0.62579     0.56563     0.53965
 7628.0     0.65279     0.67593     0.62703     0.62703     0.62703     0.75925     0.67593     0.62566     0.56548     0.53949
 7629.0     0.65264     0.67581     0.62690     0.62690     0.62690     0.75915     0.67581     0.62553     0.56533     0.53933
 7630.0     0.65249     0.67569     0.62678     0.62678     0.62678     0.75904     0.67569     0.62540     0.56519     0.53918
 7631.0     0.65234     0.67558     0.62666     0.62666     0.62666     0.75894     0.67558     0.62526     0.56504     0.53902
 7632.0     0.65218     0.67546     0.62654     0.62654     0.62654     0.75884     0.67546     0.62513     0.56489     0.53887
 7633.0     0.65203     0.67534     0.62642     0.62642     0.62642     0.75874     0.67534     0.62500     0.56474     0.53871
 7634.0     0.65188     0.67523     0.62630     0.62630     0.62630     0.75863     0.67523     0.62487     0.56460     0.53855
 7635.0     0.65173     0.67511     0.62617     0.62617     0.62617     0.75853     0.67511     0.62473     0.56445     0.53840
 7636.0     0.65157     0.67499     0.62605     0.62605     0.62605     0.75843     0.67499     0.62460     0.56430     0.53824
 7637.0     0.65142     0.67487     0.62593     0.62593     0.62593     0.75832     0.67487     0.62447     0.56416     0.53809
 7638.0     0.65127     0.67476     0.62581     0.62581     0.62581     0.75822     0.67476     0.62434     0.56401     0.53793
 7639.0     0.65112     0.67464     0.62569     0.62569     0.62569     0.75812     0.67464     0.62420     0.56386     0.53778
 7640.0     0.65096     0.67452     0.62557     0.62557     0.62557     0.75801     0.67452     0.62407     0.56372     0.53762
 7641.0     0.65081     0.67441     0.62544     0.62544     0.62544     0.75791     0.67441     0.62394     0.56357     0.53746
 7642.0     0.65066     0.67429     0.62532     0.62532     0.62532     0.75781     0.67429     0.62381     0.56342     0.53731
 7643.0     0.65051     0.67417     0.62520     0.62520     0.62520     0.75770     0.67417     0.62367     0.56328     0.53715
 7644.0     0.65035     0.67406     0.62508     0.62508     0.62508     0.75760     0.67406     0.62354     0.56313     0.53700
 7645.0     0.65020     0.67394     0.62496     0.62496     0.62496     0.75750     0.67394     0.62341     0.56298     0.53684
 7646.0     0.65005     0.67382     0.62483     0.62483     0.62483     0.75740     0.67382     0.62328     0.56284     0.53669
 7647.0     0.64990     0.67370     0.62471     0.62471     0.62471     0.75729     0.67370     0.62315     0.56269     0.53653
 7648.0     0.64974     0.67359     0.62459     0.62459     0.62459     0.75719     0.67359     0.62301     0.56254     0.53638
 7649.0     0.64959     0.67347     0.62447     0.62447     0.62447     0.75709     0.67347     0.62288     0.56240     0.53622
 7650.0     0.64944     0.67335     0.62435     0.62435     0.62435     0.75698     0.67335     0.62275     0.56225     0.53607
 7651.0     0.64929     0.67324     0.62423     0.62423     0.62423     0.75688     0.67324     0.62262     0.56210     0.53591
 7652.0     0.64914     0.67312     0.62410     0.62410     0.62410     0.75678     0.67312     0.62249     0.56196     0.53576
 7653.0     0.64898     0.67300     0.62398     0.62398     0.62398     0.75667     0.67300     0.62235     0.56181     0.53560
 7654.0     0.64883     0.67289     0.62386     0.62386     0.62386     0.75657     0.67289     0.62222     0.56166     0.53545
 7655.0     0.64868     0.67277     0.62374     0.62374     0.62374     0.75647     0.67277     0.62209     0.56152     0.53529
 7656.0     0.64853     0.67266     0.62362     0.62362     0.62362     0.75637     0.67266     0.62196     0.56137     0.53514
 7657.0     0.64837     0.67254     0.62350     0.62350     0.62350     0.75626     0.67254     0.62183     0.56123     0.53498
 7658.0     0.64822     0.67242     0.62337     0.62337     0.62337     0.75616     0.67242     0.62170     0.56108     0.53483
 7659.0     0.64807     0.67231     0.62325     0.62325     0.62325     0.75606     0.67231     0.62156     0.56093     0.53467
 7660.0     0.64792     0.67219     0.62313     0.62313     0.62313     0.75595     0.67219     0.62143     0.56079     0.53452
 7661.0     0.64777     0.67207     0.62301     0.62301     0.62301     0.75585     0.67207     0.62130     0.56064     0.53436
 7662.0     0.64761     0.67196     0.62289     0.62289     0.62289     0.75575     0.67196     0.62117     0.56050     0.53421
 7663.0     0.64746     0.67184     0.62277     0.62277     0.62277     0.75564     0.67184     0.62104     0.56035     0.53405
 7664.0     0.64731     0.67172     0.62264     0.62264     0.62264     0.75554     0.67172     0.62091     0.56020     0.53390
 7665.0     0.64716     0.67161     0.62252     0.62252     0.62252     0.75544     0.67161     0.62077     0.56006     0.53374
 7666.0     0.64700     0.67149     0.62240     0.62240     0.62240     0.75534     0.67149     0.62064     0.55991     0.53359
 7667.0     0.64685     0.67138     0.62228     0.62228     0.62228     0.75523     0.67138     0.62051     0.55977     0.53343
 7668.0     0.64670     0.67126     0.62216     0.62216     0.62216     0.75513     0.67126     0.62038     0.55962     0.53328
 7669.0     0.64655     0.67114     0.62203     0.62203     0.62203     0.75503     0.67114     0.62025     0.55947     0.53312
 7670.0     0.64640     0.67103     0.62191     0.62191     0.62191     0.75492     0.67103     0.62012     0.55933     0.53297
 7671.0     0.64624     0.67091     0.62179     0.62179     0.62179     0.75482     0.67091     0.61999     0.55918     0.53282
 7672.0     0.64609     0.67080     0.62167     0.62167     0.62167     0.75472     0.67080     0.61986     0.55904     0.53266
 7673.0     0.64594     0.67068     0.62155     0.62155     0.62155     0.75461     0.67068     0.61972     0.55889     0.53251
 7674.0     0.64579     0.67056     0.62143     0.62143     0.62143     0.75451     0.67056     0.61959     0.55875     0.53235
 7675.0     0.64564     0.67045     0.62130     0.62130     0.62130     0.75441     0.67045     0.61946     0.55860     0.53220
 7676.0     0.64549     0.67033     0.62118     0.62118     0.62118     0.75431     0.67033     0.61933     0.55846     0.53204
 7677.0     0.64533     0.67022     0.62106     0.62106     0.62106     0.75420     0.67022     0.61920     0.55831     0.53189
 7678.0     0.64518     0.67010     0.62094     0.62094     0.62094     0.75410     0.67010     0.61907     0.55817     0.53174
 7679.0     0.64503     0.66998     0.62082     0.62082     0.62082     0.75400     0.66998     0.61894     0.55802     0.53158
 7680.0     0.64488     0.66987     0.62070     0.62070     0.62070     0.75389     0.66987     0.61881     0.55787     0.53143
 7681.0     0.64473     0.66975     0.62057     0.62057     0.62057     0.75379     0.66975     0.61868     0.55773     0.53127
 7682.0     0.64457     0.66964     0.62045     0.62045     0.62045     0.75369     0.66964     0.61855     0.55758     0.53112
 7683.0     0.64442     0.66952     0.62033     0.62033     0.62033     0.75358     0.66952     0.61841     0.55744     0.53097
 7684.0     0.64427     0.66941     0.62021     0.62021     0.62021     0.75348     0.66941     0.61828     0.55729     0.53081
 7685.0     0.64412     0.66929     0.62009     0.62009     0.62009     0.75338     0.66929     0.61815     0.55715     0.53066
 7686.0     0.64397     0.66917     0.61997     0.61997     0.61997     0.75328     0.66917     0.61802     0.55700     0.53051
 7687.0     0.64382     0.66906     0.61984     0.61984     0.61984     0.75317     0.66906     0.61789     0.55686     0.53035
 7688.0     0.64366     0.66894     0.61972     0.61972     0.61972     0.75307     0.66894     0.61776     0.55671     0.53020
 7689.0     0.64351     0.66883     0.61960     0.61960     0.61960     0.75297     0.66883     0.61763     0.55657     0.53004
 7690.0     0.64336     0.66871     0.61948     0.61948     0.61948     0.75286     0.66871     0.61750     0.55642     0.52989
 7691.0     0.64321     0.66860     0.61936     0.61936     0.61936     0.75276     0.66860     0.61737     0.55628     0.52974
 7692.0     0.64306     0.66848     0.61923     0.61923     0.61923     0.75266     0.66848     0.61724     0.55613     0.52958
 7693.0     0.64291     0.66837     0.61911     0.61911     0.61911     0.75255     0.66837     0.61711     0.55599     0.52943
 7694.0     0.64275     0.66825     0.61899     0.61899     0.61899     0.75245     0.66825     0.61698     0.55584     0.52928
 7695.0     0.64260     0.66814     0.61887     0.61887     0.61887     0.75235     0.66814     0.61685     0.55570     0.52912
 7696.0     0.64245     0.66802     0.61875     0.61875     0.61875     0.75224     0.66802     0.61672     0.55556     0.52897
 7697.0     0.64230     0.66790     0.61863     0.61863     0.61863     0.75214     0.66790     0.61659     0.55541     0.52882
 7698.0     0.64215     0.66779     0.61850     0.61850     0.61850     0.75204     0.66779     0.61646     0.55527     0.52866
 7699.0     0.64200     0.66767     0.61838     0.61838     0.61838     0.75194     0.66767     0.61633     0.55512     0.52851
 7700.0     0.64185     0.66756     0.61826     0.61826     0.61826     0.75183     0.66756     0.61620     0.55498     0.52836
 7701.0     0.64169     0.66744     0.61814     0.61814     0.61814     0.75173     0.66744     0.61606     0.55483     0.52820
 7702.0     0.64154     0.66733     0.61802     0.61802     0.61802     0.75163     0.66733     0.61593     0.55469     0.52805
 7703.0     0.64139     0.66721     0.61790     0.61790     0.61790     0.75152     0.66721     0.61580     0.55454     0.52790
 7704.0     0.64124     0.66710     0.61777     0.61777     0.61777     0.75142     0.66710     0.61567     0.55440     0.52774
 7705.0     0.64109     0.66698     0.61765     0.61765     0.61765     0.75132     0.66698     0.61554     0.55426     0.52759
 7706.0     0.64094     0.66687     0.61753     0.61753     0.61753     0.75121     0.66687     0.61541     0.55411     0.52744
 7707.0     0.64079     0.66675     0.61741     0.61741     0.61741     0.75111     0.66675     0.61528     0.55397     0.52729
 7708.0     0.64064     0.66664     0.61729     0.61729     0.61729     0.75101     0.66664     0.61515     0.55382     0.52713
 7709.0     0.64048     0.66652     0.61717     0.61717     0.61717     0.75091     0.66652     0.61502     0.55368     0.52698
 7710.0     0.64033     0.66641     0.61704     0.61704     0.61704     0.75080     0.66641     0.61489     0.55353     0.52683
 7711.0     0.64018     0.66629     0.61692     0.61692     0.61692     0.75070     0.66629     0.61476     0.55339     0.52667
 7712.0     0.64003     0.66618     0.61680     0.61680     0.61680     0.75060     0.66618     0.61463     0.55325     0.52652
 7713.0     0.63988     0.66606     0.61668     0.61668     0.61668     0.75049     0.66606     0.61450     0.55310     0.52637
 7714.0     0.63973     0.66595     0.61656     0.61656     0.61656     0.75039     0.66595     0.61437     0.55296     0.52622
 7715.0     0.63958     0.66583     0.61643     0.61643     0.61643     0.75029     0.66583     0.61425     0.55281     0.52606
 7716.0     0.63943     0.66572     0.61631     0.61631     0.61631     0.75018     0.66572     0.61412     0.55267     0.52591
 7717.0     0.63927     0.66561     0.61619     0.61619     0.61619     0.75008     0.66561     0.61399     0.55253     0.52576
 7718.0     0.63912     0.66549     0.61607     0.61607     0.61607     0.74998     0.66549     0.61386     0.55238     0.52561
 7719.0     0.63897     0.66538     0.61595     0.61595     0.61595     0.74988     0.66538     0.61373     0.55224     0.52545
 7720.0     0.63882     0.66526     0.61583     0.61583     0.61583     0.74977     0.66526     0.61360     0.55209     0.52530
 7721.0     0.63867     0.66515     0.61570     0.61570     0.61570     0.74967     0.66515     0.61347     0.55195     0.52515
 7722.0     0.63852     0.66503     0.61558     0.61558     0.61558     0.74957     0.66503     0.61334     0.55181     0.52500
 7723.0     0.63837     0.66492     0.61546     0.61546     0.61546     0.74946     0.66492     0.61321     0.55166     0.52484
 7724.0     0.63822     0.66480     0.61534     0.61534     0.61534     0.74936     0.66480     0.61308     0.55152     0.52469
 7725.0     0.63807     0.66469     0.61522     0.61522     0.61522     0.74926     0.66469     0.61295     0.55138     0.52454
 7726.0     0.63792     0.66457     0.61510     0.61510     0.61510     0.74915     0.66457     0.61282     0.55123     0.52439
 7727.0     0.63776     0.66446     0.61497     0.61497     0.61497     0.74905     0.66446     0.61269     0.55109     0.52424
 7728.0     0.63761     0.66435     0.61485     0.61485     0.61485     0.74895     0.66435     0.61256     0.55095     0.52408
 7729.0     0.63746     0.66423     0.61473     0.61473     0.61473     0.74885     0.66423     0.61243     0.55080     0.52393
 7730.0     0.63731     0.66412     0.61461     0.61461     0.61461     0.74874     0.66412     0.61230     0.55066     0.52378
 7731.0     0.63716     0.66400     0.61449     0.61449     0.61449     0.74864     0.66400     0.61217     0.55052     0.52363
 7732.0     0.63701     0.66389     0.61437     0.61437     0.61437     0.74854     0.66389     0.61204     0.55037     0.52347
 7733.0     0.63686     0.66377     0.61424     0.61424     0.61424     0.74843     0.66377     0.61192     0.55023     0.52332
 7734.0     0.63671     0.66366     0.61412     0.61412     0.61412     0.74833     0.66366     0.61179     0.55009     0.52317
 7735.0     0.63656     0.66355     0.61400     0.61400     0.61400     0.74823     0.66355     0.61166     0.54994     0.52302
 7736.0     0.63641     0.66343     0.61388     0.61388     0.61388     0.74812     0.66343     0.61153     0.54980     0.52287
 7737.0     0.63626     0.66332     0.61376     0.61376     0.61376     0.74802     0.66332     0.61140     0.54966     0.52272
 7738.0     0.63611     0.66320     0.61363     0.61363     0.61363     0.74792     0.66320     0.61127     0.54951     0.52256
 7739.0     0.63596     0.66309     0.61351     0.61351     0.61351     0.74782     0.66309     0.61114     0.54937     0.52241
 7740.0     0.63580     0.66298     0.61339     0.61339     0.61339     0.74771     0.66298     0.61101     0.54923     0.52226
 7741.0     0.63565     0.66286     0.61327     0.61327     0.61327     0.74761     0.66286     0.61088     0.54908     0.52211
 7742.0     0.63550     0.66275     0.61315     0.61315     0.61315     0.74751     0.66275     0.61075     0.54894     0.52196
 7743.0     0.63535     0.66263     0.61303     0.61303     0.61303     0.74740     0.66263     0.61063     0.54880     0.52181
 7744.0     0.63520     0.66252     0.61290     0.61290     0.61290     0.74730     0.66252     0.61050     0.54866     0.52165
 7745.0     0.63505     0.66241     0.61278     0.61278     0.61278     0.74720     0.66241     0.61037     0.54851     0.52150
 7746.0     0.63490     0.66229     0.61266     0.61266     0.61266     0.74709     0.66229     0.61024     0.54837     0.52135
 7747.0     0.63475     0.66218     0.61254     0.61254     0.61254     0.74699     0.66218     0.61011     0.54823     0.52120
 7748.0     0.63460     0.66207     0.61242     0.61242     0.61242     0.74689     0.66207     0.60998     0.54808     0.52105
 7749.0     0.63445     0.66195     0.61230     0.61230     0.61230     0.74679     0.66195     0.60985     0.54794     0.52090
 7750.0     0.63430     0.66184     0.61217     0.61217     0.61217     0.74668     0.66184     0.60972     0.54780     0.52075
 7751.0     0.63415     0.66172     0.61205     0.61205     0.61205     0.74658     0.66172     0.60960     0.54766     0.52060
 7752.0     0.63400     0.66161     0.61193     0.61193     0.61193     0.74648     0.66161     0.60947     0.54751     0.52044
 7753.0     0.63385     0.66150     0.61181     0.61181     0.61181     0.74637     0.66150     0.60934     0.54737     0.52029
 7754.0     0.63370     0.66138     0.61169     0.61169     0.61169     0.74627     0.66138     0.60921     0.54723     0.52014
 7755.0     0.63355     0.66127     0.61157     0.61157     0.61157     0.74617     0.66127     0.60908     0.54709     0.51999
 7756.0     0.63340     0.66116     0.61144     0.61144     0.61144     0.74606     0.66116     0.60895     0.54694     0.51984
 7757.0     0.63325     0.66104     0.61132     0.61132     0.61132     0.74596     0.66104     0.60883     0.54680     0.51969
 7758.0     0.63310     0.66093     0.61120     0.61120     0.61120     0.74586     0.66093     0.60870     0.54666     0.51954
 7759.0     0.63295     0.66082     0.61108     0.61108     0.61108     0.74575     0.66082     0.60857     0.54652     0.51939
 7760.0     0.63280     0.66070     0.61096     0.61096     0.61096     0.74565     0.66070     0.60844     0.54637     0.51924
 7761.0     0.63265     0.66059     0.61083     0.61083     0.61083     0.74555     0.66059     0.60831     0.54623     0.51909
 7762.0     0.63250     0.66048     0.61071     0.61071     0.61071     0.74545     0.66048     0.60818     0.54609     0.51893
 7763.0     0.63235     0.66036     0.61059     0.61059     0.61059     0.74534     0.66036     0.60806     0.54595     0.51878
 7764.0     0.63220     0.66025     0.61047     0.61047     0.61047     0.74524     0.66025     0.60793     0.54581     0.51863
 7765.0     0.63205     0.66014     0.61035     0.61035     0.61035     0.74514     0.66014     0.60780     0.54566     0.51848
 7766.0     0.63190     0.66002     0.61023     0.61023     0.61023     0.74503     0.66002     0.60767     0.54552     0.51833
 7767.0     0.63175     0.65991     0.61010     0.61010     0.61010     0.74493     0.65991     0.60754     0.54538     0.51818
 7768.0     0.63160     0.65980     0.60998     0.60998     0.60998     0.74483     0.65980     0.60742     0.54524     0.51803
 7769.0     0.63145     0.65968     0.60986     0.60986     0.60986     0.74472     0.65968     0.60729     0.54509     0.51788
 7770.0     0.63130     0.65957     0.60974     0.60974     0.60974     0.74462     0.65957     0.60716     0.54495     0.51773
 7771.0     0.63115     0.65946     0.60962     0.60962     0.60962     0.74452     0.65946     0.60703     0.54481     0.51758
 7772.0     0.63100     0.65934     0.60950     0.60950     0.60950     0.74442     0.65934     0.60690     0.54467     0.51743
 7773.0     0.63085     0.65923     0.60937     0.60937     0.60937     0.74431     0.65923     0.60678     0.54453     0.51728
 7774.0     0.63070     0.65912     0.60925     0.60925     0.60925     0.74421     0.65912     0.60665     0.54439     0.51713
 7775.0     0.63055     0.65900     0.60913     0.60913     0.60913     0.74411     0.65901     0.60652     0.54424     0.51698
 7776.0     0.63040     0.65889     0.60901     0.60901     0.60901     0.74400     0.65889     0.60639     0.54410     0.51683
 7777.0     0.63025     0.65878     0.60889     0.60889     0.60889     0.74390     0.65878     0.60626     0.54396     0.51668
 7778.0     0.63010     0.65867     0.60877     0.60877     0.60877     0.74380     0.65867     0.60614     0.54382     0.51653
 7779.0     0.62995     0.65855     0.60864     0.60864     0.60864     0.74369     0.65855     0.60601     0.54368     0.51638
 7780.0     0.62980     0.65844     0.60852     0.60852     0.60852     0.74359     0.65844     0.60588     0.54354     0.51623
 7781.0     0.62965     0.65833     0.60840     0.60840     0.60840     0.74349     0.65833     0.60575     0.54339     0.51608
 7782.0     0.62950     0.65821     0.60828     0.60828     0.60828     0.74339     0.65822     0.60563     0.54325     0.51593
 7783.0     0.62935     0.65810     0.60816     0.60816     0.60816     0.74328     0.65810     0.60550     0.54311     0.51578
 7784.0     0.62920     0.65799     0.60803     0.60803     0.60803     0.74318     0.65799     0.60537     0.54297     0.51563
 7785.0     0.62905     0.65788     0.60791     0.60791     0.60791     0.74308     0.65788     0.60524     0.54283     0.51548
 7786.0     0.62890     0.65776     0.60779     0.60779     0.60779     0.74297     0.65776     0.60512     0.54269     0.51533
 7787.0     0.62875     0.65765     0.60767     0.60767     0.60767     0.74287     0.65765     0.60499     0.54255     0.51518
 7788.0     0.62860     0.65754     0.60755     0.60755     0.60755     0.74277     0.65754     0.60486     0.54240     0.51503
 7789.0     0.62845     0.65743     0.60743     0.60743     0.60743     0.74266     0.65743     0.60473     0.54226     0.51488
 7790.0     0.62830     0.65731     0.60730     0.60730     0.60730     0.74256     0.65731     0.60461     0.54212     0.51473
 7791.0     0.62815     0.65720     0.60718     0.60718     0.60718     0.74246     0.65720     0.60448     0.54198     0.51458
 7792.0     0.62800     0.65709     0.60706     0.60706     0.60706     0.74236     0.65709     0.60435     0.54184     0.51443
 7793.0     0.62785     0.65698     0.60694     0.60694     0.60694     0.74225     0.65698     0.60423     0.54170     0.51428
 7794.0     0.62770     0.65686     0.60682     0.60682     0.60682     0.74215     0.65686     0.60410     0.54156     0.51413
 7795.0     0.62755     0.65675     0.60670     0.60670     0.60670     0.74205     0.65675     0.60397     0.54142     0.51398
 7796.0     0.62740     0.65664     0.60657     0.60657     0.60657     0.74194     0.65664     0.60384     0.54128     0.51383
 7797.0     0.62725     0.65653     0.60645     0.60645     0.60645     0.74184     0.65653     0.60372     0.54113     0.51368
 7798.0     0.62711     0.65641     0.60633     0.60633     0.60633     0.74174     0.65641     0.60359     0.54099     0.51353
 7799.0     0.62696     0.65630     0.60621     0.60621     0.60621     0.74163     0.65630     0.60346     0.54085     0.51338
 7800.0     0.62681     0.65619     0.60609     0.60609     0.60609     0.74153     0.65619     0.60334     0.54071     0.51323
 7801.0     0.62666     0.65608     0.60597     0.60597     0.60597     0.74143     0.65608     0.60321     0.54057     0.51309
 7802.0     0.62651     0.65597     0.60584     0.60584     0.60584     0.74133     0.65597     0.60308     0.54043     0.51294
 7803.0     0.62636     0.65585     0.60572     0.60572     0.60572     0.74122     0.65585     0.60296     0.54029     0.51279
 7804.0     0.62621     0.65574     0.60560     0.60560     0.60560     0.74112     0.65574     0.60283     0.54015     0.51264
 7805.0     0.62606     0.65563     0.60548     0.60548     0.60548     0.74102     0.65563     0.60270     0.54001     0.51249
 7806.0     0.62591     0.65552     0.60536     0.60536     0.60536     0.74091     0.65552     0.60258     0.53987     0.51234
 7807.0     0.62576     0.65541     0.60523     0.60523     0.60523     0.74081     0.65541     0.60245     0.53973     0.51219
 7808.0     0.62561     0.65529     0.60511     0.60511     0.60511     0.74071     0.65529     0.60232     0.53959     0.51204
 7809.0     0.62546     0.65518     0.60499     0.60499     0.60499     0.74060     0.65518     0.60220     0.53945     0.51189
 7810.0     0.62531     0.65507     0.60487     0.60487     0.60487     0.74050     0.65507     0.60207     0.53931     0.51174
 7811.0     0.62517     0.65496     0.60475     0.60475     0.60475     0.74040     0.65496     0.60194     0.53917     0.51159
 7812.0     0.62502     0.65485     0.60463     0.60463     0.60463     0.74030     0.65485     0.60182     0.53902     0.51145
 7813.0     0.62487     0.65473     0.60450     0.60450     0.60450     0.74019     0.65473     0.60169     0.53888     0.51130
 7814.0     0.62472     0.65462     0.60438     0.60438     0.60438     0.74009     0.65462     0.60156     0.53874     0.51115
 7815.0     0.62457     0.65451     0.60426     0.60426     0.60426     0.73999     0.65451     0.60144     0.53860     0.51100
 7816.0     0.62442     0.65440     0.60414     0.60414     0.60414     0.73988     0.65440     0.60131     0.53846     0.51085
 7817.0     0.62427     0.65429     0.60402     0.60402     0.60402     0.73978     0.65429     0.60118     0.53832     0.51070
 7818.0     0.62412     0.65417     0.60390     0.60390     0.60390     0.73968     0.65417     0.60106     0.53818     0.51055
 7819.0     0.62397     0.65406     0.60377     0.60377     0.60377     0.73957     0.65406     0.60093     0.53804     0.51040
 7820.0     0.62383     0.65395     0.60365     0.60365     0.60365     0.73947     0.65395     0.60080     0.53790     0.51026
 7821.0     0.62368     0.65384     0.60353     0.60353     0.60353     0.73937     0.65384     0.60068     0.53776     0.51011
 7822.0     0.62353     0.65373     0.60341     0.60341     0.60341     0.73926     0.65373     0.60055     0.53762     0.50996
 7823.0     0.62338     0.65362     0.60329     0.60329     0.60329     0.73916     0.65362     0.60043     0.53748     0.50981
 7824.0     0.62323     0.65350     0.60317     0.60317     0.60317     0.73906     0.65351     0.60030     0.53734     0.50966
 7825.0     0.62308     0.65339     0.60304     0.60304     0.60304     0.73896     0.65339     0.60017     0.53720     0.50951
 7826.0     0.62293     0.65328     0.60292     0.60292     0.60292     0.73885     0.65328     0.60005     0.53706     0.50937
 7827.0     0.62278     0.65317     0.60280     0.60280     0.60280     0.73875     0.65317     0.59992     0.53692     0.50922
 7828.0     0.62264     0.65306     0.60268     0.60268     0.60268     0.73865     0.65306     0.59980     0.53678     0.50907
 7829.0     0.62249     0.65295     0.60256     0.60256     0.60256     0.73854     0.65295     0.59967     0.53664     0.50892
 7830.0     0.62234     0.65284     0.60243     0.60243     0.60243     0.73844     0.65284     0.59954     0.53650     0.50877
 7831.0     0.62219     0.65272     0.60231     0.60231     0.60231     0.73834     0.65272     0.59942     0.53636     0.50862
 7832.0     0.62204     0.65261     0.60219     0.60219     0.60219     0.73823     0.65261     0.59929     0.53622     0.50848
 7833.0     0.62189     0.65250     0.60207     0.60207     0.60207     0.73813     0.65250     0.59917     0.53608     0.50833
 7834.0     0.62174     0.65239     0.60195     0.60195     0.60195     0.73803     0.65239     0.59904     0.53594     0.50818
 7835.0     0.62160     0.65228     0.60183     0.60183     0.60183     0.73793     0.65228     0.59891     0.53581     0.50803
 7836.0     0.62145     0.65217     0.60170     0.60170     0.60170     0.73782     0.65217     0.59879     0.53567     0.50788
 7837.0     0.62130     0.65206     0.60158     0.60158     0.60158     0.73772     0.65206     0.59866     0.53553     0.50774
 7838.0     0.62115     0.65195     0.60146     0.60146     0.60146     0.73762     0.65195     0.59854     0.53539     0.50759
 7839.0     0.62100     0.65184     0.60134     0.60134     0.60134     0.73751     0.65184     0.59841     0.53525     0.50744
 7840.0     0.62085     0.65172     0.60122     0.60122     0.60122     0.73741     0.65172     0.59829     0.53511     0.50729
 7841.0     0.62071     0.65161     0.60110     0.60110     0.60110     0.73731     0.65161     0.59816     0.53497     0.50715
 7842.0     0.62056     0.65150     0.60097     0.60097     0.60097     0.73720     0.65150     0.59803     0.53483     0.50700
 7843.0     0.62041     0.65139     0.60085     0.60085     0.60085     0.73710     0.65139     0.59791     0.53469     0.50685
 7844.0     0.62026     0.65128     0.60073     0.60073     0.60073     0.73700     0.65128     0.59778     0.53455     0.50670
 7845.0     0.62011     0.65117     0.60061     0.60061     0.60061     0.73690     0.65117     0.59766     0.53441     0.50656
 7846.0     0.61997     0.65106     0.60049     0.60049     0.60049     0.73679     0.65106     0.59753     0.53427     0.50641
 7847.0     0.61982     0.65095     0.60037     0.60037     0.60037     0.73669     0.65095     0.59741     0.53413     0.50626
 7848.0     0.61967     0.65084     0.60024     0.60024     0.60024     0.73659     0.65084     0.59728     0.53399     0.50611
 7849.0     0.61952     0.65073     0.60012     0.60012     0.60012     0.73648     0.65073     0.59716     0.53385     0.50596
 7850.0     0.61937     0.65061     0.60000     0.60000     0.60000     0.73638     0.65061     0.59703     0.53372     0.50582
 7851.0     0.61922     0.65050     0.59988     0.59988     0.59988     0.73628     0.65050     0.59690     0.53358     0.50567
 7852.0     0.61908     0.65039     0.59976     0.59976     0.59976     0.73617     0.65039     0.59678     0.53344     0.50552
 7853.0     0.61893     0.65028     0.59963     0.59963     0.59963     0.73607     0.65028     0.59665     0.53330     0.50538
 7854.0     0.61878     0.65017     0.59951     0.59951     0.59951     0.73597     0.65017     0.59653     0.53316     0.50523
 7855.0     0.61863     0.65006     0.59939     0.59939     0.59939     0.73587     0.65006     0.59640     0.53302     0.50508
